date,tournament,round,surface,winner,loser,wrank,lrank,odds_winner,odds_loser,pin_winner,pin_loser,max_winner,max_loser
2021-01-09,Delray Beach Open,2nd Round,Hard,Mager G.,Querrey S.,101,56.0,4.0,1.22,3.97,1.29,4.2,1.3
2021-01-09,Delray Beach Open,2nd Round,Hard,Harrison C.,Garin C.,280,22.0,2.62,1.44,2.51,1.6,3.02,1.63
2021-01-09,Delray Beach Open,2nd Round,Hard,Korda S.,Paul T.,119,52.0,2.37,1.53,2.69,1.53,2.69,1.62
2021-01-09,Antalya Open,2nd Round,Hard,Goffin D.,Kuhn N.,16,253.0,1.11,6.5,1.11,7.84,1.13,7.84
2021-01-09,Antalya Open,2nd Round,Hard,De Minaur A.,Andreev A.,23,564.0,1.08,8.0,1.08,10.12,1.09,11.0
2021-01-09,Antalya Open,2nd Round,Hard,Travaglia S.,Ruusuvuori E.,75,87.0,2.62,1.44,2.76,1.51,2.76,1.54
2021-01-10,Delray Beach Open,2nd Round,Hard,Isner J.,Monteiro T.,25,84.0,1.5,2.5,1.48,2.86,1.54,3.03
2021-01-10,Delray Beach Open,2nd Round,Hard,Tiafoe F.,Fratangelo B.,62,274.0,1.3,3.4,1.29,4.0,1.34,4.0
2021-01-10,Delray Beach Open,2nd Round,Hard,Quiroz R.,Karlovic I.,293,148.0,2.1,1.66,2.36,1.67,2.4,1.75
2021-01-10,Delray Beach Open,2nd Round,Hard,Hurkacz H.,Galan D.E.,35,115.0,1.36,3.0,1.41,3.19,1.41,3.52
2021-01-10,Antalya Open,2nd Round,Hard,Berrettini M.,Kuzmanov D.,10,298.0,1.07,9.0,1.09,9.04,1.09,11.0
2021-01-10,Antalya Open,2nd Round,Hard,Struff J.L.,Grenier H.,37,250.0,1.18,4.5,1.21,5.02,1.22,5.02
2021-01-10,Antalya Open,2nd Round,Hard,Bublik A.,Lamasine T.,49,271.0,1.18,4.5,1.22,4.81,1.24,4.81
2021-01-10,Antalya Open,2nd Round,Hard,Chardy J.,Fognini F.,72,17.0,2.2,1.61,2.31,1.69,2.31,1.82
2021-01-11,Antalya Open,Quarterfinals,Hard,De Minaur A.,Basilashvili N.,23,40.0,1.11,6.5,1.12,7.56,1.13,7.7
2021-01-11,Antalya Open,Quarterfinals,Hard,Bublik A.,Berrettini M.,49,10.0,4.0,1.25,4.05,1.29,4.05,1.37
2021-01-11,Antalya Open,Quarterfinals,Hard,Chardy J.,Struff J.L.,72,37.0,2.62,1.5,2.86,1.48,2.86,1.53
2021-01-11,Antalya Open,Quarterfinals,Hard,Goffin D.,Travaglia S.,16,75.0,1.33,3.4,1.36,3.43,1.38,3.47
2021-01-11,Delray Beach Open,Quarterfinals,Hard,Korda S.,Isner J.,119,25.0,2.1,1.72,2.13,1.8,2.2,1.92
2021-01-11,Delray Beach Open,2nd Round,Hard,Norrie C.,Mannarino A.,74,34.0,1.8,1.9,1.92,1.99,2.0,2.25
2021-01-11,Delray Beach Open,Quarterfinals,Hard,Harrison C.,Mager G.,280,101.0,1.72,2.1,1.68,2.34,1.79,2.34
2021-01-11,Delray Beach Open,Quarterfinals,Hard,Hurkacz H.,Quiroz R.,35,293.0,1.16,5.0,1.19,5.37,1.22,6.5
2021-01-12,Antalya Open,Semifinals,Hard,Bublik A.,Chardy J.,49,72.0,1.4,3.0,1.5,2.8,1.54,3.0
2021-01-12,Delray Beach Open,Quarterfinals,Hard,Norrie C.,Tiafoe F.,74,62.0,2.1,1.72,2.03,1.88,2.2,1.91
2021-01-12,Delray Beach Open,Semifinals,Hard,Hurkacz H.,Harrison C.,35,280.0,1.36,3.2,1.41,3.18,1.44,3.6
2021-01-12,Antalya Open,Semifinals,Hard,De Minaur A.,Goffin D.,23,16.0,1.53,2.5,1.6,2.51,1.62,2.55
2021-01-13,Delray Beach Open,Semifinals,Hard,Korda S.,Norrie C.,119,74.0,1.66,2.2,1.76,2.19,1.78,2.33
2021-01-13,Delray Beach Open,The Final,Hard,Hurkacz H.,Korda S.,35,119.0,1.8,2.0,1.83,2.09,1.92,2.14
2021-01-13,Antalya Open,The Final,Hard,De Minaur A.,Bublik A.,23,49.0,1.2,4.5,1.22,4.87,1.23,5.3
2021-01-31,Great Ocean Road Open,1st Round,Hard,Vukic A.,Lu Y.,195,1008.0,1.16,5.0,1.22,4.85,1.22,5.5
2021-01-31,Great Ocean Road Open,1st Round,Hard,Majchrzak K.,Djere L.,109,56.0,1.4,2.75,1.56,2.59,1.56,3.0
2021-01-31,Great Ocean Road Open,1st Round,Hard,Bedene A.,Uchiyama Y.,58,106.0,1.4,2.75,1.33,3.62,1.45,4.2
2021-02-01,Murray River Open,1st Round,Hard,Chardy J.,Cilic M.,66,43.0,2.1,1.66,2.31,1.68,2.45,1.72
2021-02-01,Murray River Open,1st Round,Hard,Berankis R.,Nagal S.,72,139.0,1.28,3.5,1.34,3.54,1.37,3.8
2021-02-01,Murray River Open,1st Round,Hard,Bolt A.,Kokkinakis T.,174,266.0,3.25,1.33,2.92,1.46,3.3,1.47
2021-02-01,Murray River Open,1st Round,Hard,Ramos-Vinolas A.,Mott B.,46,481.0,1.36,3.0,1.49,2.79,1.5,3.1
2021-02-01,Murray River Open,1st Round,Hard,Kubler J.,Sonego L.,265,34.0,3.0,1.36,3.02,1.43,3.07,1.47
2021-02-01,Murray River Open,1st Round,Hard,Fucsovics M.,Cecchinato M.,55,79.0,1.14,5.5,1.19,5.38,1.2,5.75
2021-02-01,Murray River Open,1st Round,Hard,Paul T.,Norrie C.,53,67.0,1.57,2.25,1.76,2.16,1.8,2.38
2021-02-01,Murray River Open,1st Round,Hard,Coria F.,Albot R.,92,85.0,3.5,1.28,3.87,1.3,3.95,1.34
2021-02-01,Murray River Open,1st Round,Hard,Mcdonald M.,Gasquet R.,194,48.0,2.62,1.44,2.74,1.51,2.8,1.56
2021-02-01,Murray River Open,1st Round,Hard,Bourchier H.,Polmans M.,324,125.0,2.62,1.44,3.05,1.42,3.05,1.5
2021-02-01,Murray River Open,1st Round,Hard,Sousa P.,Tu L.,108,,2.75,1.4,2.61,1.55,2.8,1.59
2021-02-01,Murray River Open,1st Round,Hard,Mannarino A.,Ymer M.,35,95.0,1.4,2.75,1.53,2.67,1.53,3.0
2021-02-01,Great Ocean Road Open,1st Round,Hard,Caruso S.,Seppi A.,76,107.0,1.72,2.0,1.76,2.16,1.8,2.34
2021-02-01,Murray River Open,1st Round,Hard,Moutet C.,Tiafoe F.,80,62.0,3.0,1.36,3.13,1.41,3.2,1.44
2021-02-01,Murray River Open,1st Round,Hard,Gerasimov E.,Harris L.,78,91.0,1.8,1.9,2.21,1.74,2.21,1.91
2021-02-01,Great Ocean Road Open,1st Round,Hard,O Connell C.,Koepfer D.,121,68.0,2.25,1.57,2.23,1.72,2.5,1.74
2021-02-01,Great Ocean Road Open,1st Round,Hard,Purcell M.,Gombos N.,238,89.0,2.62,1.44,2.95,1.45,2.95,1.53
2021-02-01,Great Ocean Road Open,1st Round,Hard,Kwon S.W.,Martin A.,97,102.0,1.25,3.75,1.28,4.01,1.29,4.1
2021-02-01,Great Ocean Road Open,1st Round,Hard,Travaglia S.,Carballes Baena R.,71,98.0,1.36,3.0,1.45,2.94,1.47,3.0
2021-02-01,Great Ocean Road Open,1st Round,Hard,Anderson K.,Lopez F.,82,63.0,1.44,2.62,1.41,3.14,1.49,3.2
2021-02-02,Murray River Open,2nd Round,Hard,Evans D.,Sousa P.,33,108.0,1.14,5.5,1.17,5.71,1.19,5.85
2021-02-02,Murray River Open,2nd Round,Hard,Giron M.,Mannarino A.,73,35.0,2.1,1.66,2.2,1.74,2.25,1.85
2021-02-02,Murray River Open,1st Round,Hard,Harris A.,Daniel T.,232,117.0,3.25,1.33,3.11,1.41,3.25,1.43
2021-02-02,Murray River Open,1st Round,Hard,Kyrgios N.,Muller A.,47,209.0,1.11,6.5,1.15,6.22,1.17,6.5
2021-02-02,Murray River Open,1st Round,Hard,Ruusuvuori E.,Troicki V.,86,202.0,1.28,3.5,1.31,3.75,1.33,3.75
2021-02-02,Murray River Open,1st Round,Hard,Simon G.,Ymer E.,64,204.0,1.36,3.0,1.47,2.86,1.48,3.0
2021-02-02,Murray River Open,1st Round,Hard,Giron M.,Mmoh M.,73,177.0,2.1,1.66,2.2,1.74,2.25,1.85
2021-02-02,Murray River Open,1st Round,Hard,Duckworth J.,Machac T.,105,197.0,2.37,1.53,2.52,1.58,2.65,1.67
2021-02-02,Murray River Open,1st Round,Hard,Kukushkin M.,Londero J.I.,90,81.0,1.44,2.62,1.49,2.79,1.67,2.8
2021-02-02,Murray River Open,1st Round,Hard,Popyrin A.,Gojo B.,114,226.0,1.61,2.2,1.68,2.31,1.69,2.38
2021-02-02,Murray River Open,1st Round,Hard,Sugita Y.,Halys Q.,104,206.0,2.25,1.57,2.45,1.61,3.75,1.73
2021-02-02,Murray River Open,1st Round,Hard,Vesely J.,Ferreira Silva F.,69,184.0,1.44,2.62,1.54,2.62,1.56,2.65
2021-02-02,Murray River Open,2nd Round,Hard,Berankis R.,Kubler J.,72,265.0,1.44,2.62,1.56,2.57,1.56,2.8
2021-02-02,Murray River Open,2nd Round,Hard,Gerasimov E.,Fucsovics M.,78,55.0,2.5,1.5,2.48,1.6,2.6,1.6
2021-02-02,Great Ocean Road Open,1st Round,Hard,Van De Zandschulp B.,Schoolkate T.,159,844.0,1.33,3.25,1.39,3.23,1.4,3.3
2021-02-02,Great Ocean Road Open,1st Round,Hard,Stebe C.M.,Dellien H.,128,112.0,1.2,4.33,1.25,4.35,1.28,4.45
2021-02-02,Great Ocean Road Open,1st Round,Hard,Stakhovsky S.,Safiullin R.,201,182.0,3.0,1.36,3.03,1.43,3.03,1.5
2021-02-02,Great Ocean Road Open,1st Round,Hard,Vilella Martinez M.,Hanfmann Y.,188,101.0,2.37,1.53,2.69,1.52,2.75,1.56
2021-02-02,Great Ocean Road Open,1st Round,Hard,Ebden M.,Delbonis F.,320,77.0,,,,,2.75,1.5
2021-02-02,Great Ocean Road Open,1st Round,Hard,Torpegaard M.,Martinez P.,193,87.0,2.25,1.57,2.39,1.64,2.45,1.65
2021-02-02,Great Ocean Road Open,1st Round,Hard,Querrey S.,Laaksonen H.,51,136.0,1.5,2.5,1.53,2.66,1.58,2.66
2021-02-02,Great Ocean Road Open,1st Round,Hard,Haase R.,Coppejans K.,198,178.0,1.57,2.25,1.68,2.31,1.69,2.42
2021-02-02,Great Ocean Road Open,1st Round,Hard,Thompson J.,Mager G.,52,96.0,1.4,2.75,1.41,3.13,1.42,3.38
2021-02-02,Great Ocean Road Open,1st Round,Hard,Alcaraz C.,Balazs A.,146,94.0,1.22,4.0,1.3,3.81,1.31,4.2
2021-02-02,Great Ocean Road Open,1st Round,Hard,Sweeny D.,Nam J.S.,797,273.0,2.25,1.57,2.07,1.83,2.33,1.83
2021-02-02,Great Ocean Road Open,1st Round,Hard,Cuevas P.,Andujar P.,70,59.0,2.1,1.66,2.25,1.71,2.25,1.8
2021-02-02,Great Ocean Road Open,1st Round,Hard,Herbert P.H.,Cressy M.,84,171.0,1.44,2.62,1.45,2.93,1.53,2.93
2021-02-02,Great Ocean Road Open,1st Round,Hard,Monteiro T.,Fancutt T.,83,562.0,1.14,5.5,1.16,5.92,1.17,6.25
2021-02-02,Great Ocean Road Open,1st Round,Hard,Sandgren T.,Smith J.P.,50,318.0,1.53,2.37,1.7,2.27,1.8,2.45
2021-02-03,Murray River Open,2nd Round,Hard,Popyrin A.,Paul T.,114,53.0,2.75,1.4,2.62,1.54,3.0,1.56
2021-02-03,Murray River Open,2nd Round,Hard,Wawrinka S.,Kukushkin M.,18,90.0,1.3,3.4,1.39,3.24,1.4,3.75
2021-02-03,Murray River Open,2nd Round,Hard,Duckworth J.,Humbert U.,105,32.0,3.25,1.33,3.67,1.32,3.75,1.39
2021-02-03,Murray River Open,2nd Round,Hard,Vesely J.,Ruud C.,69,27.0,2.0,1.72,2.14,1.78,2.2,1.84
2021-02-03,Murray River Open,2nd Round,Hard,Chardy J.,Simon G.,66,64.0,1.83,1.83,2.06,1.84,2.08,1.95
2021-02-03,Murray River Open,2nd Round,Hard,Coric B.,Ruusuvuori E.,25,86.0,1.66,2.1,1.63,2.41,1.76,2.45
2021-02-03,Murray River Open,2nd Round,Hard,Kyrgios N.,Bourchier H.,47,324.0,1.12,6.0,1.16,6.09,1.16,7.0
2021-02-03,Murray River Open,2nd Round,Hard,Auger-Aliassime F.,Sugita Y.,21,104.0,1.16,5.0,1.15,6.16,1.18,6.5
2021-02-03,Murray River Open,2nd Round,Hard,Fritz T.,Coria F.,30,92.0,1.14,5.5,1.15,6.38,1.16,6.75
2021-02-03,Murray River Open,2nd Round,Hard,Dimitrov G.,Harris A.,19,232.0,1.14,5.5,1.18,5.41,1.19,6.0
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Khachanov K.,Purcell M.,20,238.0,1.14,5.5,1.15,6.16,1.17,6.25
2021-02-03,Murray River Open,2nd Round,Hard,Moutet C.,Ramos-Vinolas A.,80,46.0,1.44,2.62,1.53,2.68,1.54,2.75
2021-02-03,Murray River Open,2nd Round,Hard,Bolt A.,Mcdonald M.,174,194.0,3.0,1.36,3.29,1.38,3.4,1.4
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Sinner J.,Vukic A.,36,195.0,1.14,5.5,1.16,6.12,1.16,8.1
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Alcaraz C.,Goffin D.,146,14.0,3.25,1.33,3.55,1.34,3.65,1.5
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Bedene A.,Sweeny D.,58,797.0,1.14,5.5,1.13,6.91,1.18,6.91
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Caruso S.,Sandgren T.,76,50.0,1.8,1.9,1.85,2.05,1.89,2.22
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Vilella Martinez M.,Basilashvili N.,188,39.0,2.25,1.57,2.14,1.78,2.37,1.78
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Bublik A.,O Connell C.,45,121.0,1.5,2.5,1.53,2.65,1.57,2.7
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Opelka R.,Stakhovsky S.,40,201.0,1.33,3.25,1.34,3.54,1.36,3.6
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Van De Zandschulp B.,Majchrzak K.,159,109.0,2.0,1.72,2.26,1.7,2.3,1.77
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Monteiro T.,Ebden M.,83,320.0,1.53,2.37,1.66,2.35,1.71,2.88
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Anderson K.,Stebe C.M.,82,128.0,1.2,4.33,1.22,4.79,1.26,4.8
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Cuevas P.,Haase R.,70,198.0,2.2,1.61,2.22,1.73,2.4,1.73
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Travaglia S.,Querrey S.,71,51.0,2.1,1.66,2.22,1.73,2.4,1.77
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Kecmanovic M.,Kwon S.W.,42,97.0,1.53,2.37,1.67,2.32,1.69,2.4
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Hurkacz H.,Torpegaard M.,29,193.0,1.22,4.0,1.27,4.17,1.29,4.33
2021-02-03,Great Ocean Road Open,2nd Round,Hard,Thompson J.,Herbert P.H.,52,84.0,1.57,2.25,1.67,2.33,1.74,2.4
2021-02-04,Great Ocean Road Open,3rd Round,Hard,Monteiro T.,Alcaraz C.,83,146.0,3.2,1.36,3.26,1.39,3.44,1.51
2021-02-04,Great Ocean Road Open,3rd Round,Hard,Thompson J.,Vilella Martinez M.,52,188.0,1.3,3.5,1.39,3.29,1.39,3.5
2021-02-04,Great Ocean Road Open,3rd Round,Hard,Khachanov K.,Anderson K.,20,82.0,2.3,1.61,2.41,1.64,2.57,1.73
2021-02-04,Great Ocean Road Open,3rd Round,Hard,Sinner J.,Bedene A.,36,58.0,1.25,4.0,1.3,3.95,1.32,4.2
2021-02-04,Great Ocean Road Open,3rd Round,Hard,Van De Zandschulp B.,Opelka R.,159,40.0,3.0,1.4,2.76,1.51,3.1,1.51
2021-02-04,Great Ocean Road Open,3rd Round,Hard,Kecmanovic M.,Caruso S.,42,76.0,1.44,2.75,1.46,2.96,1.53,2.96
2021-02-04,Great Ocean Road Open,3rd Round,Hard,Travaglia S.,Bublik A.,71,45.0,2.2,1.66,2.24,1.73,2.45,1.73
2021-02-05,Murray River Open,3rd Round,Hard,Evans D.,Giron M.,33,73.0,1.53,2.5,1.57,2.58,1.58,2.64
2021-02-05,Murray River Open,3rd Round,Hard,Dimitrov G.,Popyrin A.,19,114.0,1.4,3.0,1.37,3.41,1.43,3.45
2021-02-05,Murray River Open,3rd Round,Hard,Chardy J.,Fritz T.,66,30.0,2.37,1.57,2.36,1.67,2.5,1.71
2021-02-05,Murray River Open,3rd Round,Hard,Moutet C.,Duckworth J.,80,105.0,1.72,2.1,1.78,2.16,1.8,2.2
2021-02-05,Murray River Open,3rd Round,Hard,Vesely J.,Berankis R.,69,72.0,2.0,1.8,2.12,1.81,2.15,1.88
2021-02-05,Murray River Open,3rd Round,Hard,Auger-Aliassime F.,Gerasimov E.,21,78.0,1.36,3.2,1.41,3.16,1.42,3.25
2021-02-05,Murray River Open,3rd Round,Hard,Coric B.,Kyrgios N.,25,47.0,1.72,2.1,1.8,2.13,1.87,2.21
2021-02-05,Murray River Open,3rd Round,Hard,Wawrinka S.,Bolt A.,18,174.0,1.3,3.5,1.32,3.72,1.34,3.9
2021-02-05,Great Ocean Road Open,Quarterfinals,Hard,Monteiro T.,Thompson J.,83,52.0,2.75,1.44,2.59,1.56,2.75,1.57
2021-02-05,Great Ocean Road Open,Quarterfinals,Hard,Sinner J.,Kecmanovic M.,36,42.0,1.28,3.75,1.2,5.09,1.33,5.09
2021-02-05,Great Ocean Road Open,Quarterfinals,Hard,Khachanov K.,Van De Zandschulp B.,20,159.0,1.3,3.5,1.33,3.62,1.34,4.0
2021-02-05,Great Ocean Road Open,Quarterfinals,Hard,Travaglia S.,Hurkacz H.,71,29.0,3.0,1.4,3.08,1.42,3.08,1.44
2021-02-05,Murray River Open,Quarterfinals,Hard,Moutet C.,Dimitrov G.,80,19.0,,,2.6,1.55,5.0,1.55
2021-02-05,Murray River Open,Quarterfinals,Hard,Auger-Aliassime F.,Vesely J.,21,69.0,1.5,2.62,1.54,2.62,1.57,2.88
2021-02-05,Murray River Open,Quarterfinals,Hard,Evans D.,Coric B.,33,25.0,2.62,1.5,2.81,1.49,2.95,1.54
2021-02-05,Great Ocean Road Open,3rd Round,Hard,Hurkacz H.,Cuevas P.,29,70.0,1.22,4.33,1.25,4.51,1.27,4.65
2021-02-05,Murray River Open,Quarterfinals,Hard,Chardy J.,Wawrinka S.,66,18.0,1.9,1.9,1.86,2.03,2.01,2.03
2021-02-06,Murray River Open,Semifinals,Hard,Evans D.,Chardy J.,33,66.0,1.72,2.1,1.75,2.2,1.8,2.25
2021-02-06,Murray River Open,Semifinals,Hard,Auger-Aliassime F.,Moutet C.,21,80.0,1.4,3.0,1.38,3.31,1.43,3.31
2021-02-06,Great Ocean Road Open,Semifinals,Hard,Sinner J.,Khachanov K.,36,20.0,1.44,2.75,1.41,3.15,1.49,3.25
2021-02-06,Great Ocean Road Open,Semifinals,Hard,Travaglia S.,Monteiro T.,71,83.0,1.72,2.1,1.79,2.14,1.83,2.2
2021-02-07,Great Ocean Road Open,The Final,Hard,Sinner J.,Travaglia S.,36,71.0,1.25,4.0,1.22,4.88,1.27,4.88
2021-02-07,Murray River Open,The Final,Hard,Evans D.,Auger-Aliassime F.,33,21.0,2.2,1.66,2.35,1.67,2.4,1.7
2021-02-08,Australian Open,1st Round,Hard,Humbert U.,Uchiyama Y.,34,106.0,1.14,5.5,1.16,6.25,1.17,6.5
2021-02-08,Australian Open,1st Round,Hard,Muller A.,Londero J.I.,210,83.0,1.8,2.0,1.89,2.0,1.91,2.05
2021-02-08,Australian Open,1st Round,Hard,Carreno Busta P.,Nishikori K.,16,42.0,1.33,3.4,1.3,3.92,1.35,3.95
2021-02-08,Australian Open,1st Round,Hard,Dimitrov G.,Cilic M.,21,43.0,1.5,2.62,1.6,2.51,1.6,2.67
2021-02-08,Australian Open,1st Round,Hard,Koepfer D.,Dellien H.,70,112.0,1.22,4.33,1.26,4.3,1.26,5.3
2021-02-08,Australian Open,1st Round,Hard,Lajovic D.,Stakhovsky S.,27,200.0,1.36,3.2,1.4,3.24,1.4,3.46
2021-02-08,Australian Open,1st Round,Hard,Schwartzman D.,Ymer E.,9,205.0,1.04,13.0,1.05,14.13,1.06,18.0
2021-02-08,Australian Open,1st Round,Hard,Vesely J.,Coppejans K.,68,178.0,1.25,4.0,1.29,3.97,1.32,4.35
2021-02-08,Australian Open,1st Round,Hard,Tomic B.,Sugita Y.,233,104.0,2.2,1.66,2.1,1.83,2.25,1.83
2021-02-08,Australian Open,1st Round,Hard,Kyrgios N.,Ferreira Silva F.,47,185.0,1.14,5.5,1.15,6.35,1.17,6.35
2021-02-08,Australian Open,1st Round,Hard,Cressy M.,Daniel T.,172,118.0,2.1,1.72,2.27,1.71,2.3,1.8
2021-02-08,Australian Open,1st Round,Hard,Djokovic N.,Chardy J.,1,61.0,1.01,26.0,1.01,31.6,1.02,67.0
2021-02-08,Australian Open,1st Round,Hard,Shapovalov D.,Sinner J.,12,32.0,1.5,2.62,1.48,2.86,1.53,2.9
2021-02-08,Australian Open,1st Round,Hard,Auger-Aliassime F.,Stebe C.M.,19,129.0,1.12,6.0,1.18,5.74,1.23,6.59
2021-02-08,Australian Open,1st Round,Hard,Duckworth J.,Dzumhur D.,105,120.0,1.36,3.2,1.45,2.98,1.45,3.25
2021-02-08,Australian Open,1st Round,Hard,Tiafoe F.,Travaglia S.,64,60.0,1.28,3.75,1.33,3.66,1.33,3.8
2021-02-08,Australian Open,1st Round,Hard,Bublik A.,Bedene A.,45,57.0,2.0,1.8,1.99,1.92,2.05,2.05
2021-02-08,Australian Open,1st Round,Hard,Gerasimov E.,Paire B.,79,29.0,1.16,5.0,1.19,5.44,1.19,8.0
2021-02-08,Australian Open,1st Round,Hard,Mannarino A.,Novak D.,36,98.0,1.66,2.2,1.66,2.37,1.83,2.37
2021-02-08,Australian Open,1st Round,Hard,Ruusuvuori E.,Monfils G.,86,11.0,1.61,2.3,1.56,2.59,1.78,2.6
2021-02-08,Australian Open,1st Round,Hard,Moutet C.,Millman J.,71,39.0,3.0,1.4,2.88,1.48,3.05,1.5
2021-02-08,Australian Open,1st Round,Hard,Opelka R.,Lu Y.,38,1009.0,1.06,10.0,1.05,14.72,1.07,15.0
2021-02-08,Australian Open,1st Round,Hard,Wawrinka S.,Sousa P.,18,107.0,1.08,8.0,1.09,9.33,1.1,11.25
2021-02-08,Australian Open,1st Round,Hard,Bolt A.,Gombos N.,166,89.0,1.66,2.2,1.88,2.02,1.94,2.4
2021-02-08,Australian Open,1st Round,Hard,Raonic M.,Coria F.,14,92.0,1.01,26.0,1.01,26.84,1.02,34.0
2021-02-08,Australian Open,1st Round,Hard,Fritz T.,Ramos-Vinolas A.,31,46.0,1.14,5.5,1.18,5.63,1.2,6.05
2021-02-08,Australian Open,1st Round,Hard,Fucsovics M.,Polmans M.,55,126.0,1.16,5.0,1.23,4.67,1.24,5.3
2021-02-08,Australian Open,1st Round,Hard,Thiem D.,Kukushkin M.,3,90.0,1.02,17.0,1.04,16.39,1.05,21.0
2021-02-08,Australian Open,1st Round,Hard,Karatsev A.,Mager G.,114,96.0,1.25,4.0,1.26,4.33,1.32,4.55
