date,tournament,round,surface,winner,loser,wrank,lrank,odds_winner,odds_loser,pin_winner,pin_loser,max_winner,max_loser
2018-12-31,Brisbane International,1st Round,Hard,Dimitrov G.,Nishioka Y.,19.0,75.0,1.36,3.0,1.36,3.37,1.42,3.6
2018-12-31,Qatar Exxon Mobil Open,1st Round,Hard,Verdasco F.,Lorenzi P.,28.0,109.0,1.22,4.0,1.23,4.62,1.3,4.7
2018-12-31,Qatar Exxon Mobil Open,1st Round,Hard,Jarry N.,Haase R.,43.0,50.0,2.1,1.66,2.07,1.83,2.17,1.87
2018-12-31,Qatar Exxon Mobil Open,1st Round,Hard,Bautista Agut R.,Berrettini M.,24.0,54.0,1.3,3.4,1.34,3.5,1.53,3.6
2018-12-31,Qatar Exxon Mobil Open,1st Round,Hard,Rublev A.,Seppi A.,68.0,37.0,1.5,2.5,1.48,2.83,1.57,2.83
2018-12-31,Qatar Exxon Mobil Open,1st Round,Hard,Marterer M.,Gojowczyk P.,74.0,59.0,1.9,1.8,2.2,1.74,2.23,1.82
2018-12-31,Qatar Exxon Mobil Open,1st Round,Hard,Berdych T.,Kohlschreiber P.,71.0,34.0,2.62,1.44,2.86,1.47,2.86,2.02
2018-12-31,Maharashtra Open,1st Round,Hard,Munar J.,Albot R.,81.0,98.0,2.0,1.72,1.94,1.94,2.08,1.95
2018-12-31,Maharashtra Open,1st Round,Hard,Donskoy E.,Andujar P.,97.0,82.0,1.5,2.5,1.54,2.62,1.57,2.65
2018-12-31,Maharashtra Open,1st Round,Hard,Mmoh M.,Gunneswaran P.,103.0,110.0,1.66,2.1,1.81,2.1,1.83,2.17
2018-12-31,Maharashtra Open,1st Round,Hard,Gulbis E.,Sousa P.,95.0,104.0,1.33,3.25,1.36,3.39,1.4,3.5
2018-12-31,Maharashtra Open,1st Round,Hard,Darcis S.,Carballes Baena R.,,73.0,2.37,1.53,2.44,1.61,2.47,1.65
2018-12-31,Qatar Exxon Mobil Open,1st Round,Hard,Basilashvili N.,Ramos-Vinolas A.,21.0,65.0,1.4,2.75,1.49,2.81,1.5,3.03
2018-12-31,Brisbane International,1st Round,Hard,Raonic M.,Bedene A.,18.0,67.0,1.18,4.5,1.23,4.68,1.27,4.84
2018-12-31,Brisbane International,1st Round,Hard,Kecmanovic M.,Mayer L.,131.0,56.0,1.57,2.25,1.67,2.32,1.71,2.4
2018-12-31,Brisbane International,1st Round,Hard,Millman J.,Sandgren T.,38.0,61.0,1.4,2.75,1.41,3.13,1.45,3.2
2018-12-31,Brisbane International,1st Round,Hard,Uchiyama Y.,Humbert U.,185.0,102.0,2.62,1.44,2.73,1.51,3.26,1.53
2019-01-01,Maharashtra Open,1st Round,Hard,Djere L.,Kadhe A.,93.0,392.0,1.22,4.0,1.26,4.31,1.3,4.4
2019-01-01,Qatar Exxon Mobil Open,1st Round,Hard,Berankis R.,Goffin D.,116.0,22.0,3.4,1.3,3.3,1.38,3.6,1.38
2019-01-01,Qatar Exxon Mobil Open,1st Round,Hard,Pella G.,Ilkel C.,58.0,249.0,1.18,4.5,1.23,4.68,1.24,4.8
2019-01-01,Qatar Exxon Mobil Open,1st Round,Hard,Cecchinato M.,Stakhovsky S.,20.0,134.0,2.0,1.72,2.33,1.67,2.35,1.78
2019-01-01,Maharashtra Open,1st Round,Hard,Ivashka I.,Hurkacz H.,91.0,86.0,2.25,1.57,2.29,1.69,2.37,1.71
2019-01-01,Qatar Exxon Mobil Open,1st Round,Hard,Garcia-Lopez G.,Zayid M.S.,105.0,,1.01,26.0,1.02,18.93,1.04,29.21
2019-01-01,Qatar Exxon Mobil Open,1st Round,Hard,Wawrinka S.,Khachanov K.,66.0,11.0,2.75,1.4,3.09,1.42,3.41,1.47
2019-01-01,Qatar Exxon Mobil Open,1st Round,Hard,Fucsovics M.,Copil M.,36.0,60.0,1.61,2.2,1.69,2.28,1.71,2.35
2019-01-01,Qatar Exxon Mobil Open,1st Round,Hard,Djokovic N.,Dzumhur D.,1.0,47.0,1.05,11.0,1.03,17.38,1.05,18.75
2019-01-01,Qatar Exxon Mobil Open,1st Round,Hard,Herbert P.H.,Thiem D.,55.0,8.0,3.75,1.25,4.06,1.28,4.2,1.33
2019-01-01,Maharashtra Open,1st Round,Hard,Ramanathan R.,Granollers M.,132.0,96.0,2.25,1.57,2.33,1.67,2.4,1.67
2019-01-01,Maharashtra Open,1st Round,Hard,Paire B.,Monteiro T.,52.0,120.0,,,,,1.35,3.23
2019-01-01,Maharashtra Open,1st Round,Hard,Vesely J.,Hoang A.,89.0,149.0,1.83,1.83,1.93,1.95,2.0,1.96
2019-01-01,Maharashtra Open,1st Round,Hard,Karlovic I.,Auger-Aliassime F.,100.0,108.0,2.1,1.66,2.2,1.74,2.3,1.78
2019-01-01,Qatar Exxon Mobil Open,1st Round,Hard,Lajovic D.,Mannarino A.,48.0,42.0,1.66,2.1,1.78,2.15,1.8,2.2
2019-01-01,Maharashtra Open,1st Round,Hard,Bolelli S.,Istomin D.,141.0,92.0,2.0,1.72,2.19,1.75,2.2,1.8
2019-01-01,Brisbane International,1st Round,Hard,Tsonga J.W.,Kokkinakis T.,239.0,146.0,2.25,1.57,2.27,1.7,2.42,1.71
2019-01-01,Brisbane International,1st Round,Hard,Thompson J.,Bolt A.,72.0,154.0,1.33,3.25,1.37,3.35,1.38,3.4
2019-01-01,Brisbane International,1st Round,Hard,Kyrgios N.,Harrison R.,35.0,62.0,1.4,2.75,1.47,2.87,1.5,3.16
2019-01-01,Brisbane International,1st Round,Hard,Murray A.,Duckworth J.,240.0,234.0,1.28,3.5,1.38,3.29,1.39,3.6
2019-01-01,Brisbane International,1st Round,Hard,Chardy J.,Struff J.L.,40.0,57.0,2.1,1.66,2.23,1.72,2.26,1.74
2019-01-01,Brisbane International,1st Round,Hard,Kudla D.,Fritz T.,63.0,49.0,2.62,1.44,2.8,1.49,2.85,1.55
2019-01-01,Brisbane International,1st Round,Hard,De Minaur A.,Popyrin A.,31.0,147.0,1.2,4.33,1.21,4.98,1.24,5.0
2019-01-02,Brisbane International,2nd Round,Hard,Dimitrov G.,Millman J.,19.0,38.0,1.4,2.75,1.47,2.9,1.49,3.0
2019-01-02,Brisbane International,2nd Round,Hard,Uchiyama Y.,Edmund K.,185.0,14.0,4.0,1.22,4.87,1.22,5.0,1.26
2019-01-02,Brisbane International,2nd Round,Hard,Nishikori K.,Kudla D.,9.0,63.0,1.16,5.0,1.19,5.42,1.19,5.65
2019-01-02,Brisbane International,2nd Round,Hard,Raonic M.,Kecmanovic M.,18.0,131.0,1.2,4.33,1.22,4.86,1.25,6.07
2019-01-02,Maharashtra Open,2nd Round,Hard,Karlovic I.,Donskoy E.,100.0,97.0,1.61,2.2,1.74,2.23,1.74,2.33
2019-01-02,Maharashtra Open,2nd Round,Hard,Gulbis E.,Chung H.,95.0,25.0,3.0,1.36,3.5,1.35,3.5,1.38
2019-01-02,Maharashtra Open,2nd Round,Hard,Paire B.,Vesely J.,52.0,89.0,1.5,2.5,1.6,2.51,1.61,2.65
2019-01-02,Qatar Exxon Mobil Open,2nd Round,Hard,Berdych T.,Verdasco F.,71.0,28.0,1.66,2.1,1.74,2.23,1.83,2.32
2019-01-02,Qatar Exxon Mobil Open,2nd Round,Hard,Basilashvili N.,Rublev A.,21.0,68.0,2.0,1.72,2.09,1.83,2.1,2.0
2019-01-02,Qatar Exxon Mobil Open,2nd Round,Hard,Herbert P.H.,Marterer M.,55.0,74.0,1.72,2.0,1.71,2.27,1.78,2.28
2019-01-02,Qatar Exxon Mobil Open,2nd Round,Hard,Djokovic N.,Fucsovics M.,1.0,36.0,1.04,13.0,1.04,17.09,1.06,17.5
2019-01-02,Qatar Exxon Mobil Open,2nd Round,Hard,Wawrinka S.,Jarry N.,66.0,43.0,1.36,3.0,1.38,3.32,1.41,3.44
2019-01-02,Qatar Exxon Mobil Open,2nd Round,Hard,Bautista Agut R.,Garcia-Lopez G.,24.0,105.0,1.22,4.0,1.24,4.65,1.29,4.7
2019-01-02,Qatar Exxon Mobil Open,2nd Round,Hard,Lajovic D.,Berankis R.,48.0,116.0,1.66,2.1,1.75,2.2,1.8,2.27
2019-01-02,Brisbane International,2nd Round,Hard,Chardy J.,Kyrgios N.,40.0,35.0,3.0,1.36,3.24,1.4,3.32,1.42
2019-01-02,Brisbane International,2nd Round,Hard,Medvedev D.,Murray A.,16.0,240.0,1.83,1.83,1.9,2.0,1.99,2.0
2019-01-02,Brisbane International,2nd Round,Hard,De Minaur A.,Thompson J.,31.0,72.0,1.36,3.0,1.39,3.28,1.44,3.28
2019-01-02,Maharashtra Open,2nd Round,Hard,Anderson K.,Djere L.,6.0,93.0,1.25,3.75,1.35,3.51,1.41,3.8
2019-01-02,Maharashtra Open,2nd Round,Hard,Munar J.,Bolelli S.,81.0,141.0,2.0,1.72,2.15,1.79,2.15,1.8
2019-01-02,Maharashtra Open,2nd Round,Hard,Darcis S.,Mmoh M.,,103.0,2.37,1.53,2.52,1.59,2.55,1.68
2019-01-02,Maharashtra Open,2nd Round,Hard,Simon G.,Ivashka I.,30.0,91.0,1.44,2.62,1.43,3.07,1.52,3.07
2019-01-02,Maharashtra Open,2nd Round,Hard,Jaziri M.,Ramanathan R.,45.0,132.0,2.0,1.72,1.95,1.95,2.1,1.98
2019-01-02,Qatar Exxon Mobil Open,2nd Round,Hard,Cecchinato M.,Pella G.,20.0,58.0,2.0,1.72,2.07,1.85,2.12,1.87
2019-01-03,Maharashtra Open,Quarterfinals,Hard,Karlovic I.,Gulbis E.,100.0,95.0,2.1,1.72,2.18,1.78,2.21,1.85
2019-01-03,Maharashtra Open,Quarterfinals,Hard,Anderson K.,Munar J.,6.0,81.0,1.25,4.0,1.28,4.14,1.4,4.4
2019-01-03,Maharashtra Open,Quarterfinals,Hard,Simon G.,Paire B.,30.0,52.0,1.66,2.2,1.56,2.64,1.67,2.64
2019-01-03,Maharashtra Open,Quarterfinals,Hard,Darcis S.,Jaziri M.,,45.0,1.8,2.0,1.91,2.02,1.94,2.08
2019-01-03,Qatar Exxon Mobil Open,Quarterfinals,Hard,Cecchinato M.,Lajovic D.,20.0,48.0,2.62,1.5,2.63,1.56,2.7,1.61
2019-01-03,Qatar Exxon Mobil Open,Quarterfinals,Hard,Berdych T.,Herbert P.H.,71.0,55.0,1.53,2.5,1.49,2.87,1.53,2.87
2019-01-03,Qatar Exxon Mobil Open,Quarterfinals,Hard,Djokovic N.,Basilashvili N.,1.0,21.0,1.06,10.0,1.09,9.69,1.1,10.45
2019-01-03,Qatar Exxon Mobil Open,Quarterfinals,Hard,Bautista Agut R.,Wawrinka S.,24.0,66.0,2.1,1.72,2.12,1.83,2.21,1.88
2019-01-03,Brisbane International,2nd Round,Hard,Tsonga J.W.,Daniel T.,239.0,77.0,1.25,3.75,1.27,4.23,1.35,4.23
2019-01-03,Brisbane International,Quarterfinals,Hard,Chardy J.,Uchiyama Y.,40.0,185.0,1.61,2.3,1.64,2.45,1.67,2.55
2019-01-03,Brisbane International,Quarterfinals,Hard,Nishikori K.,Dimitrov G.,9.0,19.0,1.61,2.3,1.68,2.36,1.73,2.38
2019-01-04,Maharashtra Open,Semifinals,Hard,Anderson K.,Simon G.,6.0,30.0,1.36,3.2,1.41,3.22,1.44,3.31
2019-01-04,Qatar Exxon Mobil Open,Semifinals,Hard,Bautista Agut R.,Djokovic N.,24.0,1.0,5.0,1.16,5.22,1.21,5.4,1.21
2019-01-04,Brisbane International,Quarterfinals,Hard,Medvedev D.,Raonic M.,16.0,18.0,2.0,1.8,2.16,1.8,2.16,1.91
2019-01-04,Brisbane International,Quarterfinals,Hard,Tsonga J.W.,De Minaur A.,239.0,31.0,2.5,1.53,2.5,1.61,2.56,1.63
2019-01-04,Maharashtra Open,Semifinals,Hard,Karlovic I.,Darcis S.,100.0,,1.53,2.5,1.55,2.66,1.6,2.68
2019-01-04,Qatar Exxon Mobil Open,Semifinals,Hard,Berdych T.,Cecchinato M.,71.0,20.0,1.44,2.75,1.5,2.83,1.56,3.03
2019-01-05,Maharashtra Open,The Final,Hard,Anderson K.,Karlovic I.,6.0,100.0,1.28,3.75,1.3,3.99,1.3,4.25
2019-01-05,Brisbane International,Semifinals,Hard,Medvedev D.,Tsonga J.W.,16.0,239.0,1.61,2.3,1.71,2.3,1.79,2.46
2019-01-05,Qatar Exxon Mobil Open,The Final,Hard,Bautista Agut R.,Berdych T.,24.0,71.0,1.57,2.37,1.6,2.55,1.65,2.55
2019-01-05,Brisbane International,Semifinals,Hard,Nishikori K.,Chardy J.,9.0,40.0,1.16,5.0,1.2,5.3,1.2,5.8
2019-01-06,ASB Classic,1st Round,Hard,Fritz T.,Copil M.,50.0,61.0,1.53,2.37,1.67,2.32,1.67,2.45
2019-01-06,Sydney International,1st Round,Hard,Thompson J.,Mannarino A.,72.0,41.0,1.66,2.1,1.65,2.37,1.71,2.4
2019-01-06,Sydney International,1st Round,Hard,Klizan M.,Popyrin A.,40.0,149.0,1.61,2.2,1.72,2.22,1.77,2.45
2019-01-06,Brisbane International,The Final,Hard,Nishikori K.,Medvedev D.,9.0,16.0,1.57,2.37,1.66,2.4,1.67,2.54
2019-01-07,Sydney International,1st Round,Hard,Querrey S.,Jaziri M.,48.0,42.0,1.33,3.25,1.35,3.44,1.45,3.46
2019-01-07,Sydney International,1st Round,Hard,Nishioka Y.,Harrison R.,75.0,81.0,1.66,2.1,1.79,2.12,1.89,2.25
2019-01-07,Sydney International,1st Round,Hard,Andreozzi G.,Ebden M.,80.0,47.0,,,,,4.6,1.25
2019-01-07,Sydney International,1st Round,Hard,De Minaur A.,Lajovic D.,29.0,45.0,1.28,3.5,1.31,3.76,1.33,3.85
2019-01-07,Sydney International,1st Round,Hard,Opelka R.,Ramos-Vinolas A.,102.0,65.0,1.57,2.25,1.58,2.52,1.63,2.52
2019-01-07,ASB Classic,1st Round,Hard,Mayer L.,Johnson S.,54.0,33.0,2.75,1.4,2.62,1.55,2.75,1.57
2019-01-07,ASB Classic,1st Round,Hard,Berrettini M.,Mcdonald M.,52.0,79.0,1.72,2.0,1.85,2.04,1.9,2.11
2019-01-07,ASB Classic,1st Round,Hard,Sandgren T.,Marterer M.,63.0,70.0,2.37,1.53,2.63,1.54,2.65,1.6
2019-01-07,ASB Classic,1st Round,Hard,Norrie C.,Paire B.,93.0,55.0,1.66,2.1,1.67,2.33,1.75,2.35
2019-01-07,ASB Classic,1st Round,Hard,Struff J.L.,Djere L.,58.0,91.0,1.4,2.75,1.48,2.82,1.55,3.01
2019-01-07,ASB Classic,1st Round,Hard,Kohlschreiber P.,Klahn B.,34.0,76.0,1.4,2.75,1.48,2.84,1.55,2.86
2019-01-07,ASB Classic,1st Round,Hard,Sousa J.,Shapovalov D.,44.0,27.0,2.75,1.4,2.9,1.46,2.98,1.53
2019-01-08,Sydney International,1st Round,Hard,Seppi A.,Chardy J.,37.0,36.0,2.37,1.53,2.51,1.58,2.55,1.61
2019-01-08,Sydney International,1st Round,Hard,Garcia-Lopez G.,Kudla D.,101.0,62.0,2.1,1.66,2.11,1.8,2.17,1.83
2019-01-08,Sydney International,1st Round,Hard,Rublev A.,Pouille L.,84.0,30.0,1.57,2.25,1.55,2.61,1.6,2.65
2019-01-08,ASB Classic,2nd Round,Hard,Sandgren T.,Cecchinato M.,63.0,18.0,1.57,2.25,1.66,2.37,1.67,2.4
2019-01-08,Sydney International,1st Round,Hard,Fucsovics M.,Duckworth J.,35.0,238.0,1.33,3.25,1.39,3.25,1.4,3.3
2019-01-08,Sydney International,2nd Round,Hard,Thompson J.,Daniel T.,72.0,78.0,1.5,2.5,1.49,2.84,1.54,3.2
2019-01-08,ASB Classic,2nd Round,Hard,Fritz T.,Isner J.,50.0,10.0,2.37,1.53,2.53,1.59,2.59,1.65
2019-01-08,ASB Classic,1st Round,Hard,Humbert U.,Cuevas P.,98.0,90.0,1.57,2.25,1.65,2.37,1.67,2.4
2019-01-08,ASB Classic,1st Round,Hard,Statham J.,Chung H.,360.0,25.0,7.0,1.1,7.75,1.11,8.25,1.11
2019-01-08,ASB Classic,1st Round,Hard,Gojowczyk P.,Pella G.,60.0,66.0,1.72,2.0,1.79,2.13,1.8,2.15
2019-01-08,ASB Classic,1st Round,Hard,Ferrer D.,Haase R.,124.0,49.0,1.8,1.9,1.74,2.2,1.85,2.25
2019-01-08,Sydney International,1st Round,Hard,Millman J.,Tiafoe F.,38.0,39.0,1.53,2.37,1.67,2.33,1.72,2.45
2019-01-09,Sydney International,2nd Round,Hard,Nishioka Y.,Rublev A.,75.0,84.0,2.37,1.53,2.48,1.61,2.51,1.63
2019-01-09,Sydney International,2nd Round,Hard,De Minaur A.,Opelka R.,29.0,102.0,1.3,3.4,1.37,3.4,1.33,6.25
2019-01-09,Sydney International,2nd Round,Hard,Schwartzman D.,Garcia-Lopez G.,19.0,101.0,1.53,2.37,1.58,2.54,1.67,2.55
2019-01-09,ASB Classic,Quarterfinals,Hard,Sandgren T.,Mayer L.,63.0,54.0,1.61,2.3,1.75,2.24,1.75,2.5
2019-01-09,Sydney International,2nd Round,Hard,Millman J.,Fucsovics M.,38.0,35.0,2.1,1.66,2.12,1.81,2.2,1.9
2019-01-09,Sydney International,2nd Round,Hard,Simon G.,Querrey S.,31.0,48.0,1.83,1.83,1.99,1.92,2.05,1.95
2019-01-09,ASB Classic,2nd Round,Hard,Struff J.L.,Statham J.,58.0,360.0,1.18,4.5,1.22,4.83,1.25,5.3
2019-01-09,ASB Classic,2nd Round,Hard,Carreno Busta P.,Ferrer D.,24.0,124.0,2.37,1.53,2.76,1.51,2.76,1.6
2019-01-09,ASB Classic,2nd Round,Hard,Norrie C.,Sousa J.,93.0,44.0,1.53,2.37,1.56,2.6,1.63,2.6
2019-01-09,ASB Classic,2nd Round,Hard,Kohlschreiber P.,Humbert U.,34.0,98.0,1.5,2.5,1.61,2.48,1.67,2.5
2019-01-09,ASB Classic,2nd Round,Hard,Fognini F.,Gojowczyk P.,13.0,60.0,1.53,2.37,1.64,2.42,1.67,2.45
2019-01-09,ASB Classic,2nd Round,Hard,Mayer L.,Berrettini M.,54.0,52.0,2.5,1.5,2.44,1.63,2.56,1.65
2019-01-09,Sydney International,2nd Round,Hard,Tsitsipas S.,Andreozzi G.,15.0,80.0,1.12,6.0,1.15,6.35,1.18,6.35
2019-01-09,Sydney International,2nd Round,Hard,Seppi A.,Klizan M.,37.0,40.0,1.72,2.0,1.96,1.94,2.06,2.15
2019-01-10,Sydney International,Quarterfinals,Hard,Seppi A.,Tsitsipas S.,37.0,15.0,3.5,1.3,3.7,1.34,3.9,1.35
2019-01-10,Sydney International,Quarterfinals,Hard,Schwartzman D.,Nishioka Y.,19.0,75.0,1.72,2.1,1.78,2.19,1.8,2.2
2019-01-10,Sydney International,Quarterfinals,Hard,Simon G.,Millman J.,31.0,38.0,1.8,2.0,1.83,2.11,1.87,2.17
2019-01-10,Sydney International,Quarterfinals,Hard,De Minaur A.,Thompson J.,29.0,72.0,1.28,3.75,1.32,3.79,1.33,3.8
2019-01-10,ASB Classic,Quarterfinals,Hard,Struff J.L.,Carreno Busta P.,58.0,24.0,1.8,2.0,1.87,2.06,1.88,2.1
2019-01-10,ASB Classic,Quarterfinals,Hard,Norrie C.,Fritz T.,93.0,50.0,1.8,2.0,1.81,2.15,1.95,2.15
2019-01-10,ASB Classic,Quarterfinals,Hard,Kohlschreiber P.,Fognini F.,34.0,13.0,1.57,2.37,1.56,2.63,1.6,2.75
2019-01-11,ASB Classic,Semifinals,Hard,Norrie C.,Struff J.L.,93.0,58.0,1.61,2.3,1.69,2.32,1.71,2.38
2019-01-11,ASB Classic,Semifinals,Hard,Sandgren T.,Kohlschreiber P.,63.0,34.0,3.0,1.4,3.02,1.45,3.1,1.47
2019-01-11,Sydney International,Semifinals,Hard,Seppi A.,Schwartzman D.,37.0,19.0,2.75,1.44,2.61,1.57,2.8,1.57
2019-01-12,ASB Classic,The Final,Hard,Sandgren T.,Norrie C.,63.0,93.0,2.2,1.66,2.3,1.71,2.35,1.8
2019-01-12,Sydney International,Semifinals,Hard,De Minaur A.,Simon G.,29.0,31.0,1.4,3.0,1.44,3.06,1.48,3.1
2019-01-12,Sydney International,The Final,Hard,De Minaur A.,Seppi A.,29.0,37.0,1.33,3.4,1.39,3.35,1.4,3.5
2019-01-14,Australian Open,1st Round,Hard,Mcdonald M.,Rublev A.,81.0,87.0,3.4,1.33,3.7,1.33,3.75,1.45
2019-01-14,Australian Open,1st Round,Hard,Laaksonen H.,Basic M.,166.0,99.0,1.72,2.1,1.89,2.02,1.91,2.15
2019-01-14,Australian Open,1st Round,Hard,Berdych T.,Edmund K.,57.0,14.0,1.44,2.75,1.42,3.12,1.47,3.12
2019-01-14,Australian Open,1st Round,Hard,Thompson J.,Lopez F.,72.0,66.0,1.33,3.4,1.33,3.68,1.36,3.72
