date,tournament,round,surface,winner,loser,wrank,lrank,odds_winner,odds_loser,pin_winner,pin_loser,max_winner,max_loser
2023-12-31,Brisbane International,1st Round,Hard,Popyrin A.,O Connell C.,40,68.0,1.62,2.3,1.72,2.23,1.77,2.32
2023-12-31,Brisbane International,1st Round,Hard,Shevchenko A.,Van Assche L.,48,90.0,1.62,2.3,1.78,2.14,1.78,2.32
2024-01-01,Hong Kong Tennis Open,1st Round,Hard,Ruusuvuori E.,Bonzi B.,69,73.0,1.62,2.3,1.58,2.53,1.6,2.6
2024-01-01,Hong Kong Tennis Open,1st Round,Hard,Van De Zandschulp B.,Mochizuki S.,50,137.0,1.3,3.5,1.28,4.06,1.33,4.06
2024-01-01,Hong Kong Tennis Open,1st Round,Hard,Kotov P.,Borges N.,67,66.0,2.0,1.8,2.01,1.88,2.03,1.85
2024-01-01,Hong Kong Tennis Open,1st Round,Hard,Shang J.,Djere L.,183,33.0,2.3,1.62,2.07,1.83,2.3,1.83
2024-01-01,Brisbane International,1st Round,Hard,Safiullin R.,Shelton B.,39,17.0,2.3,1.62,2.31,1.68,2.32,1.68
2024-01-01,Brisbane International,1st Round,Hard,Rune H.,Purcell M.,8,45.0,1.25,4.0,1.32,3.68,1.32,4.01
2024-01-01,Brisbane International,1st Round,Hard,Dimitrov G.,Murray A.,14,42.0,1.33,3.4,1.35,3.47,1.36,3.5
2024-01-02,Brisbane International,1st Round,Hard,Klein L.,Baez S.,170,28.0,2.0,1.8,2.02,1.88,2.22,1.88
2024-01-02,Hong Kong Tennis Open,1st Round,Hard,Kecmanovic M.,Daniel T.,54,75.0,1.57,2.38,1.56,2.57,1.67,2.57
2024-01-02,Hong Kong Tennis Open,1st Round,Hard,Broady L.,Cachin P.,108,70.0,1.36,3.2,1.42,3.06,1.42,3.2
2024-01-02,Hong Kong Tennis Open,1st Round,Hard,Ofner S.,Mcdonald M.,43,41.0,2.75,1.44,2.72,1.51,2.78,1.51
2024-01-02,Hong Kong Tennis Open,1st Round,Hard,Struff J.L.,Cilic M.,25,674.0,1.53,2.5,1.6,2.47,1.9,2.6
2024-01-02,Hong Kong Tennis Open,1st Round,Hard,Bautista Agut R.,Marozsan F.,57,64.0,1.62,2.3,1.64,2.39,1.7,2.39
2024-01-02,Hong Kong Tennis Open,1st Round,Hard,Huesler M.A.,Sachko V.,194,169.0,1.53,2.5,1.53,2.67,1.55,2.67
2024-01-02,Hong Kong Tennis Open,1st Round,Hard,Fils A.,Gojo B.,36,72.0,1.53,2.5,1.6,2.47,1.6,2.51
2024-01-02,Hong Kong Tennis Open,1st Round,Hard,Musetti L.,Wong C.,27,253.0,1.2,4.5,1.24,4.45,1.24,4.65
2024-01-02,Brisbane International,1st Round,Hard,Nadal R.,Thiem D.,672,98.0,1.62,2.3,1.6,2.48,1.63,2.48
2024-01-02,Brisbane International,1st Round,Hard,Arnaldi M.,Fucsovics M.,44,59.0,1.91,1.91,2.05,1.85,2.05,2.1
2024-01-02,Brisbane International,1st Round,Hard,Kubler J.,Karatsev A.,102,35.0,2.75,1.44,2.6,1.55,2.75,1.55
2024-01-02,Brisbane International,1st Round,Hard,Thompson J.,Vukic A.,55,62.0,1.57,2.38,1.56,2.58,1.57,2.63
2024-01-02,Brisbane International,1st Round,Hard,Machac T.,Etcheverry T.,78,30.0,1.36,3.2,1.4,3.17,1.41,3.2
2024-01-02,Brisbane International,1st Round,Hard,Altmaier D.,Tu L.,56,225.0,1.57,2.38,1.64,2.39,1.64,2.4
2024-01-02,Brisbane International,1st Round,Hard,Duckworth J.,Wolf J.J.,116,53.0,2.38,1.57,2.21,1.74,2.4,1.74
2024-01-02,Brisbane International,1st Round,Hard,Hanfmann Y.,Korda S.,51,24.0,4.5,1.2,4.54,1.25,4.54,1.25
2024-01-02,Brisbane International,1st Round,Hard,Hijikata R.,Kokkinakis T.,71,65.0,2.63,1.5,2.71,1.52,2.75,1.55
2024-01-03,Hong Kong Tennis Open,2nd Round,Hard,Shang J.,Van De Zandschulp B.,183,50.0,2.3,1.62,2.6,1.55,2.6,1.65
2024-01-03,Hong Kong Tennis Open,2nd Round,Hard,Tiafoe F.,Kecmanovic M.,16,54.0,1.8,2.0,1.82,2.08,1.91,2.1
2024-01-03,Hong Kong Tennis Open,2nd Round,Hard,Kotov P.,Musetti L.,67,27.0,2.1,1.73,2.37,1.65,2.37,1.75
2024-01-03,Brisbane International,1st Round,Hard,Humbert U.,Michelsen A.,20,97.0,1.4,3.0,1.44,2.97,1.44,3.1
2024-01-03,Brisbane International,2nd Round,Hard,Duckworth J.,Hanfmann Y.,116,51.0,1.91,1.91,1.93,1.98,1.96,1.98
2024-01-03,Brisbane International,2nd Round,Hard,Arnaldi M.,Klein L.,44,170.0,1.53,2.5,1.61,2.49,1.65,2.6
2024-01-03,Brisbane International,2nd Round,Hard,Safiullin R.,Popyrin A.,39,40.0,1.53,2.5,1.53,2.68,1.55,2.68
2024-01-03,Brisbane International,2nd Round,Hard,Rune H.,Shevchenko A.,8,48.0,1.29,3.75,1.33,3.68,1.33,3.75
2024-01-03,Hong Kong Tennis Open,2nd Round,Hard,Ruusuvuori E.,Khachanov K.,69,15.0,2.2,1.67,2.32,1.68,2.32,1.68
2024-01-04,Hong Kong Tennis Open,2nd Round,Hard,Ofner S.,Struff J.L.,43,25.0,2.2,1.67,2.14,1.79,2.25,1.82
2024-01-04,Brisbane International,2nd Round,Hard,Hijikata R.,Machac T.,71,78.0,2.3,1.62,2.66,1.54,2.66,1.62
2024-01-04,Brisbane International,2nd Round,Hard,Thompson J.,Humbert U.,55,20.0,2.5,1.53,2.59,1.56,2.6,1.56
2024-01-04,Brisbane International,2nd Round,Hard,Dimitrov G.,Altmaier D.,14,56.0,1.14,5.5,1.13,7.16,1.15,7.16
2024-01-04,Hong Kong Tennis Open,2nd Round,Hard,Rublev A.,Broady L.,5,108.0,1.08,8.0,1.11,7.85,1.11,8.01
2024-01-04,Hong Kong Tennis Open,2nd Round,Hard,Fils A.,Huesler M.A.,36,194.0,1.4,3.0,1.44,3.02,1.46,3.05
2024-01-04,Hong Kong Tennis Open,2nd Round,Hard,Bautista Agut R.,Cerundolo F.,57,21.0,1.4,3.0,1.47,2.9,1.47,3.2
2024-01-04,Brisbane International,2nd Round,Hard,Nadal R.,Kubler J.,672,102.0,1.14,5.5,1.17,5.93,1.18,5.93
