date,tournament,round,surface,winner,loser,wrank,lrank,odds_winner,odds_loser,pin_winner,pin_loser,max_winner,max_loser
2020-01-20,Australian Open,1st Round,Hard,Berrettini M.,Harris A.,8.0,162.0,1.1,7.0,1.12,7.51,1.13,8.0
2020-01-21,Australian Open,1st Round,Hard,Medvedev D.,Tiafoe F.,4.0,50.0,1.07,9.0,1.06,11.99,1.08,12.0
2020-01-21,Australian Open,1st Round,Hard,Herbert P.H.,Norrie C.,64.0,62.0,1.66,2.2,1.64,2.42,1.78,2.45
2020-01-21,Australian Open,1st Round,Hard,Sugita Y.,Benchetrit E.,91.0,231.0,1.44,2.75,1.5,2.8,1.5,3.03
2020-01-21,Australian Open,1st Round,Hard,Gojowczyk P.,Eubanks C.,120.0,221.0,1.53,2.5,1.62,2.46,1.62,2.66
2020-01-21,Australian Open,1st Round,Hard,Seppi A.,Kecmanovic M.,85.0,54.0,2.75,1.44,2.82,1.49,2.82,1.5
2020-01-21,Australian Open,1st Round,Hard,Popyrin A.,Tsonga J.W.,96.0,33.0,2.62,1.5,2.57,1.57,2.65,1.62
2020-01-21,Australian Open,1st Round,Hard,Monfils G.,Lu Y.H.,10.0,,1.01,21.0,1.02,24.4,1.03,29.0
2020-01-21,Australian Open,1st Round,Hard,Bolt A.,Ramos-Vinolas A.,140.0,42.0,2.3,1.61,2.36,1.67,2.5,1.67
2020-01-21,Australian Open,1st Round,Hard,Verdasco F.,Donskoy E.,51.0,106.0,1.4,3.0,1.35,3.55,1.43,3.55
2020-01-21,Australian Open,1st Round,Hard,Rublev A.,O'Connell C.,16.0,115.0,1.06,10.0,1.05,14.82,1.07,16.0
2020-01-21,Australian Open,1st Round,Hard,Kyrgios N.,Sonego L.,26.0,53.0,1.12,6.0,1.09,9.0,1.12,9.3
2020-01-21,Australian Open,1st Round,Hard,Simon G.,Cuevas P.,61.0,46.0,1.44,2.75,1.4,3.2,1.46,3.24
2020-01-21,Australian Open,1st Round,Hard,Fritz T.,Griekspoor T.,34.0,175.0,1.2,4.5,1.26,4.38,1.26,5.0
2020-01-21,Australian Open,1st Round,Hard,Goffin D.,Chardy J.,11.0,58.0,1.2,4.5,1.24,4.6,1.24,5.0
2020-01-21,Australian Open,1st Round,Hard,Delbonis F.,Sousa J.,76.0,59.0,1.9,1.9,1.81,2.12,1.91,2.12
2020-01-21,Australian Open,1st Round,Hard,Tabilo A.,Galan D.E.,208.0,186.0,2.5,1.53,2.66,1.54,2.66,1.56
2020-01-21,Australian Open,1st Round,Hard,Zverev A.,Cecchinato M.,7.0,77.0,1.08,8.0,1.12,7.51,1.12,9.3
2020-01-21,Australian Open,1st Round,Hard,Isner J.,Monteiro T.,19.0,86.0,1.3,3.5,1.25,4.42,1.32,4.42
2020-01-21,Australian Open,1st Round,Hard,Martinez P.,Koepfer D.,168.0,89.0,2.5,1.53,2.39,1.65,2.67,1.65
2020-01-21,Australian Open,1st Round,Hard,Anderson K.,Ivashka I.,122.0,149.0,1.22,4.33,1.27,4.18,1.28,4.7
2020-01-21,Australian Open,1st Round,Hard,Karlovic I.,Pospisil V.,124.0,138.0,4.0,1.25,4.07,1.28,4.33,1.29
2020-01-21,Australian Open,1st Round,Hard,Gerasimov E.,Ruud C.,98.0,48.0,3.0,1.4,3.11,1.42,3.2,1.43
2020-01-21,Australian Open,1st Round,Hard,Basilashvili N.,Kwon S.W.,29.0,87.0,1.8,2.0,2.05,1.86,2.05,2.05
2020-01-21,Australian Open,1st Round,Hard,Munar J.,Gaston H.,90.0,247.0,1.3,3.5,1.3,3.89,1.32,4.0
2020-01-21,Australian Open,1st Round,Hard,Mmoh M.,Andujar P.,217.0,63.0,1.53,2.5,1.52,2.74,1.56,2.75
2020-01-21,Australian Open,1st Round,Hard,Schwartzman D.,Harris L.,14.0,72.0,1.33,3.4,1.41,3.17,1.42,4.0
2020-01-21,Australian Open,1st Round,Hard,Nadal R.,Dellien H.,1.0,73.0,1.005,29.0,1.01,32.09,1.02,35.0
2020-01-21,Australian Open,1st Round,Hard,Cilic M.,Moutet C.,39.0,70.0,1.5,2.62,1.44,3.02,1.56,3.02
2020-01-21,Australian Open,1st Round,Hard,Davidovich Fokina A.,Gombos N.,88.0,113.0,1.72,2.1,1.81,2.11,1.89,2.14
2020-01-21,Australian Open,1st Round,Hard,Hurkacz H.,Novak D.,31.0,99.0,1.36,3.2,1.45,3.0,1.45,3.3
2020-01-21,Australian Open,1st Round,Hard,Ito T.,Gunneswaran P.,146.0,123.0,2.37,1.57,2.55,1.58,2.55,1.67
2020-01-21,Australian Open,1st Round,Hard,Millman J.,Humbert U.,47.0,43.0,2.0,1.8,2.04,1.87,2.15,1.87
2020-01-21,Australian Open,1st Round,Hard,Paire B.,Stebe C.M.,21.0,154.0,1.36,3.2,1.44,3.02,1.44,3.5
2020-01-21,Australian Open,1st Round,Hard,Ymer M.,Uchiyama Y.,78.0,93.0,1.36,3.2,1.34,3.57,1.4,3.6
2020-01-21,Australian Open,1st Round,Hard,Bautista Agut R.,Lopez F.,9.0,57.0,1.12,6.0,1.17,5.92,1.18,6.6
2020-01-21,Australian Open,1st Round,Hard,Fognini F.,Opelka R.,12.0,38.0,2.0,1.8,2.19,1.76,2.19,1.82
2020-01-21,Australian Open,1st Round,Hard,Lajovic D.,Edmund K.,27.0,65.0,2.5,1.53,2.71,1.53,2.75,1.57
2020-01-21,Australian Open,1st Round,Hard,Polmans M.,Kukushkin M.,133.0,68.0,3.0,1.4,3.05,1.43,3.05,1.51
2020-01-21,Australian Open,1st Round,Hard,Sinner J.,Purcell M.,82.0,216.0,1.33,3.4,1.34,3.57,1.35,3.6
2020-01-21,Australian Open,1st Round,Hard,Paul T.,Mayer L.,80.0,101.0,1.33,3.4,1.39,3.29,1.39,3.6
2020-01-21,Australian Open,1st Round,Hard,Carreno Busta P.,Kovalik J.,30.0,139.0,1.11,6.5,1.13,7.2,1.13,8.0
2020-01-21,Australian Open,1st Round,Hard,Bedene A.,Duckworth J.,55.0,94.0,1.72,2.1,1.71,2.28,1.8,2.29
2020-01-21,Australian Open,1st Round,Hard,Raonic M.,Giustino L.,35.0,150.0,1.1,7.0,1.08,10.03,1.12,10.03
2020-01-21,Australian Open,1st Round,Hard,Krajinovic F.,Halys Q.,41.0,215.0,1.25,4.0,1.25,4.48,1.3,4.54
2020-01-21,Australian Open,1st Round,Hard,Gulbis E.,Auger-Aliassime F.,256.0,22.0,4.33,1.22,4.69,1.23,4.8,1.31
2020-01-21,Australian Open,1st Round,Hard,Thompson J.,Bublik A.,66.0,56.0,1.9,1.9,1.92,1.99,1.94,2.0
2020-01-21,Australian Open,1st Round,Hard,Sandgren T.,Trungelliti M.,100.0,202.0,1.53,2.5,1.55,2.65,1.56,2.78
2020-01-21,Australian Open,1st Round,Hard,Garin C.,Travaglia S.,36.0,74.0,1.72,2.1,1.78,2.16,1.8,2.16
2020-01-21,Australian Open,1st Round,Hard,Thiem D.,Mannarino A.,5.0,44.0,1.12,6.0,1.13,7.05,1.17,7.05
2020-01-21,Australian Open,1st Round,Hard,Khachanov K.,Vilella Martinez M.,17.0,196.0,1.05,11.0,1.06,12.54,1.06,14.5
2020-01-21,Australian Open,1st Round,Hard,Wawrinka S.,Dzumhur D.,15.0,92.0,1.14,5.5,1.14,6.93,1.16,6.93
2020-01-22,Australian Open,2nd Round,Hard,Paul T.,Dimitrov G.,80.0,20.0,3.2,1.36,3.37,1.37,3.37,1.38
2020-01-22,Australian Open,2nd Round,Hard,Fognini F.,Thompson J.,12.0,66.0,1.66,2.2,1.74,2.22,1.75,2.5
2020-01-22,Australian Open,2nd Round,Hard,Bautista Agut R.,Mmoh M.,9.0,217.0,1.08,8.0,1.09,9.17,1.11,11.3
2020-01-22,Australian Open,2nd Round,Hard,Millman J.,Hurkacz H.,47.0,31.0,2.0,1.8,2.1,1.83,2.2,1.85
2020-01-22,Australian Open,2nd Round,Hard,Lajovic D.,Polmans M.,27.0,133.0,1.22,4.33,1.24,4.62,1.26,4.82
2020-01-22,Australian Open,2nd Round,Hard,Raonic M.,Garin C.,35.0,36.0,1.28,3.75,1.31,3.79,1.38,3.83
2020-01-22,Australian Open,2nd Round,Hard,Tsitsipas S.,Kohlschreiber P.,6.0,79.0,1.14,5.5,1.18,5.76,1.18,6.2
2020-01-22,Australian Open,2nd Round,Hard,Federer R.,Krajinovic F.,3.0,41.0,1.02,17.0,1.03,17.74,1.07,25.0
2020-01-22,Australian Open,2nd Round,Hard,Djokovic N.,Ito T.,2.0,146.0,1.005,29.0,1.005,37.07,1.01,50.0
2020-01-22,Australian Open,2nd Round,Hard,Fucsovics M.,Sinner J.,67.0,82.0,2.1,1.72,2.12,1.81,2.2,1.84
2020-01-22,Australian Open,2nd Round,Hard,Schwartzman D.,Davidovich Fokina A.,14.0,88.0,1.12,6.0,1.17,5.84,1.2,6.55
2020-01-22,Australian Open,2nd Round,Hard,Cilic M.,Paire B.,39.0,21.0,1.4,3.0,1.39,3.3,1.43,3.35
2020-01-22,Australian Open,2nd Round,Hard,Nishioka Y.,Evans D.,71.0,32.0,2.3,1.61,2.41,1.64,2.41,1.75
2020-01-22,Australian Open,2nd Round,Hard,Pella G.,Barrere G.,25.0,84.0,1.4,3.0,1.44,3.02,1.48,3.05
2020-01-22,Australian Open,2nd Round,Hard,Querrey S.,Berankis R.,45.0,69.0,1.33,3.4,1.37,3.42,1.37,3.65
2020-01-22,Australian Open,2nd Round,Hard,Sandgren T.,Berrettini M.,100.0,8.0,4.5,1.2,5.03,1.21,5.05,1.27
2020-01-23,Australian Open,2nd Round,Hard,Nadal R.,Delbonis F.,1.0,76.0,29.0,0.967,1.01,29.89,1.02,35.0
2020-01-23,Australian Open,2nd Round,Hard,Fritz T.,Anderson K.,34.0,122.0,1.8,2.0,1.86,2.05,1.86,2.15
2020-01-23,Australian Open,2nd Round,Hard,Wawrinka S.,Seppi A.,15.0,85.0,1.22,4.33,1.21,5.09,1.24,5.09
2020-01-23,Australian Open,2nd Round,Hard,Kyrgios N.,Simon G.,26.0,61.0,1.2,4.5,1.21,5.02,1.22,5.5
2020-01-23,Australian Open,2nd Round,Hard,Carreno Busta P.,Gojowczyk P.,30.0,120.0,1.22,4.33,1.24,4.55,1.29,4.55
2020-01-23,Australian Open,2nd Round,Hard,Khachanov K.,Ymer M.,17.0,78.0,1.36,3.2,1.42,3.14,1.44,3.3
2020-01-23,Australian Open,2nd Round,Hard,Goffin D.,Herbert P.H.,11.0,64.0,1.14,5.5,1.15,6.61,1.16,7.0
2020-01-23,Australian Open,2nd Round,Hard,Isner J.,Tabilo A.,19.0,208.0,1.11,6.5,1.13,7.1,1.14,7.95
2020-01-23,Australian Open,2nd Round,Hard,Monfils G.,Karlovic I.,10.0,124.0,1.28,3.75,1.29,4.04,1.3,4.25
2020-01-23,Australian Open,2nd Round,Hard,Rublev A.,Sugita Y.,16.0,91.0,1.12,6.0,1.14,6.9,1.14,7.0
2020-01-23,Australian Open,2nd Round,Hard,Popyrin A.,Munar J.,96.0,90.0,1.44,2.75,1.43,3.09,1.48,3.1
2020-01-23,Australian Open,2nd Round,Hard,Zverev A.,Gerasimov E.,7.0,98.0,1.2,4.5,1.19,5.42,1.22,5.42
2020-01-23,Australian Open,2nd Round,Hard,Thiem D.,Bolt A.,5.0,140.0,1.07,9.0,1.11,8.18,1.11,11.5
2020-01-23,Australian Open,2nd Round,Hard,Medvedev D.,Martinez P.,4.0,168.0,1.01,21.0,1.01,27.94,1.02,35.0
2020-01-23,Australian Open,2nd Round,Hard,Gulbis E.,Bedene A.,256.0,55.0,3.0,1.4,3.04,1.44,3.1,1.55
2020-01-23,Australian Open,2nd Round,Hard,Verdasco F.,Basilashvili N.,51.0,29.0,1.61,2.3,1.56,2.6,1.68,2.6
2020-01-24,Australian Open,3rd Round,Hard,Raonic M.,Tsitsipas S.,35.0,6.0,3.2,1.36,3.22,1.4,3.36,1.4
2020-01-24,Australian Open,3rd Round,Hard,Federer R.,Millman J.,3.0,47.0,1.04,13.0,1.07,11.39,1.07,13.0
2020-01-24,Australian Open,3rd Round,Hard,Fognini F.,Pella G.,12.0,25.0,2.1,1.72,2.13,1.8,2.28,1.8
2020-01-24,Australian Open,3rd Round,Hard,Sandgren T.,Querrey S.,100.0,45.0,2.37,1.57,2.77,1.51,2.77,1.62
2020-01-24,Australian Open,3rd Round,Hard,Schwartzman D.,Lajovic D.,14.0,27.0,1.36,3.2,1.37,3.39,1.44,3.54
2020-01-24,Australian Open,3rd Round,Hard,Cilic M.,Bautista Agut R.,39.0,9.0,3.2,1.36,3.56,1.34,3.56,1.4
2020-01-24,Australian Open,3rd Round,Hard,Fucsovics M.,Paul T.,67.0,80.0,1.72,2.1,1.78,2.17,1.78,2.2
2020-01-24,Australian Open,3rd Round,Hard,Djokovic N.,Nishioka Y.,2.0,71.0,1.01,23.0,1.01,27.33,1.02,35.0
2020-01-25,Australian Open,3rd Round,Hard,Medvedev D.,Popyrin A.,4.0,96.0,1.1,7.0,1.11,8.13,1.12,8.55
2020-01-25,Australian Open,3rd Round,Hard,Kyrgios N.,Khachanov K.,26.0,17.0,1.36,3.2,1.4,3.23,1.41,3.36
2020-01-25,Australian Open,3rd Round,Hard,Wawrinka S.,Isner J.,15.0,19.0,1.66,2.2,1.61,2.49,1.75,2.49
2020-01-25,Australian Open,3rd Round,Hard,Zverev A.,Verdasco F.,7.0,51.0,1.44,2.75,1.43,3.07,1.46,3.07
2020-01-25,Australian Open,3rd Round,Hard,Rublev A.,Goffin D.,16.0,11.0,1.5,2.62,1.47,2.91,1.55,2.91
2020-01-25,Australian Open,3rd Round,Hard,Thiem D.,Fritz T.,5.0,34.0,1.4,3.0,1.39,3.27,1.43,3.27
2020-01-25,Australian Open,3rd Round,Hard,Monfils G.,Gulbis E.,10.0,256.0,1.53,2.5,1.44,3.01,1.56,3.03
2020-01-25,Australian Open,3rd Round,Hard,Nadal R.,Carreno Busta P.,1.0,30.0,1.03,15.0,1.05,14.64,1.05,20.0
2020-01-26,Australian Open,4th Round,Hard,Raonic M.,Cilic M.,35.0,39.0,1.53,2.5,1.56,2.64,1.58,2.66
