date,tournament,round,surface,winner,loser,wrank,lrank,odds_winner,odds_loser,pin_winner,pin_loser,max_winner,max_loser
2024-12-29,Brisbane International,1st Round,Hard,Vukic A.,Goffin D.,68,52.0,2.0,1.8,2.08,1.83,2.14,1.83
2024-12-30,Brisbane International,1st Round,Hard,Michelsen A.,O Connell C.,41,64.0,1.44,2.75,1.48,2.85,1.48,2.9
2024-12-30,Brisbane International,1st Round,Hard,Bonzi B.,Tabilo A.,75,23.0,1.67,2.2,1.73,2.22,1.73,2.25
2024-12-30,Brisbane International,1st Round,Hard,Nishioka Y.,Rinderknech A.,69,59.0,1.53,2.5,1.64,2.39,1.65,2.5
2024-12-30,Brisbane International,1st Round,Hard,Thompson J.,Berrettini M.,26,34.0,2.63,1.5,2.47,1.6,2.63,1.6
2024-12-30,Brisbane International,1st Round,Hard,Jarry N.,Navone M.,35,47.0,1.36,3.2,1.4,3.16,1.4,3.3
2024-12-30,Brisbane International,1st Round,Hard,Dimitrov G.,Hanfmann Y.,10,96.0,1.14,5.5,1.15,6.43,1.17,6.43
2024-12-30,Brisbane International,1st Round,Hard,Lehecka J.,Rune H.,28,13.0,2.5,1.53,2.55,1.57,2.55,1.57
2024-12-30,Hong Kong Tennis Open,1st Round,Hard,Norrie C.,Tien L.,49,122.0,1.67,2.2,1.68,2.31,1.74,2.32
2024-12-30,Hong Kong Tennis Open,1st Round,Hard,Sonego L.,Nakashima B.,53,38.0,2.38,1.57,2.6,1.55,2.6,1.59
2024-12-30,Hong Kong Tennis Open,1st Round,Hard,Marozsan F.,Safiullin R.,58,60.0,2.63,1.5,2.44,1.61,2.63,1.61
2024-12-30,Hong Kong Tennis Open,1st Round,Hard,Kecmanovic M.,Darderi L.,54,44.0,1.3,3.5,1.37,3.36,1.37,3.53
2024-12-31,Hong Kong Tennis Open,1st Round,Hard,Diallo G.,Carballes Baena R.,87,57.0,1.4,3.0,1.43,3.02,1.45,3.02
