date,tournament,round,surface,winner,loser,wrank,lrank,odds_winner,odds_loser,pin_winner,pin_loser,max_winner,max_loser
2016-01-04,Brisbane International,1st Round,Hard,Dimitrov G.,Simon G.,28.0,15.0,1.66,2.1,1.68,2.31,1.76,2.35
2016-01-04,Qatar Exxon Mobil Open,1st Round,Hard,Edmund K.,Klizan M.,102.0,43.0,1.66,2.1,1.83,2.07,1.83,2.15
2016-01-04,Qatar Exxon Mobil Open,1st Round,Hard,Djokovic N.,Brown D.,1.0,118.0,1.01,21.0,1.01,24.11,1.03,33.5
2016-01-04,Qatar Exxon Mobil Open,1st Round,Hard,Haase R.,Karatsev A.,66.0,195.0,1.5,2.5,1.5,2.76,1.58,2.76
2016-01-04,Qatar Exxon Mobil Open,1st Round,Hard,Munoz-De La Nava D.,Lopez F.,75.0,17.0,4.5,1.18,5.11,1.2,5.25,1.2
2016-01-04,Qatar Exxon Mobil Open,1st Round,Hard,Kuznetsov An.,Ilhan M.,79.0,114.0,1.5,2.5,1.59,2.49,1.62,2.62
2016-01-04,Chennai Open,1st Round,Hard,Coric B.,Granollers M.,44.0,84.0,1.44,2.62,1.45,2.96,1.45,3.0
2016-01-04,Chennai Open,1st Round,Hard,Pavic A.,Almagro N.,449.0,73.0,3.0,1.36,3.05,1.43,3.2,1.45
2016-01-04,Chennai Open,1st Round,Hard,Millman J.,Donskoy E.,92.0,91.0,1.5,2.5,1.6,2.47,1.62,2.53
2016-01-04,Qatar Exxon Mobil Open,1st Round,Hard,Chardy J.,Zayid M. S.,31.0,1512.0,1.0,51.0,1.01,51.0,1.01,51.0
2016-01-04,Qatar Exxon Mobil Open,1st Round,Hard,Dzumhur D.,Cecchinato M.,82.0,90.0,1.44,2.62,1.48,2.84,1.57,2.84
2016-01-04,Brisbane International,1st Round,Hard,Kudla D.,Smith J.P.,69.0,129.0,1.53,2.37,1.63,2.4,1.63,2.5
2016-01-04,Brisbane International,1st Round,Hard,Kamke T.,Mitchell B.,277.0,231.0,1.72,2.0,1.9,1.99,1.9,2.1
2016-01-04,Brisbane International,1st Round,Hard,Chung H.,Groth S.,51.0,60.0,1.83,1.83,1.93,1.96,1.93,2.1
2016-01-05,Brisbane International,1st Round,Hard,Tomic B.,Mahut N.,18.0,71.0,1.18,4.5,1.19,5.25,1.25,5.25
2016-01-05,Chennai Open,1st Round,Hard,Rublev A.,Devvarman S.,185.0,177.0,1.66,2.1,1.7,2.27,2.2,2.3
2016-01-05,Chennai Open,1st Round,Hard,Krajicek A.,Ram R.,104.0,89.0,2.1,1.66,2.03,1.86,2.2,1.86
2016-01-05,Chennai Open,1st Round,Hard,Rosol L.,Giraldo S.,55.0,70.0,1.4,2.75,1.45,2.93,1.52,3.0
2016-01-05,Chennai Open,1st Round,Hard,Ramanathan R.,Gimeno-Traver D.,248.0,98.0,1.9,1.8,2.04,1.85,2.06,1.85
2016-01-05,Chennai Open,1st Round,Hard,Vanni L.,Struff J.L.,106.0,107.0,2.2,1.61,2.1,1.81,2.2,1.81
2016-01-05,Chennai Open,1st Round,Hard,Fabbiano T.,Kovalik J.,157.0,259.0,1.5,2.5,1.53,2.65,1.57,2.75
2016-01-05,Chennai Open,1st Round,Hard,Garcia-Lopez G.,Daniel T.,27.0,96.0,1.5,2.5,1.56,2.56,1.57,2.7
2016-01-05,Chennai Open,1st Round,Hard,Bedene A.,Pospisil V.,45.0,39.0,2.37,1.53,2.5,1.59,2.7,1.59
2016-01-05,Qatar Exxon Mobil Open,1st Round,Hard,Andujar P.,Lorenzi P.,64.0,68.0,2.1,1.66,2.25,1.71,2.28,1.8
2016-01-05,Brisbane International,1st Round,Hard,Troicki V.,Johnson S.,22.0,32.0,2.0,1.72,2.37,1.65,2.38,1.74
2016-01-05,Brisbane International,1st Round,Hard,Goffin D.,Bellucci T.,16.0,37.0,1.28,3.5,1.31,3.74,1.31,3.8
2016-01-05,Chennai Open,1st Round,Hard,Muller G.,Khachanov K.,38.0,152.0,1.33,3.25,1.34,3.55,1.4,3.55
2016-01-05,Brisbane International,1st Round,Hard,Thiem D.,Duckworth J.,20.0,120.0,1.33,3.25,1.37,3.33,1.37,3.55
2016-01-05,Brisbane International,1st Round,Hard,Stepanek R.,Lajovic D.,197.0,76.0,2.0,1.72,2.0,1.89,2.05,1.9
2016-01-05,Brisbane International,1st Round,Hard,Dodig I.,Anderson O.,87.0,813.0,1.06,10.0,1.07,10.95,1.09,10.95
2016-01-05,Brisbane International,1st Round,Hard,Kukushkin M.,Istomin D.,65.0,61.0,2.0,1.72,2.14,1.78,2.18,1.79
2016-01-05,Qatar Exxon Mobil Open,1st Round,Hard,Nadal R.,Carreno-Busta P.,5.0,67.0,1.02,15.0,1.03,16.29,1.04,16.29
2016-01-05,Qatar Exxon Mobil Open,1st Round,Hard,Berankis R.,Seppi A.,85.0,29.0,2.2,1.61,2.51,1.58,2.51,1.65
2016-01-05,Qatar Exxon Mobil Open,1st Round,Hard,Mayer L.,Becker B.,35.0,97.0,1.5,2.5,1.52,2.7,1.57,2.7
2016-01-05,Qatar Exxon Mobil Open,1st Round,Hard,Verdasco F.,Jaziri M.,49.0,103.0,1.36,3.0,1.4,3.18,1.43,3.2
2016-01-05,Qatar Exxon Mobil Open,1st Round,Hard,Mathieu P.H.,Ramos-Vinolas A.,95.0,54.0,1.8,1.9,1.87,2.02,1.87,2.04
2016-01-05,Qatar Exxon Mobil Open,1st Round,Hard,Gabashvili T.,Bolelli S.,50.0,58.0,1.8,1.9,1.97,1.92,1.97,1.96
2016-01-05,Qatar Exxon Mobil Open,1st Round,Hard,Berdych T.,Stakhovsky S.,6.0,62.0,1.08,8.0,1.1,8.08,1.1,9.0
2016-01-05,Brisbane International,1st Round,Hard,Pouille L.,Nishioka Y.,78.0,117.0,2.25,1.57,2.38,1.64,2.45,1.67
2016-01-05,Qatar Exxon Mobil Open,1st Round,Hard,Marchenko I.,Ferrer D.,94.0,7.0,10.0,1.05,11.07,1.07,11.5,1.08
2016-01-06,Qatar Exxon Mobil Open,2nd Round,Hard,Chardy J.,Mathieu P.H.,31.0,95.0,1.36,3.0,1.41,3.19,1.41,3.25
2016-01-06,Qatar Exxon Mobil Open,2nd Round,Hard,Mayer L.,Andujar P.,35.0,64.0,1.28,3.5,1.3,3.88,1.33,4.0
2016-01-06,Qatar Exxon Mobil Open,2nd Round,Hard,Marchenko I.,Gabashvili T.,94.0,50.0,1.83,1.83,1.88,2.02,2.0,2.04
2016-01-06,Qatar Exxon Mobil Open,2nd Round,Hard,Djokovic N.,Verdasco F.,1.0,49.0,1.02,15.0,1.03,17.65,1.03,23.0
2016-01-06,Qatar Exxon Mobil Open,2nd Round,Hard,Kuznetsov An.,Berankis R.,79.0,85.0,2.1,1.66,2.02,1.88,2.1,1.91
2016-01-06,Qatar Exxon Mobil Open,2nd Round,Hard,Nadal R.,Haase R.,5.0,66.0,1.04,11.0,1.05,13.89,1.07,13.89
2016-01-06,Qatar Exxon Mobil Open,2nd Round,Hard,Edmund K.,Munoz-De La Nava D.,102.0,75.0,1.28,3.5,1.41,3.17,1.41,3.5
2016-01-06,Qatar Exxon Mobil Open,2nd Round,Hard,Berdych T.,Dzumhur D.,6.0,82.0,1.04,11.0,1.06,12.33,1.06,14.0
