date,tournament,round,surface,winner,loser,wrank,lrank,odds_winner,odds_loser,pin_winner,pin_loser,max_winner,max_loser
2023-01-01,Adelaide International 1,1st Round,Hard,Giron M.,Gasquet R.,61.0,68.0,1.91,1.91,1.93,1.95,1.99,1.95
2023-01-01,Adelaide International 1,1st Round,Hard,Mcdonald M.,Galan D.E.,63.0,67.0,1.36,3.2,1.39,3.25,1.44,3.4
2023-01-02,Maharashtra Open,1st Round,Hard,Carballes Baena R.,Zapata Miralles B.,74.0,72.0,2.0,1.8,2.08,1.83,2.1,1.83
2023-01-02,Maharashtra Open,1st Round,Hard,Bonzi B.,Tseng C.H.,60.0,115.0,1.4,3.0,1.43,3.04,1.43,3.1
2023-01-02,Maharashtra Open,1st Round,Hard,Djere L.,Molcan A.,70.0,50.0,1.91,1.91,1.89,2.0,1.95,2.0
2023-01-02,Maharashtra Open,1st Round,Hard,Cecchinato M.,Basilashvili N.,101.0,91.0,2.75,1.44,2.87,1.47,3.0,1.47
2023-01-02,Maharashtra Open,1st Round,Hard,Krajinovic F.,Nagal S.,54.0,503.0,1.25,4.0,1.28,3.99,1.28,4.33
2023-01-02,Maharashtra Open,1st Round,Hard,Mmoh M.,Dhamne M.,113.0,,1.002,41.0,1.01,38.66,1.02,41.0
2023-01-02,Maharashtra Open,1st Round,Hard,Griekspoor T.,Munar J.,95.0,58.0,1.8,2.0,1.88,2.01,1.9,2.03
2023-01-02,Adelaide International 1,1st Round,Hard,Nishioka Y.,Rune H.,36.0,11.0,3.75,1.29,4.0,1.28,4.0,1.31
2023-01-02,Adelaide International 1,1st Round,Hard,Safiullin R.,Ymer M.,88.0,69.0,2.2,1.67,2.27,1.7,2.36,1.71
2023-01-02,Adelaide International 1,1st Round,Hard,Kokkinakis T.,Cressy M.,93.0,34.0,1.91,1.91,1.97,1.92,2.0,2.12
2023-01-02,Adelaide International 1,1st Round,Hard,Halys Q.,Thompson J.,64.0,84.0,2.1,1.73,2.14,1.78,2.15,1.83
2023-01-02,Adelaide International 1,1st Round,Hard,Kecmanovic M.,O Connell C.,29.0,78.0,1.57,2.38,1.58,2.53,1.64,2.53
2023-01-02,Adelaide International 1,1st Round,Hard,Draper J.,Kwon S.W.,42.0,83.0,1.67,2.2,1.69,2.29,1.7,2.4
2023-01-02,Adelaide International 1,1st Round,Hard,Popyrin A.,Auger-Aliassime F.,120.0,6.0,6.5,1.11,6.2,1.15,6.75,1.18
2023-01-03,Maharashtra Open,1st Round,Hard,Martinez P.,Ramanathan R.,62.0,435.0,1.57,2.38,1.66,2.34,1.75,2.4
2023-01-03,Maharashtra Open,1st Round,Hard,Karatsev A.,Andujar P.,59.0,121.0,1.3,3.5,1.31,3.79,1.33,3.79
2023-01-03,Maharashtra Open,1st Round,Hard,Cobolli F.,Mukund S.,171.0,340.0,1.33,3.4,1.37,3.37,1.38,3.53
2023-01-03,Adelaide International 1,1st Round,Hard,Medvedev D.,Sonego L.,7.0,45.0,1.11,6.5,1.13,7.18,1.15,7.18
2023-01-03,Adelaide International 1,1st Round,Hard,Korda S.,Murray A.,33.0,49.0,1.57,2.38,1.62,2.44,1.63,2.56
2023-01-03,Adelaide International 1,1st Round,Hard,Bautista Agut R.,Rublev A.,21.0,8.0,3.0,1.4,2.72,1.5,3.0,1.5
2023-01-03,Adelaide International 1,1st Round,Hard,Shapovalov D.,Hijikata R.,18.0,164.0,1.25,4.0,1.29,3.96,1.29,4.1
2023-01-03,Adelaide International 1,1st Round,Hard,Sinner J.,Edmund K.,15.0,582.0,1.13,6.0,1.13,7.01,1.15,7.01
2023-01-03,Adelaide International 1,1st Round,Hard,Djokovic N.,Lestienne C.,5.0,65.0,1.03,17.0,1.02,18.89,1.04,18.89
2023-01-03,Adelaide International 1,1st Round,Hard,Khachanov K.,Cachin P.,20.0,57.0,1.17,5.0,1.18,5.52,1.24,5.52
2023-01-03,Maharashtra Open,1st Round,Hard,Marterer M.,Ymer E.,159.0,127.0,2.1,1.73,2.06,1.83,2.15,1.83
2023-01-03,Maharashtra Open,1st Round,Hard,Van Rijthoven T.,Albot R.,111.0,103.0,1.8,2.0,1.83,2.08,1.87,2.11
2023-01-04,Maharashtra Open,2nd Round,Hard,Martinez P.,Baez S.,62.0,43.0,1.91,1.91,1.97,1.93,1.97,1.95
2023-01-04,Maharashtra Open,2nd Round,Hard,Griekspoor T.,Cecchinato M.,95.0,101.0,1.33,3.4,1.31,3.85,1.36,3.85
2023-01-04,Maharashtra Open,2nd Round,Hard,Van De Zandschulp B.,Cobolli F.,35.0,171.0,1.29,3.75,1.29,3.97,1.3,4.04
2023-01-04,Maharashtra Open,2nd Round,Hard,Bonzi B.,Ruusuvuori E.,60.0,40.0,2.3,1.62,2.3,1.69,2.45,1.7
2023-01-04,Maharashtra Open,2nd Round,Hard,Cilic M.,Carballes Baena R.,17.0,74.0,1.22,4.33,1.23,4.68,1.25,4.68
2023-01-04,Maharashtra Open,2nd Round,Hard,Marterer M.,Djere L.,159.0,70.0,2.38,1.57,2.36,1.67,2.58,1.67
2023-01-04,Maharashtra Open,2nd Round,Hard,Krajinovic F.,Mmoh M.,54.0,113.0,1.8,2.0,1.86,2.05,1.86,2.16
2023-01-04,Maharashtra Open,2nd Round,Hard,Karatsev A.,Van Rijthoven T.,59.0,111.0,1.57,2.38,1.74,2.23,1.76,2.38
2023-01-04,Adelaide International 1,2nd Round,Hard,Nishioka Y.,Mcdonald M.,36.0,63.0,1.62,2.3,1.69,2.31,1.7,2.45
2023-01-04,Adelaide International 1,2nd Round,Hard,Khachanov K.,Draper J.,20.0,42.0,2.3,1.62,2.43,1.63,2.46,1.82
2023-01-04,Adelaide International 1,2nd Round,Hard,Medvedev D.,Kecmanovic M.,7.0,29.0,1.14,5.5,1.18,5.66,1.18,6.0
2023-01-04,Adelaide International 1,2nd Round,Hard,Popyrin A.,Giron M.,120.0,61.0,1.73,2.1,1.78,2.17,1.85,2.22
2023-01-05,Maharashtra Open,Quarterfinals,Hard,Griekspoor T.,Cilic M.,95.0,17.0,2.75,1.44,3.07,1.43,3.07,1.47
2023-01-05,Maharashtra Open,Quarterfinals,Hard,Karatsev A.,Martinez P.,59.0,62.0,1.5,2.63,1.5,2.81,1.54,2.81
2023-01-05,Adelaide International 1,2nd Round,Hard,Shapovalov D.,Safiullin R.,18.0,88.0,1.4,3.0,1.51,2.78,1.51,3.02
2023-01-05,Maharashtra Open,Quarterfinals,Hard,Van De Zandschulp B.,Marterer M.,35.0,159.0,1.4,3.0,1.4,3.23,1.47,3.45
2023-01-05,Adelaide International 1,2nd Round,Hard,Djokovic N.,Halys Q.,5.0,64.0,1.03,15.0,1.04,19.16,1.03,20.42
2023-01-05,Adelaide International 1,2nd Round,Hard,Korda S.,Bautista Agut R.,33.0,21.0,1.8,2.0,1.85,2.06,1.85,2.24
2023-01-05,Adelaide International 1,2nd Round,Hard,Sinner J.,Kokkinakis T.,15.0,93.0,1.25,4.0,1.27,4.25,1.29,4.25
2023-01-05,Maharashtra Open,Quarterfinals,Hard,Bonzi B.,Krajinovic F.,60.0,54.0,1.5,2.63,1.6,2.52,1.62,2.65
2023-01-06,Adelaide International 1,Quarterfinals,Hard,Nishioka Y.,Popyrin A.,36.0,120.0,1.73,2.1,1.76,2.18,1.77,2.35
2023-01-06,Adelaide International 1,Quarterfinals,Hard,Korda S.,Sinner J.,33.0,15.0,2.5,1.53,2.51,1.6,2.56,1.6
2023-01-06,Maharashtra Open,Semifinals,Hard,Griekspoor T.,Karatsev A.,95.0,59.0,2.63,1.5,2.53,1.59,2.63,1.62
2023-01-06,Adelaide International 1,Quarterfinals,Hard,Medvedev D.,Khachanov K.,7.0,20.0,1.25,4.0,1.26,4.31,1.3,4.31
2023-01-06,Adelaide International 1,Quarterfinals,Hard,Djokovic N.,Shapovalov D.,5.0,18.0,1.14,5.5,1.17,5.96,1.19,5.96
2023-01-06,Maharashtra Open,Semifinals,Hard,Bonzi B.,Van De Zandschulp B.,60.0,35.0,2.3,1.62,2.25,1.72,2.33,1.72
2023-01-07,Maharashtra Open,The Final,Hard,Griekspoor T.,Bonzi B.,95.0,60.0,2.3,1.62,2.31,1.69,2.38,1.73
2023-01-07,Adelaide International 1,Semifinals,Hard,Djokovic N.,Medvedev D.,5.0,7.0,1.53,2.5,1.62,2.47,1.62,2.78
2023-01-07,Adelaide International 1,Semifinals,Hard,Korda S.,Nishioka Y.,33.0,36.0,1.33,3.4,1.37,3.39,1.4,3.5
2023-01-08,ASB Classic,1st Round,Hard,Lestienne C.,Cachin P.,65.0,59.0,1.62,2.3,1.65,2.38,1.71,2.38
2023-01-08,Adelaide International 1,The Final,Hard,Djokovic N.,Korda S.,5.0,33.0,1.14,5.5,1.16,6.14,1.18,6.14
