date,tournament,round,surface,winner,loser,wrank,lrank,odds_winner,odds_loser,pin_winner,pin_loser,max_winner,max_loser
2018-01-02,Qatar Exxon Mobil Open,1st Round,Hard,Struff J.L.,Berdych T.,53,19.0,3.25,1.33,3.27,1.38,3.5,1.38
2018-01-02,Qatar Exxon Mobil Open,1st Round,Hard,Pella G.,Ramos-Vinolas A.,64,23.0,1.83,1.83,1.98,1.91,2.05,1.95
2018-01-02,Qatar Exxon Mobil Open,1st Round,Hard,Monfils G.,Lorenzi P.,46,43.0,1.22,4.0,1.25,4.36,1.26,4.45
2018-01-02,Tata Open,1st Round,Hard,Ivashka I.,Nagal S.,230,223.0,1.61,2.2,1.78,2.14,1.8,2.55
2018-01-02,Tata Open,1st Round,Hard,Djere L.,Copil M.,88,93.0,2.75,1.4,2.95,1.45,3.05,1.51
2018-01-02,Tata Open,1st Round,Hard,Haase R.,Kavcic B.,42,97.0,1.3,3.4,1.36,3.4,1.36,3.56
2018-01-02,Tata Open,1st Round,Hard,Bhambri Y.,Kadhe A.,118,610.0,1.08,8.0,1.08,9.44,1.1,9.44
2018-01-02,Tata Open,1st Round,Hard,Monteiro T.,Bemelmans R.,124,117.0,1.8,1.9,2.02,1.87,2.02,1.95
2018-01-02,Brisbane International,1st Round,Hard,Edmund K.,Shapovalov D.,50,51.0,1.72,2.0,1.81,2.1,1.9,2.2
2018-01-02,Qatar Exxon Mobil Open,1st Round,Hard,Travaglia S.,Al Mutawa J.,134,,1.005,34.0,1.01,25.62,1.02,34.0
2018-01-03,Tata Open,2nd Round,Hard,Kukushkin M.,Djere L.,74,88.0,1.33,3.25,1.38,3.34,1.41,3.4
2018-01-03,Tata Open,2nd Round,Hard,Ojeda Lara R.,Ivashka I.,198,230.0,2.75,1.4,2.86,1.48,3.0,1.5
2018-01-03,Qatar Exxon Mobil Open,2nd Round,Hard,Tsitsipas S.,Gasquet R.,91,31.0,3.0,1.36,3.05,1.43,3.38,1.44
2018-01-03,Tata Open,2nd Round,Hard,Paire B.,Fucsovics M.,41,85.0,2.1,1.66,2.2,1.75,2.22,1.81
2018-01-03,Tata Open,2nd Round,Hard,Herbert P.H.,Bhambri Y.,81,118.0,2.25,1.57,2.38,1.65,2.5,1.7
2018-01-03,Tata Open,2nd Round,Hard,Haase R.,Jarry N.,42,113.0,1.3,3.4,1.36,3.45,1.37,3.58
2018-01-03,Tata Open,2nd Round,Hard,Simon G.,Bautista Agut R.,89,20.0,3.5,1.28,3.85,1.31,4.0,1.35
2018-01-03,Tata Open,2nd Round,Hard,Cilic M.,Ramanathan R.,6,148.0,1.08,8.0,1.09,9.58,1.1,9.58
2018-01-03,Qatar Exxon Mobil Open,2nd Round,Hard,Monfils G.,Struff J.L.,46,53.0,1.57,2.25,1.65,2.38,1.71,2.6
2018-01-03,Tata Open,2nd Round,Hard,Anderson K.,Monteiro T.,14,124.0,1.08,8.0,1.1,8.59,1.12,8.59
2018-01-03,Qatar Exxon Mobil Open,2nd Round,Hard,Thiem D.,Bedene A.,5,49.0,1.28,3.5,1.3,3.89,1.35,4.14
2018-01-03,Brisbane International,2nd Round,Hard,De Minaur A.,Raonic M.,209,24.0,4.0,1.22,4.83,1.22,5.01,1.26
2018-01-03,Brisbane International,2nd Round,Hard,Mmoh M.,Zverev M.,175,33.0,2.37,1.53,2.7,1.53,2.7,1.63
2018-01-03,Brisbane International,2nd Round,Hard,Kyrgios N.,Ebden M.,21,76.0,1.14,5.5,1.18,5.64,1.22,5.85
2018-01-03,Brisbane International,2nd Round,Hard,Dolgopolov O.,Zeballos H.,169,66.0,1.33,3.25,1.36,3.45,1.39,3.45
2018-01-03,Qatar Exxon Mobil Open,2nd Round,Hard,Basic M.,Lopez F.,138,36.0,2.75,1.4,2.87,1.48,2.9,1.53
2018-01-03,Qatar Exxon Mobil Open,2nd Round,Hard,Rublev A.,Verdasco F.,39,35.0,2.2,1.61,2.29,1.7,2.29,1.78
2018-01-03,Qatar Exxon Mobil Open,2nd Round,Hard,Gojowczyk P.,Berrettini M.,60,135.0,1.61,2.2,1.6,2.51,1.62,2.58
2018-01-03,Qatar Exxon Mobil Open,2nd Round,Hard,Coric B.,Basilashvili N.,48,59.0,1.4,2.75,1.51,2.78,1.54,2.85
2018-01-03,Qatar Exxon Mobil Open,2nd Round,Hard,Pella G.,Travaglia S.,64,134.0,1.4,2.75,1.47,2.91,1.49,2.95
2018-01-04,Brisbane International,2nd Round,Hard,Harrison R.,Hanfmann Y.,47,119.0,1.36,3.0,1.34,3.6,1.44,3.64
2018-01-04,Tata Open,Quarterfinals,Hard,Anderson K.,Kukushkin M.,14,74.0,1.22,4.33,1.22,4.92,1.26,4.95
2018-01-04,Tata Open,Quarterfinals,Hard,Simon G.,Ojeda Lara R.,89,198.0,1.12,5.5,1.17,6.2,1.17,6.5
2018-01-04,Tata Open,Quarterfinals,Hard,Cilic M.,Herbert P.H.,6,81.0,1.16,5.0,1.19,5.57,1.21,5.7
2018-01-04,Qatar Exxon Mobil Open,Quarterfinals,Hard,Monfils G.,Gojowczyk P.,46,60.0,1.53,2.5,1.53,2.74,1.63,2.89
2018-01-04,Qatar Exxon Mobil Open,Quarterfinals,Hard,Thiem D.,Tsitsipas S.,5,91.0,1.4,3.0,1.4,3.28,1.45,3.32
2018-01-04,Qatar Exxon Mobil Open,Quarterfinals,Hard,Rublev A.,Coric B.,39,48.0,2.1,1.72,2.15,1.8,2.2,1.83
2018-01-04,Qatar Exxon Mobil Open,Quarterfinals,Hard,Pella G.,Basic M.,64,138.0,1.53,2.5,1.54,2.7,1.6,2.7
2018-01-04,Brisbane International,2nd Round,Hard,Dimitrov G.,Millman J.,3,128.0,1.16,5.0,1.2,5.24,1.22,5.6
2018-01-04,Brisbane International,2nd Round,Hard,Edmund K.,Chung H.,50,58.0,2.0,1.72,2.11,1.82,2.23,1.83
2018-01-04,Tata Open,Quarterfinals,Hard,Paire B.,Haase R.,41,42.0,2.2,1.66,2.23,1.75,2.29,1.76
2018-01-04,Brisbane International,2nd Round,Hard,Istomin D.,Donaldson J.,63,54.0,1.9,1.8,1.98,1.93,2.04,1.98
2018-01-05,Tata Open,Semifinals,Hard,Simon G.,Cilic M.,89,6.0,3.4,1.33,3.55,1.35,3.65,1.38
2018-01-05,Tata Open,Semifinals,Hard,Anderson K.,Paire B.,14,41.0,1.3,3.5,1.3,4.0,1.35,4.15
2018-01-05,Brisbane International,Quarterfinals,Hard,Kyrgios N.,Dolgopolov O.,21,169.0,1.44,2.75,1.44,3.08,1.53,3.1
2018-01-05,Qatar Exxon Mobil Open,Semifinals,Hard,Rublev A.,Pella G.,39,64.0,1.53,2.5,1.56,2.65,1.58,2.83
2018-01-05,Qatar Exxon Mobil Open,Semifinals,Hard,Monfils G.,Thiem D.,46,5.0,2.62,1.5,2.6,1.57,2.62,1.59
2018-01-05,Brisbane International,Quarterfinals,Hard,Harrison R.,Istomin D.,47,63.0,1.8,2.0,1.84,2.1,2.05,2.1
2018-01-05,Brisbane International,Quarterfinals,Hard,Dimitrov G.,Edmund K.,3,50.0,1.36,3.25,1.37,3.42,1.41,3.44
2018-01-05,Brisbane International,Quarterfinals,Hard,De Minaur A.,Mmoh M.,209,175.0,1.72,2.1,1.8,2.15,1.8,2.3
2018-01-06,Brisbane International,Semifinals,Hard,Harrison R.,De Minaur A.,47,209.0,1.66,2.2,1.59,2.56,1.75,2.56
2018-01-06,Brisbane International,Semifinals,Hard,Kyrgios N.,Dimitrov G.,21,3.0,2.0,1.8,2.2,1.77,2.2,1.84
2018-01-06,Qatar Exxon Mobil Open,The Final,Hard,Monfils G.,Rublev A.,46,39.0,1.61,2.3,1.63,2.47,1.67,2.52
2018-01-06,Tata Open,The Final,Hard,Simon G.,Anderson K.,89,14.0,2.75,1.44,2.94,1.47,2.95,1.51
2018-01-07,Brisbane International,The Final,Hard,Kyrgios N.,Harrison R.,21,47.0,1.2,4.5,1.23,4.88,1.25,5.3
2018-01-07,Sydney International,1st Round,Hard,Dzumhur D.,Struff J.L.,30,53.0,1.83,1.83,1.92,1.97,2.05,2.0
2018-01-07,ASB Classic,1st Round,Hard,Sousa J.,Young D.,59,63.0,1.72,2.0,1.8,2.11,1.83,2.25
2018-01-07,Sydney International,1st Round,Hard,Dolgopolov O.,Troicki V.,37,54.0,1.4,2.75,1.43,3.01,1.53,3.05
2018-01-07,Sydney International,1st Round,Hard,Lorenzi P.,Thompson J.,45,99.0,2.25,1.57,2.38,1.64,2.4,1.69
2018-01-08,Sydney International,1st Round,Hard,Berankis R.,Bolt A.,138,189.0,1.66,2.1,1.85,2.04,1.9,2.15
2018-01-08,Sydney International,1st Round,Hard,Mannarino A.,Donskoy E.,28,71.0,1.44,2.62,1.52,2.71,1.53,2.75
2018-01-08,Sydney International,1st Round,Hard,Medvedev D.,Kohlschreiber P.,84,29.0,2.25,1.57,2.39,1.64,2.43,1.71
2018-01-08,Sydney International,1st Round,Hard,Millman J.,Popyrin A.,127,621.0,1.14,5.5,1.17,5.84,1.22,5.84
2018-01-08,ASB Classic,1st Round,Hard,Ferrer D.,Wu Y.,38,313.0,1.2,4.33,1.23,4.67,1.26,4.85
2018-01-08,ASB Classic,1st Round,Hard,Cuevas P.,Daniel T.,33,98.0,,,,,1.39,2.94
2018-01-08,ASB Classic,1st Round,Hard,Khachanov K.,Sugita Y.,48,41.0,1.53,2.37,1.61,2.46,1.65,2.46
2018-01-08,ASB Classic,1st Round,Hard,Bautista Agut R.,Venus M.,21,40.0,1.03,12.0,1.02,21.97,1.06,21.97
2018-01-08,ASB Classic,1st Round,Hard,Shapovalov D.,Dutra Silva R.,50,100.0,1.33,3.25,1.35,3.44,1.38,3.65
2018-01-08,ASB Classic,1st Round,Hard,Gojowczyk P.,Smyczek T.,65,135.0,1.53,2.37,1.54,2.62,1.62,2.65
2018-01-09,ASB Classic,1st Round,Hard,Johnson S.,Caruana L.,46,397.0,,,,,1.13,7.8
2018-01-09,Sydney International,1st Round,Hard,Mayer L.,Zverev M.,52,34.0,2.0,1.72,2.01,1.88,2.06,1.92
2018-01-09,Sydney International,1st Round,Hard,Lopez F.,Vukic A.,36,462.0,1.3,3.4,1.34,3.54,1.38,3.67
2018-01-09,Sydney International,1st Round,Hard,De Minaur A.,Verdasco F.,167,40.0,2.5,1.5,2.46,1.61,2.62,1.62
2018-01-09,Sydney International,1st Round,Hard,Paire B.,Bedene A.,42,51.0,2.1,1.66,2.2,1.74,2.22,1.75
2018-01-09,Sydney International,1st Round,Hard,Donaldson J.,Simon G.,55,57.0,2.1,1.66,2.24,1.71,2.3,1.8
2018-01-09,ASB Classic,1st Round,Hard,Haase R.,Ruud C.,43,137.0,1.36,3.0,1.4,3.18,1.4,3.26
2018-01-09,ASB Classic,2nd Round,Hard,Bautista Agut R.,Johnson S.,21,46.0,1.28,3.5,1.3,3.96,1.35,3.96
2018-01-09,ASB Classic,1st Round,Hard,Chung H.,Sandgren T.,62,96.0,1.22,4.0,1.25,4.37,1.28,4.55
2018-01-09,ASB Classic,1st Round,Hard,Lacko L.,Tsitsipas S.,90,80.0,2.75,1.4,2.57,1.56,2.95,1.57
2018-01-09,ASB Classic,1st Round,Hard,Vesely J.,Albot R.,64,88.0,1.72,2.0,1.89,2.0,1.91,2.12
2018-01-10,Sydney International,2nd Round,Hard,Paire B.,Mayer L.,42,52.0,1.72,2.0,2.12,1.81,2.12,2.07
2018-01-10,Sydney International,2nd Round,Hard,Fognini F.,Dolgopolov O.,27,37.0,2.62,1.44,2.77,1.51,2.86,1.54
2018-01-10,Sydney International,2nd Round,Hard,Medvedev D.,Donaldson J.,84,55.0,1.83,1.83,1.88,2.03,1.89,2.17
2018-01-10,Sydney International,2nd Round,Hard,De Minaur A.,Dzumhur D.,167,30.0,2.1,1.66,2.2,1.75,2.27,1.85
2018-01-10,Sydney International,2nd Round,Hard,Lopez F.,Schwartzman D.,36,26.0,2.5,1.5,2.73,1.52,2.75,1.61
2018-01-10,Sydney International,2nd Round,Hard,Muller G.,Millman J.,25,127.0,2.0,1.72,2.2,1.75,2.2,1.8
2018-01-10,Sydney International,2nd Round,Hard,Mannarino A.,Berankis R.,28,138.0,1.28,3.5,1.32,3.71,1.36,3.8
2018-01-10,Sydney International,2nd Round,Hard,Lorenzi P.,Ramos-Vinolas A.,45,22.0,2.25,1.57,2.19,1.76,2.35,1.76
2018-01-10,ASB Classic,2nd Round,Hard,Khachanov K.,Cuevas P.,48,33.0,1.57,2.25,1.58,2.56,1.67,2.56
2018-01-10,ASB Classic,Quarterfinals,Hard,Bautista Agut R.,Vesely J.,21,64.0,1.16,5.0,1.2,5.29,1.22,5.5
2018-01-10,ASB Classic,2nd Round,Hard,Chung H.,Isner J.,62,16.0,2.1,1.66,2.25,1.72,2.26,1.83
2018-01-10,ASB Classic,2nd Round,Hard,Del Potro J.M.,Shapovalov D.,12,50.0,1.36,3.0,1.47,2.91,1.47,3.22
2018-01-10,ASB Classic,2nd Round,Hard,Ferrer D.,Sousa J.,38,59.0,1.61,2.2,1.73,2.24,1.83,2.25
2018-01-10,ASB Classic,2nd Round,Hard,Gojowczyk P.,Sock J.,65,8.0,2.75,1.4,2.8,1.5,3.13,1.51
2018-01-10,ASB Classic,2nd Round,Hard,Vesely J.,Querrey S.,64,13.0,2.62,1.44,2.96,1.46,3.0,1.5
2018-01-10,ASB Classic,2nd Round,Hard,Haase R.,Lacko L.,43,90.0,1.72,2.0,1.74,2.22,1.84,2.3
2018-01-11,ASB Classic,Quarterfinals,Hard,Del Potro J.M.,Khachanov K.,12,48.0,1.28,3.75,1.29,4.08,1.3,4.3
2018-01-11,ASB Classic,Quarterfinals,Hard,Ferrer D.,Chung H.,38,62.0,2.1,1.72,2.2,1.77,2.25,1.8
2018-01-11,ASB Classic,Quarterfinals,Hard,Haase R.,Gojowczyk P.,43,65.0,2.2,1.66,2.11,1.83,2.25,1.83
2018-01-11,Sydney International,Quarterfinals,Hard,De Minaur A.,Lopez F.,167,36.0,1.8,1.9,2.0,1.93,2.0,2.03
2018-01-11,Sydney International,Quarterfinals,Hard,Fognini F.,Mannarino A.,27,28.0,2.1,1.72,2.34,1.69,2.4,1.82
2018-01-11,Sydney International,Quarterfinals,Hard,Medvedev D.,Lorenzi P.,84,45.0,1.5,2.62,1.56,2.65,1.59,2.67
2018-01-11,Sydney International,Quarterfinals,Hard,Paire B.,Muller G.,42,25.0,2.1,1.72,2.36,1.68,2.4,1.78
2018-01-12,ASB Classic,Semifinals,Hard,Del Potro J.M.,Ferrer D.,12,38.0,1.3,3.5,1.29,4.05,1.35,4.05
2018-01-12,Sydney International,Semifinals,Hard,De Minaur A.,Paire B.,167,42.0,1.8,2.0,1.9,2.03,1.9,2.13
2018-01-12,Sydney International,Semifinals,Hard,Medvedev D.,Fognini F.,84,27.0,2.0,1.8,1.94,1.98,2.05,1.98
2018-01-12,ASB Classic,Semifinals,Hard,Bautista Agut R.,Haase R.,21,43.0,1.25,4.0,1.29,4.14,1.29,4.3
2018-01-13,ASB Classic,The Final,Hard,Bautista Agut R.,Del Potro J.M.,21,12.0,3.25,1.36,3.16,1.42,3.5,1.42
2018-01-13,Sydney International,The Final,Hard,Medvedev D.,De Minaur A.,84,167.0,2.2,1.66,2.13,1.82,2.34,1.82
2018-01-15,Australian Open,1st Round,Hard,Mcdonald M.,Ymer E.,186,140.0,1.9,1.9,1.95,1.95,2.0,1.95
2018-01-15,Australian Open,1st Round,Hard,Simon G.,Copil M.,57,92.0,1.4,3.0,1.41,3.18,1.43,3.3
2018-01-15,Australian Open,1st Round,Hard,Sugita Y.,Sock J.,41,9.0,3.0,1.4,2.95,1.46,3.05,1.46
2018-01-15,Australian Open,1st Round,Hard,Basilashvili N.,Melzer G.,61,102.0,1.5,2.62,1.54,2.66,1.55,2.76
2018-01-15,Australian Open,1st Round,Hard,Baghdatis M.,Bhambri Y.,123,119.0,1.72,2.1,1.86,2.05,2.15,2.15
2018-01-15,Australian Open,1st Round,Hard,Millman J.,Coric B.,122,46.0,2.1,1.72,2.18,1.77,2.2,2.03
2018-01-15,Australian Open,1st Round,Hard,Mayer L.,Jarry N.,52,101.0,1.44,2.75,1.46,2.96,1.49,3.01
2018-01-15,Australian Open,1st Round,Hard,Ruud C.,Halys Q.,138,134.0,1.8,2.0,1.9,2.01,1.96,2.1
2018-01-15,Australian Open,1st Round,Hard,Bemelmans R.,Pouille L.,117,18.0,5.0,1.16,5.39,1.19,5.39,1.22
2018-01-15,Australian Open,1st Round,Hard,Kyrgios N.,Dutra Silva R.,17,98.0,1.02,19.0,1.03,19.17,1.03,26.1
2018-01-15,Australian Open,1st Round,Hard,Nadal R.,Estrella Burgos V.,1,79.0,1.005,29.0,1.01,29.16,1.02,30.84
2018-01-15,Australian Open,1st Round,Hard,Jaziri M.,Caruso S.,100,210.0,1.66,2.2,1.72,2.25,2.0,2.25
2018-01-15,Australian Open,1st Round,Hard,Sousa J.,Brown D.,70,129.0,1.36,3.25,1.4,3.22,1.4,3.31
2018-01-15,Australian Open,1st Round,Hard,Tsonga J.W.,King K.,15,214.0,1.08,8.0,1.1,8.67,1.12,8.67
2018-01-15,Australian Open,1st Round,Hard,Karlovic I.,Djere L.,89,85.0,1.9,1.9,1.99,1.92,1.99,2.05
2018-01-15,Australian Open,1st Round,Hard,Dzumhur D.,Lorenzi P.,30,44.0,1.66,2.2,1.68,2.32,1.85,2.38
2018-01-15,Australian Open,1st Round,Hard,Ebden M.,Isner J.,78,16.0,3.5,1.3,3.6,1.34,3.6,1.39
2018-01-15,Australian Open,1st Round,Hard,Schwartzman D.,Lajovic D.,26,75.0,1.25,4.0,1.27,4.21,1.3,4.33
2018-01-15,Australian Open,1st Round,Hard,Dolgopolov O.,Haider-Maurer A.,37,448.0,1.04,13.0,1.03,18.28,1.06,21.25
2018-01-15,Australian Open,1st Round,Hard,Harrison R.,Sela D.,45,95.0,1.3,3.5,1.37,3.39,1.38,3.5
2018-01-15,Australian Open,1st Round,Hard,Edmund K.,Anderson K.,49,12.0,3.0,1.4,2.97,1.45,3.1,1.46
2018-01-15,Australian Open,1st Round,Hard,Carreno Busta P.,Kubler J.,11,243.0,1.28,3.75,1.27,4.22,1.33,4.3
2018-01-15,Australian Open,1st Round,Hard,Cuevas P.,Youzhny M.,34,90.0,1.72,2.1,1.77,2.18,1.77,2.45
2018-01-15,Australian Open,1st Round,Hard,Istomin D.,Herbert P.H.,60,74.0,1.66,2.2,1.71,2.27,1.76,2.28
2018-01-15,Australian Open,1st Round,Hard,Muller G.,Delbonis F.,28,67.0,1.25,4.0,1.27,4.22,1.28,4.3
2018-01-15,Australian Open,1st Round,Hard,Cilic M.,Pospisil V.,6,105.0,1.12,6.0,1.14,6.71,1.16,6.79
2018-01-15,Australian Open,1st Round,Hard,Rublev A.,Ferrer D.,32,33.0,1.9,1.9,1.9,2.01,2.15,2.01
2018-01-15,Australian Open,1st Round,Hard,Nishioka Y.,Kohlschreiber P.,168,29.0,3.5,1.3,3.89,1.3,3.89,1.33
2018-01-15,Australian Open,1st Round,Hard,Troicki V.,Bolt A.,65,188.0,1.25,4.0,1.31,3.8,1.31,4.2
2018-01-15,Australian Open,1st Round,Hard,Shapovalov D.,Tsitsipas S.,50,82.0,1.72,2.1,1.77,2.18,1.77,2.25
2018-01-15,Australian Open,1st Round,Hard,Dimitrov G.,Novak D.,3,226.0,1.01,21.0,1.02,22.73,1.03,26.86
2018-01-15,Australian Open,1st Round,Hard,Seppi A.,Moutet C.,76,155.0,1.33,3.4,1.34,3.59,1.36,3.59
2018-01-16,Australian Open,1st Round,Hard,Djokovic N.,Young D.,14,63.0,1.07,8.0,1.08,9.87,1.11,10.5
2018-01-16,Australian Open,1st Round,Hard,Sandgren T.,Chardy J.,97,84.0,2.1,1.72,2.11,1.81,2.17,1.85
2018-01-16,Australian Open,1st Round,Hard,Smyczek T.,Popyrin A.,131,550.0,1.28,3.75,1.26,4.31,1.3,4.4
2018-01-16,Australian Open,1st Round,Hard,Struff J.L.,Kwon S.W.,55,174.0,1.2,4.5,1.25,4.47,1.25,4.7
2018-01-16,Australian Open,1st Round,Hard,Medvedev D.,Kokkinakis T.,53,216.0,2.2,1.66,2.18,1.77,2.24,1.77
2018-01-16,Australian Open,1st Round,Hard,Monfils G.,Munar J.,39,187.0,1.08,8.0,1.12,7.82,1.12,9.0
2018-01-16,Australian Open,1st Round,Hard,Garcia-Lopez G.,Paire B.,71,42.0,2.75,1.44,3.14,1.42,3.15,1.48
2018-01-16,Australian Open,1st Round,Hard,Kudla D.,Johnson S.,190,48.0,3.75,1.28,3.75,1.32,3.98,1.32
2018-01-16,Australian Open,1st Round,Hard,Chung H.,Zverev M.,58,35.0,1.3,3.5,1.27,4.17,1.33,4.2
2018-01-16,Australian Open,1st Round,Hard,Berdych T.,De Minaur A.,20,127.0,1.44,2.75,1.48,2.88,1.48,3.0
2018-01-16,Australian Open,1st Round,Hard,Federer R.,Bedene A.,2,51.0,1.01,21.0,1.02,22.73,1.03,29.0
2018-01-16,Australian Open,1st Round,Hard,Thiem D.,Pella G.,5,56.0,1.25,4.0,1.28,4.14,1.31,4.7
2018-01-16,Australian Open,1st Round,Hard,Del Potro J.M.,Tiafoe F.,10,81.0,1.1,7.0,1.13,7.05,1.16,7.4
2018-01-16,Australian Open,1st Round,Hard,Khachanov K.,Polansky P.,47,139.0,1.2,4.5,1.21,4.97,1.26,4.97
2018-01-16,Australian Open,1st Round,Hard,Donskoy E.,Mayer F.,72,68.0,1.57,2.37,1.67,2.36,1.67,2.39
2018-01-16,Australian Open,1st Round,Hard,Gasquet R.,Kavcic B.,31,106.0,1.03,15.0,1.07,10.98,1.07,17.0
2018-01-16,Australian Open,1st Round,Hard,Wawrinka S.,Berankis R.,8,136.0,1.5,2.62,1.49,2.84,1.57,2.84
2018-01-16,Australian Open,1st Round,Hard,Ramos-Vinolas A.,Donaldson J.,22,54.0,2.1,1.72,2.18,1.77,2.25,1.81
2018-01-16,Australian Open,1st Round,Hard,Lacko L.,Raonic M.,86,23.0,5.5,1.14,5.68,1.18,5.75,1.19
2018-01-16,Australian Open,1st Round,Hard,Vesely J.,Safranek V.,64,225.0,1.25,4.0,1.25,4.46,1.29,4.46
2018-01-16,Australian Open,1st Round,Hard,Fucsovics M.,Albot R.,80,87.0,1.44,2.75,1.46,2.93,1.48,3.02
2018-01-16,Australian Open,1st Round,Hard,Verdasco F.,Bautista Agut R.,40,21.0,2.75,1.44,3.02,1.44,3.26,1.48
2018-01-16,Australian Open,1st Round,Hard,Benneteau J.,Daniel T.,59,96.0,1.53,2.5,1.51,2.75,1.61,2.75
2018-01-16,Australian Open,1st Round,Hard,Mannarino A.,Berrettini M.,27,130.0,1.3,3.5,1.31,3.81,1.32,4.1
2018-01-16,Australian Open,1st Round,Hard,Fognini F.,Zeballos H.,25,66.0,1.22,4.33,1.24,4.65,1.25,4.75
2018-01-16,Australian Open,1st Round,Hard,Marterer M.,Stebe C.M.,94,83.0,1.53,2.5,1.59,2.52,1.59,2.63
2018-01-16,Australian Open,1st Round,Hard,Sonego L.,Haase R.,219,43.0,3.75,1.28,3.53,1.35,4.0,1.35
2018-01-16,Australian Open,1st Round,Hard,Querrey S.,Lopez F.,13,38.0,1.72,2.1,1.81,2.11,1.81,2.27
