date,tournament,round,surface,match,wrank,lrank,prob_winner,odds_winner,odds_loser,pin_winner,pin_loser,edge,confidence,decision,reason,stake,result,leak_flag,invalidated,data_cutoff,bankroll_before,profit,bankroll_after
2024-02-06,Cordoba Open,1st Round,Clay,Hanfmann Y. vs Varillas J.P.,59,85.0,0.5679,1.44,2.75,1.54,2.64,0.0,0.136,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Cordoba Open,1st Round,Clay,Burruchaga R. vs Schwartzman D.,170,117.0,0.3905,1.91,1.91,1.97,1.92,0.0,0.219,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Cordoba Open,1st Round,Clay,Zapata Miralles B. vs Garin C.,79,87.0,0.3605,2.2,1.67,2.13,1.79,0.0,0.279,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Cordoba Open,1st Round,Clay,Carballes Baena R. vs Navone M.,65,118.0,0.5716,1.8,2.0,1.91,1.98,0.0,0.143,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Cordoba Open,1st Round,Clay,Darderi L. vs Barrios M.,136,108.0,0.55,1.44,2.75,1.43,3.05,0.0,0.1,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Cordoba Open,1st Round,Clay,Coria F. vs Altmaier D.,93,52.0,0.4656,2.5,1.53,2.7,1.52,0.0,0.069,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Open 13,1st Round,Hard,Korda S. vs Grenier H.,34,155.0,0.8225,1.2,4.5,1.21,4.99,0.0,0.645,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Open 13,1st Round,Hard,Lehecka J. vs Goffin D.,32,134.0,0.751,1.53,2.5,1.53,2.68,0.0,0.502,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Open 13,1st Round,Hard,Davidovich Fokina A. vs Barrere G.,24,105.0,0.7689,1.53,2.5,1.58,2.53,0.0,0.538,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Dallas Open,1st Round,Hard,Purcell M. vs Krueger M.,43,244.0,0.5459,1.36,3.2,1.41,3.1,0.0,0.092,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Open 13,1st Round,Hard,Machac T. vs Murray A.,66,49.0,0.5552,1.44,2.75,1.5,2.77,0.0,0.11,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Cordoba Open,1st Round,Clay,Diaz Acosta F. vs Gomez F.,95,365.0,0.4262,1.25,4.0,1.3,3.87,0.0,0.148,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Open 13,1st Round,Hard,Zhang Zh. vs Zeppieri G.,50,111.0,0.7112,,,,,0.0,0.422,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Dallas Open,1st Round,Hard,Michelsen A. vs Sandgren T.,75,281.0,0.6451,1.4,3.0,1.46,2.92,0.0,0.29,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Dallas Open,1st Round,Hard,Duckworth J. vs Svajda Z.,106,145.0,0.6052,1.73,2.1,1.86,2.03,0.0,0.21,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Open 13,1st Round,Hard,Gaston H. vs Shapovalov D.,86,127.0,0.31,2.75,1.44,2.87,1.47,0.0,0.38,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Dallas Open,1st Round,Hard,Mmoh M. vs Nava E.,115,149.0,0.794,1.67,2.2,1.71,2.25,0.0,0.588,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Dallas Open,1st Round,Hard,Nishioka Y. vs Atmane T.,83,144.0,0.7017,1.67,2.2,1.71,2.25,0.0,0.403,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Open 13,1st Round,Hard,Rinderknech A. vs Cressy M.,94,128.0,0.4824,2.0,1.8,1.89,2.0,0.0,0.035,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-06,Dallas Open,1st Round,Hard,Giron M. vs Moreno De Alboran N.,67,154.0,0.6525,1.33,3.4,1.32,3.7,0.0,0.305,,no-bet baseline,0.0,,0,0,2024-02-05,1000000.0,0.0,1000000.0
2024-02-07,Cordoba Open,2nd Round,Clay,Munar J. vs Cerundolo F.,74,22.0,0.347,2.3,1.62,2.29,1.7,0.0,0.306,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Cordoba Open,1st Round,Clay,Tirante T.A. vs Comesana F.,109,120.0,0.4978,2.0,1.8,2.14,1.78,0.0,0.004,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Open 13,1st Round,Hard,Auger-Aliassime F. vs Halys Q.,28,101.0,0.7742,1.25,4.0,1.26,4.23,0.0,0.548,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Open 13,2nd Round,Hard,Machac T. vs Musetti L.,66,27.0,0.4413,1.62,2.3,1.64,2.41,0.0,0.117,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Open 13,2nd Round,Hard,Khachanov K. vs Bautista Agut R.,18,102.0,0.7465,1.44,2.75,1.48,2.86,0.0,0.493,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Open 13,2nd Round,Hard,Humbert U. vs Gaston H.,21,86.0,0.8374,1.22,4.33,1.23,4.67,0.0,0.675,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Cordoba Open,2nd Round,Clay,Bagnis F. vs Carballes Baena R.,207,65.0,0.3104,2.2,1.67,2.21,1.75,0.0,0.379,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Open 13,1st Round,Hard,Ruusuvuori E. vs Van Assche L.,55,68.0,0.7587,1.36,3.2,1.41,3.11,0.0,0.517,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Dallas Open,1st Round,Hard,Thompson J. vs Neff A.,44,829.0,0.715,1.03,15.0,1.03,24.17,0.0,0.43,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Dallas Open,1st Round,Hard,Koepfer D. vs Kovacevic A.,60,100.0,0.5731,1.36,3.2,1.43,3.05,0.0,0.146,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Dallas Open,1st Round,Hard,Kudla D. vs Albot R.,174,137.0,0.3886,1.73,2.1,1.79,2.12,0.0,0.223,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Dallas Open,1st Round,Hard,Hijikata R. vs Quinn E.,88,288.0,0.6357,1.67,2.2,1.7,2.27,0.0,0.271,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Dallas Open,2nd Round,Hard,Giron M. vs Purcell M.,67,43.0,0.5965,1.53,2.5,1.54,2.66,0.0,0.193,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Dallas Open,2nd Round,Hard,Duckworth J. vs Eubanks C.,106,33.0,0.4729,2.38,1.57,2.41,1.64,0.0,0.054,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-07,Cordoba Open,2nd Round,Clay,Coria F. vs Ramos-Vinolas A.,93,84.0,0.5293,1.67,2.2,1.82,2.11,0.0,0.059,,no-bet baseline,0.0,,0,0,2024-02-06,1000000.0,0.0,1000000.0
2024-02-08,Cordoba Open,2nd Round,Clay,Darderi L. vs Ofner S.,136,38.0,0.3699,2.1,1.73,2.06,1.85,0.0,0.26,,no-bet baseline,0.0,,0,0,2024-02-07,1000000.0,0.0,1000000.0
2024-02-08,Dallas Open,2nd Round,Hard,Thompson J. vs Kudla D.,44,174.0,0.7709,1.29,3.75,1.29,4.0,0.0,0.542,,no-bet baseline,0.0,,0,0,2024-02-07,1000000.0,0.0,1000000.0
2024-02-08,Dallas Open,2nd Round,Hard,Koepfer D. vs Hijikata R.,60,88.0,0.5355,1.44,2.75,1.46,2.95,0.0,0.071,,no-bet baseline,0.0,,0,0,2024-02-07,1000000.0,0.0,1000000.0
2024-02-08,Dallas Open,2nd Round,Hard,Paul T. vs Daniel T.,15,62.0,0.7248,1.25,4.0,1.27,4.18,0.0,0.45,,no-bet baseline,0.0,,0,0,2024-02-07,1000000.0,0.0,1000000.0
2024-02-08,Cordoba Open,2nd Round,Clay,Etcheverry T. vs Zapata Miralles B.,29,79.0,0.6149,1.29,3.75,1.32,3.73,0.0,0.23,,no-bet baseline,0.0,,0,0,2024-02-07,1000000.0,0.0,1000000.0
2024-02-08,Dallas Open,2nd Round,Hard,Shelton B. vs Mmoh M.,16,115.0,0.6268,1.3,3.5,1.36,3.49,0.0,0.254,,no-bet baseline,0.0,,0,0,2024-02-07,1000000.0,0.0,1000000.0
2024-02-08,Open 13,2nd Round,Hard,Rinderknech A. vs Lehecka J.,94,32.0,0.2379,2.75,1.44,2.82,1.51,0.0,0.524,,no-bet baseline,0.0,,0,0,2024-02-07,1000000.0,0.0,1000000.0
2024-02-08,Open 13,2nd Round,Hard,Davidovich Fokina A. vs Ruusuvuori E.,24,55.0,0.4578,2.5,1.53,2.58,1.57,0.0,0.084,,no-bet baseline,0.0,,0,0,2024-02-07,1000000.0,0.0,1000000.0
2024-02-08,Open 13,2nd Round,Hard,Zhang Zh. vs Auger-Aliassime F.,50,28.0,0.3776,4.0,1.25,4.37,1.27,0.0,0.245,,no-bet baseline,0.0,,0,0,2024-02-07,1000000.0,0.0,1000000.0
2024-02-08,Open 13,2nd Round,Hard,Dimitrov G. vs Korda S.,13,34.0,0.7743,1.44,2.75,1.49,2.84,0.0,0.549,,no-bet baseline,0.0,,0,0,2024-02-07,1000000.0,0.0,1000000.0
2024-02-08,Open 13,2nd Round,Hard,Hurkacz H. vs Shevchenko A.,8,56.0,0.8438,1.25,4.0,1.3,3.95,0.0,0.688,,no-bet baseline,0.0,,0,0,2024-02-07,1000000.0,0.0,1000000.0
2024-02-09,Cordoba Open,Quarterfinals,Clay,Coria F. vs Etcheverry T.,93,29.0,0.4222,3.0,1.4,3.28,1.39,0.0,0.156,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Open 13,Quarterfinals,Hard,Humbert U. vs Davidovich Fokina A.,21,24.0,0.5893,1.57,2.38,1.59,2.54,0.0,0.179,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Dallas Open,2nd Round,Hard,Tiafoe F. vs Michelsen A.,14,75.0,0.6615,1.53,2.5,1.62,2.46,0.0,0.323,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Open 13,Quarterfinals,Hard,Khachanov K. vs Zhang Zh.,18,50.0,0.6511,1.36,3.2,1.37,3.38,0.0,0.302,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Open 13,Quarterfinals,Hard,Dimitrov G. vs Rinderknech A.,13,94.0,0.9235,1.2,4.5,1.21,5.05,0.0,0.847,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Cordoba Open,2nd Round,Clay,Hanfmann Y. vs Burruchaga R.,59,170.0,0.6311,1.5,2.63,1.52,2.74,0.0,0.262,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Open 13,Quarterfinals,Hard,Hurkacz H. vs Machac T.,8,66.0,0.8406,1.36,3.2,1.38,3.34,0.0,0.681,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Dallas Open,2nd Round,Hard,Mannarino A. vs Nishioka Y.,17,83.0,0.7341,1.44,2.75,1.61,2.49,0.0,0.468,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Dallas Open,Quarterfinals,Hard,Paul T. vs Koepfer D.,15,60.0,0.7113,1.36,3.2,1.41,3.18,0.0,0.423,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Cordoba Open,Quarterfinals,Clay,Baez S. vs Diaz Acosta F.,26,95.0,0.7527,1.3,3.5,1.35,3.45,0.0,0.505,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Cordoba Open,Quarterfinals,Clay,Darderi L. vs Hanfmann Y.,136,59.0,0.4036,1.8,2.0,1.75,2.18,0.0,0.193,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Cordoba Open,Quarterfinals,Clay,Bagnis F. vs Munar J.,207,74.0,0.2957,2.5,1.53,2.42,1.63,0.0,0.409,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Cordoba Open,2nd Round,Clay,Diaz Acosta F. vs Tirante T.A.,95,109.0,0.4332,1.62,2.3,1.61,2.47,0.0,0.134,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Cordoba Open,2nd Round,Clay,Baez S. vs Dellien H.,26,112.0,0.7968,1.17,5.0,1.2,5.19,0.0,0.594,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-09,Dallas Open,Quarterfinals,Hard,Shelton B. vs Thompson J.,16,44.0,0.6255,1.44,2.75,1.46,2.94,0.0,0.251,,no-bet baseline,0.0,,0,0,2024-02-08,1000000.0,0.0,1000000.0
2024-02-10,Dallas Open,Semifinals,Hard,Giron M. vs Mannarino A.,67,17.0,0.2152,1.91,1.91,1.91,2.0,0.0,0.57,,no-bet baseline,0.0,,0,0,2024-02-09,1000000.0,0.0,1000000.0
2024-02-10,Dallas Open,Quarterfinals,Hard,Mannarino A. vs Duckworth J.,17,106.0,0.8394,1.44,2.75,1.51,2.77,0.0,0.679,,no-bet baseline,0.0,,0,0,2024-02-09,1000000.0,0.0,1000000.0
2024-02-10,Dallas Open,Semifinals,Hard,Paul T. vs Shelton B.,15,16.0,0.4876,2.0,1.8,2.0,1.91,0.0,0.025,,no-bet baseline,0.0,,0,0,2024-02-09,1000000.0,0.0,1000000.0
2024-02-10,Cordoba Open,Semifinals,Clay,Darderi L. vs Baez S.,136,26.0,0.3521,3.0,1.4,2.93,1.47,0.0,0.296,,no-bet baseline,0.0,,0,0,2024-02-09,1000000.0,0.0,1000000.0
2024-02-10,Cordoba Open,Semifinals,Clay,Bagnis F. vs Coria F.,207,93.0,0.3258,2.38,1.57,2.33,1.68,0.0,0.348,,no-bet baseline,0.0,,0,0,2024-02-09,1000000.0,0.0,1000000.0
2024-02-10,Dallas Open,Quarterfinals,Hard,Giron M. vs Tiafoe F.,67,14.0,0.3679,2.3,1.62,2.22,1.74,0.0,0.264,,no-bet baseline,0.0,,0,0,2024-02-09,1000000.0,0.0,1000000.0
2024-02-10,Open 13,Semifinals,Hard,Dimitrov G. vs Khachanov K.,13,18.0,0.731,1.5,2.63,1.52,2.74,0.0,0.462,,no-bet baseline,0.0,,0,0,2024-02-09,1000000.0,0.0,1000000.0
2024-02-10,Open 13,Semifinals,Hard,Humbert U. vs Hurkacz H.,21,8.0,0.3722,2.63,1.5,2.64,1.55,0.0,0.256,,no-bet baseline,0.0,,0,0,2024-02-09,1000000.0,0.0,1000000.0
2024-02-11,Cordoba Open,The Final,Clay,Darderi L. vs Bagnis F.,136,207.0,0.6191,1.53,2.5,1.6,2.52,0.0,0.238,,no-bet baseline,0.0,,0,0,2024-02-10,1000000.0,0.0,1000000.0
2024-02-11,Dallas Open,The Final,Hard,Paul T. vs Giron M.,15,67.0,0.6822,1.53,2.5,1.57,2.58,0.0,0.364,,no-bet baseline,0.0,,0,0,2024-02-10,1000000.0,0.0,1000000.0
2024-02-11,Open 13,The Final,Hard,Humbert U. vs Dimitrov G.,21,13.0,0.3191,2.38,1.57,2.41,1.65,0.0,0.362,,no-bet baseline,0.0,,0,0,2024-02-10,1000000.0,0.0,1000000.0
2024-02-12,Argentina Open,1st Round,Clay,Wawrinka S. vs Cachin P.,60,74.0,0.5811,1.62,2.3,1.68,2.3,0.0,0.162,,no-bet baseline,0.0,,0,0,2024-02-11,1000000.0,0.0,1000000.0
2024-02-12,Argentina Open,1st Round,Clay,Djere L. vs Cilic M.,35,1044.0,0.4811,1.44,2.75,1.46,2.9,0.0,0.038,,no-bet baseline,0.0,,0,0,2024-02-11,1000000.0,0.0,1000000.0
2024-02-12,ABN AMRO World Tennis Tournament,1st Round,Hard,Goffin D. vs Prizmic D.,133,171.0,0.4868,1.67,2.2,1.74,2.21,0.0,0.026,,no-bet baseline,0.0,,0,0,2024-02-11,1000000.0,0.0,1000000.0
2024-02-12,ABN AMRO World Tennis Tournament,1st Round,Hard,Raonic M. vs De Jong J.,309,141.0,0.7895,1.67,2.2,1.68,2.31,0.0,0.579,,no-bet baseline,0.0,,0,0,2024-02-11,1000000.0,0.0,1000000.0
2024-02-12,Argentina Open,1st Round,Clay,Diaz Acosta F. vs Altmaier D.,87,53.0,0.4206,2.2,1.67,2.18,1.75,0.0,0.159,,no-bet baseline,0.0,,0,0,2024-02-11,1000000.0,0.0,1000000.0
2024-02-12,Delray Beach Open,1st Round,Hard,Arnaldi M. vs Nishioka Y.,43,77.0,0.5172,1.67,2.2,1.72,2.22,0.0,0.034,,no-bet baseline,0.0,,0,0,2024-02-11,1000000.0,0.0,1000000.0
2024-02-12,Delray Beach Open,1st Round,Hard,Borges N. vs Diallo G.,46,136.0,0.6315,1.73,2.1,1.83,2.06,0.0,0.263,,no-bet baseline,0.0,,0,0,2024-02-11,1000000.0,0.0,1000000.0
2024-02-12,ABN AMRO World Tennis Tournament,1st Round,Hard,Auger-Aliassime F. vs Cressy M.,28,170.0,0.798,1.29,3.75,1.29,3.9,0.0,0.596,,no-bet baseline,0.0,,0,0,2024-02-11,1000000.0,0.0,1000000.0
2024-02-12,ABN AMRO World Tennis Tournament,1st Round,Hard,Griekspoor T. vs Musetti L.,29,26.0,0.6567,1.44,2.75,1.44,2.81,0.0,0.313,,no-bet baseline,0.0,,0,0,2024-02-11,1000000.0,0.0,1000000.0
2024-02-12,Delray Beach Open,1st Round,Hard,Lestienne C. vs Vukic A.,104,69.0,0.4162,2.1,1.73,2.25,1.71,0.0,0.168,,no-bet baseline,0.0,,0,0,2024-02-11,1000000.0,0.0,1000000.0
2024-02-13,ABN AMRO World Tennis Tournament,1st Round,Hard,Shevchenko A. vs Zhang Zh.,57,47.0,0.4171,1.91,1.91,1.95,1.93,0.0,0.166,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Argentina Open,1st Round,Clay,Tabilo A. vs Hanfmann Y.,54,56.0,0.4561,2.0,1.8,1.99,1.9,0.0,0.088,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Argentina Open,1st Round,Clay,Coria F. vs Ofner S.,106,38.0,0.5086,1.8,2.0,1.88,2.02,0.0,0.017,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Argentina Open,1st Round,Clay,Lajovic D. vs Fils A.,58,36.0,0.3674,2.75,1.44,2.82,1.37,0.0,0.265,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Argentina Open,1st Round,Clay,Darderi L. vs Navone M.,76,117.0,0.7086,1.8,2.0,1.8,2.11,0.0,0.417,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Argentina Open,1st Round,Clay,Galan D.E. vs Schwartzman D.,80,116.0,0.3354,2.0,1.8,1.91,1.98,0.0,0.329,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Delray Beach Open,1st Round,Hard,Kypson P. vs Kecmanovic M.,155,40.0,0.2265,3.5,1.3,3.61,1.33,0.0,0.547,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Argentina Open,1st Round,Clay,Etcheverry T. vs Carballes Baena R.,27,64.0,0.6224,1.33,3.4,1.36,3.4,0.0,0.245,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Delray Beach Open,1st Round,Hard,Giron M. vs Nava E.,52,144.0,0.8066,1.33,3.4,1.33,3.58,0.0,0.613,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,ABN AMRO World Tennis Tournament,1st Round,Hard,Bublik A. vs Coric B.,23,31.0,0.5835,1.91,1.91,1.96,1.93,0.0,0.167,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,ABN AMRO World Tennis Tournament,1st Round,Hard,Fucsovics M. vs Marozsan F.,86,61.0,0.4259,1.67,2.2,1.68,2.31,0.0,0.148,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Delray Beach Open,1st Round,Hard,Albot R. vs Shang J.,137,139.0,0.3369,2.1,1.73,2.08,1.83,0.0,0.326,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,ABN AMRO World Tennis Tournament,1st Round,Hard,Struff J.L. vs Davidovich Fokina A.,25,24.0,0.3152,2.3,1.62,2.33,1.67,0.0,0.37,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Argentina Open,1st Round,Clay,Ugo Carabelli C. vs Varillas J.P.,134,85.0,0.4429,1.62,2.3,1.68,2.3,0.0,0.114,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,ABN AMRO World Tennis Tournament,1st Round,Hard,De Minaur A. vs Korda S.,11,33.0,0.6627,1.53,2.5,1.51,2.72,0.0,0.325,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Delray Beach Open,1st Round,Hard,Hijikata R. vs Broady L.,84,121.0,0.4564,1.57,2.38,1.59,2.5,0.0,0.087,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Delray Beach Open,1st Round,Hard,Thompson J. vs Evans D.,42,44.0,0.6218,1.57,2.38,1.62,2.43,0.0,0.244,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Delray Beach Open,1st Round,Hard,Svajda Z. vs Purcell M.,146,41.0,0.369,1.91,1.91,1.9,1.99,0.0,0.262,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Argentina Open,1st Round,Clay,Vavassori A. vs Seyboth Wild T.,152,83.0,0.6201,1.91,1.91,1.88,2.02,0.0,0.24,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Delray Beach Open,1st Round,Hard,Cobolli F. vs Daniel T.,72,63.0,0.5173,1.8,2.0,1.93,1.93,0.0,0.035,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,ABN AMRO World Tennis Tournament,1st Round,Hard,Hurkacz H. vs Lehecka J.,8,32.0,0.7791,1.36,3.2,1.37,3.35,0.0,0.558,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,ABN AMRO World Tennis Tournament,1st Round,Hard,Rublev A. vs Bergs Z.,5,132.0,0.956,1.17,5.0,1.18,5.48,0.0,0.912,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-13,Delray Beach Open,1st Round,Hard,Moreno De Alboran N. vs Kovacevic A.,149,102.0,0.4275,2.1,1.73,2.13,1.79,0.0,0.145,,no-bet baseline,0.0,,0,0,2024-02-12,1000000.0,0.0,1000000.0
2024-02-14,ABN AMRO World Tennis Tournament,2nd Round,Hard,Rublev A. vs Auger-Aliassime F.,5,28.0,0.7921,1.44,2.75,1.48,2.86,0.0,0.584,,no-bet baseline,0.0,,0,0,2024-02-13,1000000.0,0.0,1000000.0
2024-02-14,Argentina Open,1st Round,Clay,Baez S. vs Zapata Miralles B.,30,78.0,0.6741,1.2,4.5,1.27,4.11,0.0,0.348,,no-bet baseline,0.0,,0,0,2024-02-13,1000000.0,0.0,1000000.0
2024-02-14,Delray Beach Open,2nd Round,Hard,Hijikata R. vs Arnaldi M.,84,43.0,0.3624,2.75,1.44,2.72,1.52,0.0,0.275,,no-bet baseline,0.0,,0,0,2024-02-13,1000000.0,0.0,1000000.0
2024-02-14,ABN AMRO World Tennis Tournament,1st Round,Hard,Rune H. vs Safiullin R.,7,39.0,0.5929,1.8,2.0,1.81,2.09,0.0,0.186,,no-bet baseline,0.0,,0,0,2024-02-13,1000000.0,0.0,1000000.0
2024-02-14,ABN AMRO World Tennis Tournament,1st Round,Hard,Sinner J. vs Van De Zandschulp B.,4,66.0,0.968,1.1,7.0,1.12,7.56,0.0,0.936,,no-bet baseline,0.0,,0,0,2024-02-13,1000000.0,0.0,1000000.0
2024-02-14,ABN AMRO World Tennis Tournament,2nd Round,Hard,Raonic M. vs Bublik A.,309,23.0,0.4583,2.5,1.53,2.59,1.56,0.0,0.083,,no-bet baseline,0.0,,0,0,2024-02-13,1000000.0,0.0,1000000.0
2024-02-14,ABN AMRO World Tennis Tournament,2nd Round,Hard,De Minaur A. vs Goffin D.,11,133.0,0.8856,1.2,4.5,1.2,5.21,0.0,0.771,,no-bet baseline,0.0,,0,0,2024-02-13,1000000.0,0.0,1000000.0
2024-02-14,Delray Beach Open,1st Round,Hard,Michelsen A. vs Kokkinakis T.,75,79.0,0.46,2.0,1.8,1.96,1.93,0.0,0.08,,no-bet baseline,0.0,,0,0,2024-02-13,1000000.0,0.0,1000000.0
2024-02-14,Argentina Open,2nd Round,Clay,Lajovic D. vs Tabilo A.,58,54.0,0.5042,2.1,1.73,2.25,1.72,0.0,0.008,,no-bet baseline,0.0,,0,0,2024-02-13,1000000.0,0.0,1000000.0
2024-02-14,Delray Beach Open,2nd Round,Hard,Giron M. vs Mannarino A.,52,19.0,0.3126,1.67,2.2,1.76,2.19,0.0,0.375,,no-bet baseline,0.0,,0,0,2024-02-13,1000000.0,0.0,1000000.0
2024-02-14,ABN AMRO World Tennis Tournament,1st Round,Hard,Monfils G. vs Shapovalov D.,70,127.0,0.634,2.3,1.62,2.44,1.62,0.0,0.268,,no-bet baseline,0.0,,0,0,2024-02-13,1000000.0,0.0,1000000.0
2024-02-14,ABN AMRO World Tennis Tournament,1st Round,Hard,Ruusuvuori E. vs Humbert U.,55,18.0,0.2755,2.2,1.67,2.37,1.65,0.0,0.449,,no-bet baseline,0.0,,0,0,2024-02-13,1000000.0,0.0,1000000.0
