date,tournament,round,surface,match,wrank,lrank,prob_winner,odds_winner,odds_loser,pin_winner,pin_loser,edge,confidence,decision,reason,stake,result,leak_flag,invalidated,data_cutoff,bankroll_before,profit,bankroll_after
2024-06-26,Mallorca Championships,2nd Round,Grass,Shelton B. vs Hijikata R.,14,75.0,0.4616,1.5,2.63,1.54,2.66,0.0,0.077,,no-bet baseline,0.0,,0,0,2024-06-25,1000000.0,0.0,1000000.0
2024-06-26,Eastbourne International,2nd Round,Grass,Fritz T. vs Seyboth Wild T.,13,74.0,0.6958,1.14,5.5,1.17,5.88,0.0,0.392,,no-bet baseline,0.0,,0,0,2024-06-25,1000000.0,0.0,1000000.0
2024-06-26,Eastbourne International,2nd Round,Grass,Vukic A. vs Bublik A.,81,23.0,0.2939,2.38,1.57,2.46,1.62,0.0,0.412,,no-bet baseline,0.0,,0,0,2024-06-25,1000000.0,0.0,1000000.0
2024-06-26,Eastbourne International,2nd Round,Grass,Purcell M. vs Sonego L.,94,57.0,0.3097,2.38,1.53,2.38,1.65,0.0,0.381,,no-bet baseline,0.0,,0,0,2024-06-25,1000000.0,0.0,1000000.0
2024-06-26,Eastbourne International,2nd Round,Grass,Harris B. vs Broom C.,139,245.0,0.5863,1.5,2.63,1.65,2.4,0.0,0.173,,no-bet baseline,0.0,,0,0,2024-06-25,1000000.0,0.0,1000000.0
2024-06-26,Mallorca Championships,2nd Round,Grass,Tabilo A. vs Shevchenko A.,24,58.0,0.4971,1.5,2.63,1.58,2.56,0.0,0.006,,no-bet baseline,0.0,,0,0,2024-06-25,1000000.0,0.0,1000000.0
2024-06-26,Eastbourne International,2nd Round,Grass,Nishioka Y. vs Giron M.,102,46.0,0.3311,2.75,1.44,2.96,1.46,0.0,0.338,,no-bet baseline,0.0,,0,0,2024-06-25,1000000.0,0.0,1000000.0
2024-06-26,Mallorca Championships,2nd Round,Grass,Jubb P. vs Walton A.,289,107.0,0.4305,1.73,2.1,1.74,2.22,0.0,0.139,,no-bet baseline,0.0,,0,0,2024-06-25,1000000.0,0.0,1000000.0
2024-06-26,Eastbourne International,2nd Round,Grass,Kecmanovic M. vs Baez S.,53,18.0,0.4921,1.44,2.75,1.56,2.6,0.0,0.016,,no-bet baseline,0.0,,0,0,2024-06-25,1000000.0,0.0,1000000.0
2024-06-26,Mallorca Championships,2nd Round,Grass,Mensik J. vs Fognini F.,85,97.0,0.4574,1.4,3.0,1.47,2.92,0.0,0.085,,no-bet baseline,0.0,,0,0,2024-06-25,1000000.0,0.0,1000000.0
2024-06-27,Eastbourne International,Quarterfinals,Grass,Fritz T. vs Shang J.,13,104.0,0.705,1.25,4.0,1.22,4.83,0.0,0.41,,no-bet baseline,0.0,,0,0,2024-06-26,1000000.0,0.0,1000000.0
2024-06-27,Eastbourne International,Quarterfinals,Grass,Harris B. vs Cobolli F.,139,49.0,0.4735,2.0,1.8,1.91,1.99,0.0,0.053,,no-bet baseline,0.0,,0,0,2024-06-26,1000000.0,0.0,1000000.0
2024-06-27,Eastbourne International,Quarterfinals,Grass,Purcell M. vs Kecmanovic M.,94,53.0,0.3759,2.2,1.67,2.4,1.65,0.0,0.248,,no-bet baseline,0.0,,0,0,2024-06-26,1000000.0,0.0,1000000.0
2024-06-27,Eastbourne International,Quarterfinals,Grass,Vukic A. vs Nishioka Y.,81,102.0,0.5805,1.73,2.1,1.87,2.04,0.0,0.161,,no-bet baseline,0.0,,0,0,2024-06-26,1000000.0,0.0,1000000.0
2024-06-27,Mallorca Championships,Quarterfinals,Grass,Jubb P. vs Shelton B.,289,14.0,0.3687,3.0,1.4,3.27,1.39,0.0,0.263,,no-bet baseline,0.0,,0,0,2024-06-26,1000000.0,0.0,1000000.0
2024-06-27,Mallorca Championships,Quarterfinals,Grass,Monfils G. vs Bautista Agut R.,40,122.0,0.4371,1.91,1.91,2.0,1.91,0.0,0.126,,no-bet baseline,0.0,,0,0,2024-06-26,1000000.0,0.0,1000000.0
2024-06-27,Mallorca Championships,Quarterfinals,Grass,Tabilo A. vs Mensik J.,24,85.0,0.4917,1.57,2.38,1.66,2.36,0.0,0.017,,no-bet baseline,0.0,,0,0,2024-06-26,1000000.0,0.0,1000000.0
2024-06-27,Mallorca Championships,Quarterfinals,Grass,Ofner S. vs Michelsen A.,54,62.0,0.4371,2.2,1.67,2.23,1.74,0.0,0.126,,no-bet baseline,0.0,,0,0,2024-06-26,1000000.0,0.0,1000000.0
2024-06-28,Mallorca Championships,Semifinals,Grass,Ofner S. vs Jubb P.,54,289.0,0.5871,1.73,2.1,1.73,2.24,0.0,0.174,,no-bet baseline,0.0,,0,0,2024-06-27,1000000.0,0.0,1000000.0
2024-06-28,Eastbourne International,Semifinals,Grass,Fritz T. vs Vukic A.,13,81.0,0.6956,1.22,4.33,1.23,4.81,0.0,0.391,,no-bet baseline,0.0,,0,0,2024-06-27,1000000.0,0.0,1000000.0
2024-06-28,Eastbourne International,Semifinals,Grass,Purcell M. vs Harris B.,94,139.0,0.3896,1.67,2.2,1.76,2.19,0.0,0.221,,no-bet baseline,0.0,,0,0,2024-06-27,1000000.0,0.0,1000000.0
2024-06-28,Mallorca Championships,Semifinals,Grass,Tabilo A. vs Monfils G.,24,40.0,0.4594,1.91,1.91,1.93,1.97,0.0,0.081,,no-bet baseline,0.0,,0,0,2024-06-27,1000000.0,0.0,1000000.0
2024-06-29,Mallorca Championships,The Final,Grass,Tabilo A. vs Ofner S.,24,54.0,0.5786,1.67,2.2,1.75,2.21,0.0,0.157,,no-bet baseline,0.0,,0,0,2024-06-28,1000000.0,0.0,1000000.0
2024-06-29,Eastbourne International,The Final,Grass,Fritz T. vs Purcell M.,13,94.0,0.7584,1.22,4.33,1.22,4.97,0.0,0.517,,no-bet baseline,0.0,,0,0,2024-06-28,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Harris L. vs Michelsen A.,118,55.0,0.398,1.73,2.1,1.82,2.11,0.0,0.204,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Berrettini M. vs Fucsovics M.,59,70.0,0.661,1.17,5.0,1.21,5.11,0.0,0.322,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Zhang Zh. vs Janvier M.,38,225.0,0.6729,1.2,4.5,1.22,4.82,0.0,0.346,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Dimitrov G. vs Lajovic D.,10,56.0,0.7775,1.03,15.0,1.05,14.72,0.0,0.555,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Nakashima B. vs Baez S.,65,18.0,0.5677,1.14,5.5,1.17,5.92,0.0,0.135,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Monfils G. vs Mannarino A.,33,24.0,0.5374,1.53,2.5,1.6,2.51,0.0,0.075,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Tiafoe F. vs Arnaldi M.,29,35.0,0.4759,1.62,2.3,1.76,2.19,0.0,0.048,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Thompson J. vs Kotov P.,40,53.0,0.5779,1.22,4.33,1.24,4.62,0.0,0.156,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Shang J. vs Garin C.,91,106.0,0.4084,1.8,2.0,1.9,2.01,0.0,0.183,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Shapovalov D. vs Jarry N.,121,20.0,0.47,1.57,2.38,1.58,2.56,0.0,0.06,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Coric B. vs Meligeni Alves F.,89,145.0,0.5528,1.62,2.3,1.61,2.49,0.0,0.106,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Ruud C. vs Bolt A.,8,234.0,0.8184,1.4,3.0,1.45,3.0,0.0,0.637,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Wawrinka S. vs Broom C.,95,248.0,0.5402,1.62,2.3,1.67,2.35,0.0,0.08,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Fognini F. vs Van Assche L.,94,104.0,0.6139,2.0,1.8,2.2,1.75,0.0,0.228,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Medvedev D. vs Kovacevic A.,5,88.0,0.8819,1.01,23.0,1.04,19.96,0.0,0.764,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Struff J.L. vs Marozsan F.,41,43.0,0.7392,1.25,4.0,1.23,4.8,0.0,0.478,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Muller A. vs Gaston H.,102,71.0,0.5285,2.38,1.57,2.31,1.69,0.0,0.057,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Cazaux A. vs Bergs Z.,98,82.0,0.4817,3.2,1.36,2.98,1.45,0.0,0.037,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Alcaraz C. vs Lajal M.,3,269.0,0.9178,1.01,26.0,1.01,43.46,0.0,0.836,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Vukic A. vs Ofner S.,69,45.0,0.5158,1.67,2.2,1.79,2.14,0.0,0.032,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Bublik A. vs Mensik J.,23,78.0,0.6183,1.44,2.75,1.44,3.03,0.0,0.237,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Van De Zandschulp B. vs Broady L.,97,156.0,0.5612,1.62,2.3,1.64,2.47,0.0,0.122,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Sinner J. vs Hanfmann Y.,1,110.0,0.9234,1.01,26.0,1.01,43.93,0.0,0.847,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Sonego L. vs Navone M.,54,32.0,0.5499,1.07,9.0,1.09,9.33,0.0,0.1,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Humbert U. vs Shevchenko A.,16,57.0,0.5978,1.14,5.5,1.13,7.37,0.0,0.196,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Altmaier D. vs Fery A.,80,247.0,0.4684,1.91,1.91,2.06,1.86,0.0,0.063,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Virtanen O. vs Purcell M.,147,68.0,0.3897,2.38,1.57,2.33,1.68,0.0,0.221,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Paul T. vs Martinez P.,13,49.0,0.8646,1.02,19.0,1.05,15.23,0.0,0.729,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Kecmanovic M. vs Nagal S.,52,73.0,0.6158,1.07,9.0,1.12,7.73,0.0,0.232,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Bautista Agut R. vs Marterer M.,112,85.0,0.7681,1.29,3.75,1.28,4.22,0.0,0.536,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-01,Wimbledon,1st Round,Grass,Griekspoor T. vs Galan D.E.,27,103.0,0.7686,1.13,6.0,1.13,7.19,0.0,0.537,,no-bet baseline,0.0,,0,0,2024-06-29,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Nishioka Y. vs Borges N.,90,50.0,0.5247,1.8,2.0,1.84,2.08,0.0,0.049,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Seyboth Wild T. vs Jubb P.,74,201.0,0.5882,2.2,1.67,2.3,1.7,0.0,0.176,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Mpetshi G. vs Korda S.,58,21.0,0.2026,4.33,1.22,4.78,1.23,0.0,0.595,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Musetti L. vs Lestienne C.,25,92.0,0.8438,1.1,7.0,1.11,8.12,0.0,0.688,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Comesana F. vs Rublev A.,122,6.0,0.1714,17.0,1.03,24.44,1.03,0.0,0.657,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,De Minaur A. vs Duckworth J.,9,81.0,0.8109,1.05,11.0,1.06,13.99,0.0,0.622,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Hurkacz H. vs Albot R.,7,144.0,0.8976,1.04,13.0,1.05,14.36,0.0,0.795,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Munar J. vs Harris B.,63,116.0,0.3326,2.38,1.57,2.45,1.63,0.0,0.335,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Popyrin A. vs Monteiro T.,47,86.0,0.4434,1.33,3.4,1.33,3.65,0.0,0.113,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Etcheverry T. vs Nardi L.,31,75.0,0.5597,1.57,2.38,1.6,2.5,0.0,0.119,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Darderi L. vs Choinski J.,37,174.0,0.644,1.36,3.2,1.38,3.31,0.0,0.288,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Shelton B. vs Bellucci M.,14,148.0,0.584,1.33,3.4,1.34,3.63,0.0,0.168,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Giron M. vs Searle H.,46,539.0,0.6358,1.17,5.0,1.19,5.52,0.0,0.272,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Walton A. vs Coria F.,101,72.0,0.4951,1.25,4.0,1.26,4.29,0.0,0.01,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Fritz T. vs O Connell C.,12,79.0,0.7733,1.05,11.0,1.07,12.2,0.0,0.547,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Norrie C. vs Diaz Acosta F.,42,67.0,0.5855,1.04,13.0,1.08,11.01,0.0,0.171,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Cobolli F. vs Hijikata R.,48,77.0,0.5344,2.1,1.73,2.25,1.72,0.0,0.069,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Fearnley J. vs Moro Canas A.,277,188.0,0.4563,1.5,2.63,1.49,2.84,0.0,0.087,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Draper J. vs Ymer E.,28,205.0,0.8225,1.03,15.0,1.04,17.24,0.0,0.645,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Tsitsipas S. vs Daniel T.,11,84.0,0.8612,1.05,11.0,1.07,12.14,0.0,0.722,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Fils A. vs Stricker D.,34,149.0,0.4562,1.44,2.75,1.43,3.1,0.0,0.088,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Djokovic N. vs Kopriva V.,2,123.0,0.9559,1.02,21.0,1.03,22.53,0.0,0.912,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Zverev A. vs Carballes Baena R.,4,64.0,0.8529,1.01,29.0,1.03,25.24,0.0,0.706,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-02,Wimbledon,1st Round,Grass,Rune H. vs Kwon S.W.,15,367.0,0.6479,1.1,7.0,1.15,6.49,0.0,0.296,,no-bet baseline,0.0,,0,0,2024-07-01,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,1st Round,Grass,Kokkinakis T. vs Auger-Aliassime F.,93,17.0,0.3233,3.2,1.36,3.29,1.39,0.0,0.353,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,2nd Round,Grass,Tiafoe F. vs Coric B.,29,89.0,0.5693,1.44,2.75,1.49,2.84,0.0,0.139,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,1st Round,Grass,Khachanov K. vs Karatsev A.,22,99.0,0.6842,1.17,5.0,1.18,5.74,0.0,0.368,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,1st Round,Grass,Safiullin R. vs Cerundolo F.,44,30.0,0.3956,1.73,2.1,1.76,2.19,0.0,0.209,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,1st Round,Grass,Ruusuvuori E. vs Mcdonald M.,87,96.0,0.483,1.67,2.2,1.63,2.45,0.0,0.034,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,1st Round,Grass,Pouille L. vs Djere L.,212,51.0,0.5565,1.5,2.63,1.55,2.59,0.0,0.113,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,1st Round,Grass,Rinderknech A. vs Nishikori K.,76,401.0,0.2442,1.36,3.2,1.39,3.26,0.0,0.512,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,1st Round,Grass,Machac T. vs Goffin D.,39,83.0,0.564,1.62,2.3,1.74,2.22,0.0,0.128,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,1st Round,Grass,Tabilo A. vs Evans D.,19,60.0,0.7739,1.44,2.75,1.39,3.26,0.0,0.548,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,1st Round,Grass,Halys Q. vs Eubanks C.,220,62.0,0.4448,1.8,2.0,1.87,2.05,0.0,0.11,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,2nd Round,Grass,Nakashima B. vs Thompson J.,65,40.0,0.4097,1.67,2.2,1.74,2.22,0.0,0.181,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,2nd Round,Grass,Humbert U. vs Van De Zandschulp B.,16,97.0,0.6249,1.25,4.0,1.27,4.24,0.0,0.25,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,2nd Round,Grass,Medvedev D. vs Muller A.,5,102.0,0.8241,1.02,21.0,1.03,20.98,0.0,0.648,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,2nd Round,Grass,Alcaraz C. vs Vukic A.,3,69.0,0.8671,1.03,17.0,1.03,25.77,0.0,0.734,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,2nd Round,Grass,Bautista Agut R. vs Sonego L.,112,54.0,0.5826,1.62,2.3,1.6,2.52,0.0,0.165,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,2nd Round,Grass,Bublik A. vs Cazaux A.,23,98.0,0.7137,1.33,3.4,1.37,3.39,0.0,0.427,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,2nd Round,Grass,Paul T. vs Virtanen O.,13,147.0,0.8557,1.1,7.0,1.1,9.25,0.0,0.711,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,2nd Round,Grass,Kecmanovic M. vs Griekspoor T.,52,27.0,0.3202,2.5,1.53,2.42,1.64,0.0,0.36,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,2nd Round,Grass,Struff J.L. vs Zhang Zh.,41,38.0,0.6686,1.25,4.0,1.25,4.45,0.0,0.337,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,2nd Round,Grass,Sinner J. vs Berrettini M.,1,59.0,0.7091,1.2,4.5,1.18,5.63,0.0,0.418,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-03,Wimbledon,2nd Round,Grass,Fognini F. vs Ruud C.,94,8.0,0.3322,4.5,1.2,5.15,1.21,0.0,0.336,,no-bet baseline,0.0,,0,0,2024-07-02,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Musetti L. vs Darderi L.,25,37.0,0.6882,1.25,4.0,1.25,4.44,0.0,0.376,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Popyrin A. vs Etcheverry T.,47,31.0,0.4529,1.67,2.2,1.69,2.31,0.0,0.094,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Shapovalov D. vs Altmaier D.,121,80.0,0.6737,1.13,6.0,1.15,6.36,0.0,0.347,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Djokovic N. vs Fearnley J.,2,277.0,0.9531,1.02,19.0,1.02,31.64,0.0,0.906,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Safiullin R. vs Machac T.,44,39.0,0.4161,1.73,2.1,1.72,2.26,0.0,0.168,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Comesana F. vs Walton A.,122,101.0,0.5167,2.75,1.44,2.93,1.47,0.0,0.033,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Fils A. vs Hurkacz H.,34,7.0,0.2011,3.75,1.29,4.37,1.26,0.0,0.598,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,De Minaur A. vs Munar J.,9,63.0,0.8752,1.02,19.0,1.05,15.58,0.0,0.75,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Shelton B. vs Harris L.,14,118.0,0.5668,1.67,2.2,1.74,2.22,0.0,0.134,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Dimitrov G. vs Shang J.,10,91.0,0.7199,1.14,5.5,1.15,6.52,0.0,0.44,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Monfils G. vs Wawrinka S.,33,95.0,0.66,1.36,3.2,1.4,3.22,0.0,0.32,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Pouille L. vs Kokkinakis T.,212,93.0,0.4375,2.63,1.5,2.68,1.53,0.0,0.125,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Mpetshi G. vs Nishioka Y.,58,90.0,0.5509,1.53,2.5,1.61,2.47,0.0,0.102,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Ruusuvuori E. vs Tsitsipas S.,87,11.0,0.2615,4.33,1.22,4.56,1.24,0.0,0.477,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Norrie C. vs Draper J.,42,28.0,0.3121,3.4,1.33,3.47,1.36,0.0,0.376,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Zverev A. vs Giron M.,4,46.0,0.8008,1.11,6.5,1.11,8.05,0.0,0.602,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Fritz T. vs Rinderknech A.,12,76.0,0.8234,1.07,9.0,1.08,10.68,0.0,0.647,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Rune H. vs Seyboth Wild T.,15,74.0,0.64,1.11,6.5,1.13,7.4,0.0,0.28,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
2024-07-04,Wimbledon,2nd Round,Grass,Halys Q. vs Khachanov K.,220,22.0,0.3094,2.63,1.5,2.8,1.5,0.0,0.381,,no-bet baseline,0.0,,0,0,2024-07-03,1000000.0,0.0,1000000.0
