date,tournament,round,surface,match,wrank,lrank,prob_winner,odds_winner,odds_loser,pin_winner,pin_loser,edge,confidence,decision,reason,stake,result,leak_flag,invalidated,data_cutoff,bankroll_before,profit,bankroll_after
2024-12-31,Hong Kong Tennis Open,1st Round,Hard,Borges N. vs Bu Y.,36,65.0,0.4704,2.0,1.8,2.2,1.74,0.0,0.059,,no-bet baseline,0.0,,0,0,2024-12-31,1000000.0,0.0,1000000.0
2024-12-31,Hong Kong Tennis Open,1st Round,Hard,Martinez P. vs Passaro F.,43,108.0,0.452,1.8,2.0,1.92,1.97,0.0,0.096,,no-bet baseline,0.0,,0,0,2024-12-31,1000000.0,0.0,1000000.0
2024-12-31,Hong Kong Tennis Open,1st Round,Hard,Muller A. vs Huesler M.A.,67,159.0,0.5542,2.2,1.67,2.43,1.62,0.0,0.108,,no-bet baseline,0.0,,0,0,2024-12-31,1000000.0,0.0,1000000.0
2024-12-31,Hong Kong Tennis Open,1st Round,Hard,Shang J. vs Wong C.,50,170.0,0.4474,1.3,3.5,1.33,3.62,0.0,0.105,,no-bet baseline,0.0,,0,0,2024-12-31,1000000.0,0.0,1000000.0
2024-12-31,Hong Kong Tennis Open,1st Round,Hard,Bergs Z. vs Moro Canas A.,71,169.0,0.3854,1.44,2.75,1.48,2.82,0.0,0.229,,no-bet baseline,0.0,,0,0,2024-12-31,1000000.0,0.0,1000000.0
2024-12-31,Hong Kong Tennis Open,1st Round,Hard,Nishikori K. vs Shapovalov D.,106,56.0,0.5814,2.5,1.53,2.37,1.65,0.0,0.163,,no-bet baseline,0.0,,0,0,2024-12-31,1000000.0,0.0,1000000.0
2024-12-31,Hong Kong Tennis Open,1st Round,Hard,Diallo G. vs Carballes Baena R.,87,57.0,0.5411,1.4,3.0,1.43,3.02,0.0,0.082,,no-bet baseline,0.0,,0,0,2024-12-31,1000000.0,0.0,1000000.0
2025-01-01,Brisbane International,2nd Round,Hard,Lehecka J. vs Nishioka Y.,28,69.0,0.4554,1.36,3.2,1.44,3.01,0.0,0.089,,no-bet baseline,0.0,,0,0,2024-12-31,1000000.0,0.0,1000000.0
2025-01-01,Hong Kong Tennis Open,2nd Round,Hard,Nishikori K. vs Khachanov K.,106,19.0,0.4827,2.2,1.67,2.21,1.75,0.0,0.035,,no-bet baseline,0.0,,0,0,2025-01-01,1000000.0,0.0,1000000.0
2025-01-01,Hong Kong Tennis Open,2nd Round,Hard,Fils A. vs Bergs Z.,20,71.0,0.7494,1.44,2.75,1.5,2.8,0.0,0.499,,no-bet baseline,0.0,,0,0,2025-01-01,1000000.0,0.0,1000000.0
2025-01-01,Hong Kong Tennis Open,2nd Round,Hard,Norrie C. vs Sonego L.,49,53.0,0.4391,1.57,2.38,1.72,2.26,0.0,0.122,,no-bet baseline,0.0,,0,0,2025-01-01,1000000.0,0.0,1000000.0
2025-01-01,Brisbane International,2nd Round,Hard,Jarry N. vs Bonzi B.,35,75.0,0.6743,2.63,1.5,2.61,1.56,0.0,0.349,,no-bet baseline,0.0,,0,0,2025-01-01,1000000.0,0.0,1000000.0
2025-01-01,Brisbane International,2nd Round,Hard,Thompson J. vs Michelsen A.,26,41.0,0.5811,1.67,2.2,1.8,2.13,0.0,0.162,,no-bet baseline,0.0,,0,0,2025-01-01,1000000.0,0.0,1000000.0
2025-01-01,Brisbane International,2nd Round,Hard,Dimitrov G. vs Vukic A.,10,68.0,0.9172,1.2,4.5,1.21,5.06,0.0,0.834,,no-bet baseline,0.0,,0,0,2025-01-01,1000000.0,0.0,1000000.0
2025-01-01,Hong Kong Tennis Open,2nd Round,Hard,Muller A. vs Kecmanovic M.,67,54.0,0.3646,3.0,1.4,2.84,1.49,0.0,0.271,,no-bet baseline,0.0,,0,0,2025-01-01,1000000.0,0.0,1000000.0
2025-01-02,Brisbane International,2nd Round,Hard,Djokovic N. vs Monfils G.,7,55.0,0.94,1.06,10.0,1.09,9.51,0.0,0.88,,no-bet baseline,0.0,,0,0,2025-01-01,1000000.0,0.0,1000000.0
2025-01-02,Brisbane International,2nd Round,Hard,Mensik J. vs Lajovic D.,48,81.0,0.4257,1.25,4.0,1.28,4.15,0.0,0.149,,no-bet baseline,0.0,,0,0,2025-01-02,1000000.0,0.0,1000000.0
2025-01-02,Brisbane International,2nd Round,Hard,Mpetshi G. vs Tiafoe F.,31,18.0,0.261,2.0,1.8,2.2,1.76,0.0,0.478,,no-bet baseline,0.0,,0,0,2025-01-02,1000000.0,0.0,1000000.0
2025-01-02,Brisbane International,2nd Round,Hard,Opelka R. vs Arnaldi M.,293,37.0,0.5962,2.5,1.53,2.55,1.58,0.0,0.192,,no-bet baseline,0.0,,0,0,2025-01-02,1000000.0,0.0,1000000.0
2025-01-02,Hong Kong Tennis Open,2nd Round,Hard,Musetti L. vs Diallo G.,17,87.0,0.7067,1.62,2.3,1.78,2.16,0.0,0.413,,no-bet baseline,0.0,,0,0,2025-01-02,1000000.0,0.0,1000000.0
2025-01-02,Hong Kong Tennis Open,2nd Round,Hard,Shang J. vs Martinez P.,50,43.0,0.5493,1.3,3.5,1.33,3.7,0.0,0.099,,no-bet baseline,0.0,,0,0,2025-01-02,1000000.0,0.0,1000000.0
2025-01-02,Hong Kong Tennis Open,2nd Round,Hard,Marozsan F. vs Rublev A.,58,8.0,0.2112,4.0,1.25,3.97,1.29,0.0,0.578,,no-bet baseline,0.0,,0,0,2025-01-02,1000000.0,0.0,1000000.0
2025-01-02,Hong Kong Tennis Open,2nd Round,Hard,Munar J. vs Borges N.,62,36.0,0.5469,2.5,1.53,2.59,1.56,0.0,0.094,,no-bet baseline,0.0,,0,0,2025-01-02,1000000.0,0.0,1000000.0
2025-01-03,Hong Kong Tennis Open,Quarterfinals,Hard,Nishikori K. vs Norrie C.,106,49.0,0.6876,1.73,2.1,1.73,2.24,0.0,0.375,,no-bet baseline,0.0,,0,0,2025-01-02,1000000.0,0.0,1000000.0
2025-01-03,Brisbane International,Quarterfinals,Hard,Opelka R. vs Djokovic N.,293,7.0,0.0453,11.0,1.05,12.64,1.06,0.0,0.909,,no-bet baseline,0.0,,0,0,2025-01-03,1000000.0,0.0,1000000.0
2025-01-03,Brisbane International,Quarterfinals,Hard,Mpetshi G. vs Mensik J.,31,48.0,0.4966,1.73,2.1,1.88,2.03,0.0,0.007,,no-bet baseline,0.0,,0,0,2025-01-03,1000000.0,0.0,1000000.0
2025-01-03,Brisbane International,Quarterfinals,Hard,Dimitrov G. vs Thompson J.,10,26.0,0.8752,1.3,3.5,1.36,3.49,0.0,0.75,,no-bet baseline,0.0,,0,0,2025-01-03,1000000.0,0.0,1000000.0
2025-01-03,Brisbane International,Quarterfinals,Hard,Lehecka J. vs Jarry N.,28,35.0,0.3868,1.36,3.2,1.44,3.03,0.0,0.226,,no-bet baseline,0.0,,0,0,2025-01-03,1000000.0,0.0,1000000.0
2025-01-03,Hong Kong Tennis Open,Quarterfinals,Hard,Shang J. vs Marozsan F.,50,58.0,0.2574,1.62,2.3,1.58,2.55,0.0,0.485,,no-bet baseline,0.0,,0,0,2025-01-03,1000000.0,0.0,1000000.0
2025-01-03,Hong Kong Tennis Open,Quarterfinals,Hard,Munar J. vs Musetti L.,62,17.0,0.3211,3.5,1.3,3.49,1.35,0.0,0.358,,no-bet baseline,0.0,,0,0,2025-01-03,1000000.0,0.0,1000000.0
2025-01-03,Hong Kong Tennis Open,Quarterfinals,Hard,Muller A. vs Fils A.,67,20.0,0.3343,4.0,1.25,3.61,1.34,0.0,0.331,,no-bet baseline,0.0,,0,0,2025-01-03,1000000.0,0.0,1000000.0
2025-01-04,Brisbane International,Semifinals,Hard,Opelka R. vs Mpetshi G.,293,31.0,0.7363,2.2,1.67,2.3,1.69,0.0,0.473,,no-bet baseline,0.0,,0,0,2025-01-03,1000000.0,0.0,1000000.0
2025-01-04,Hong Kong Tennis Open,Semifinals,Hard,Muller A. vs Munar J.,67,62.0,0.4938,2.0,1.8,2.08,1.84,0.0,0.012,,no-bet baseline,0.0,,0,0,2025-01-04,1000000.0,0.0,1000000.0
2025-01-04,Brisbane International,Semifinals,Hard,Lehecka J. vs Dimitrov G.,28,10.0,0.1525,2.63,1.5,2.62,1.56,0.0,0.695,,no-bet baseline,0.0,,0,0,2025-01-04,1000000.0,0.0,1000000.0
2025-01-04,Hong Kong Tennis Open,Semifinals,Hard,Nishikori K. vs Shang J.,106,50.0,0.8189,1.8,2.0,1.88,2.03,0.0,0.638,,no-bet baseline,0.0,,0,0,2025-01-04,1000000.0,0.0,1000000.0
2025-01-05,ASB Classic,1st Round,Hard,Borges N. vs Darderi L.,36,44.0,0.4818,1.36,3.2,1.4,3.15,0.0,0.036,,no-bet baseline,0.0,,0,0,2025-01-04,1000000.0,0.0,1000000.0
2025-01-05,Hong Kong Tennis Open,The Final,Hard,Muller A. vs Nishikori K.,67,106.0,0.2095,3.5,1.3,3.64,1.33,0.0,0.581,,no-bet baseline,0.0,,0,0,2025-01-05,1000000.0,0.0,1000000.0
2025-01-05,Brisbane International,The Final,Hard,Lehecka J. vs Opelka R.,28,293.0,0.3908,1.67,2.2,1.72,2.25,0.0,0.218,,no-bet baseline,0.0,,0,0,2025-01-05,1000000.0,0.0,1000000.0
2025-01-06,ASB Classic,1st Round,Hard,Navone M. vs Mannarino A.,46,73.0,0.1547,2.63,1.5,2.5,1.59,0.0,0.691,,no-bet baseline,0.0,,0,0,2025-01-05,1000000.0,0.0,1000000.0
2025-01-06,Adelaide International,1st Round,Hard,Shapovalov D. vs Zhang Zh.,58,47.0,0.5462,1.62,2.3,1.66,2.35,0.0,0.092,,no-bet baseline,0.0,,0,0,2025-01-06,1000000.0,0.0,1000000.0
2025-01-06,Adelaide International,1st Round,Hard,Davidovich Fokina A. vs Bautista Agut R.,68,51.0,0.662,1.73,2.1,1.81,2.09,0.0,0.324,,no-bet baseline,0.0,,0,0,2025-01-06,1000000.0,0.0,1000000.0
2025-01-06,Adelaide International,1st Round,Hard,O Connell C. vs Rinderknech A.,64,60.0,0.5195,1.62,2.3,1.63,2.42,0.0,0.039,,no-bet baseline,0.0,,0,0,2025-01-06,1000000.0,0.0,1000000.0
2025-01-06,Adelaide International,1st Round,Hard,Kokkinakis T. vs Nishioka Y.,77,63.0,0.4609,1.57,2.38,1.68,2.3,0.0,0.078,,no-bet baseline,0.0,,0,0,2025-01-06,1000000.0,0.0,1000000.0
2025-01-06,ASB Classic,1st Round,Hard,Carballes Baena R. vs Altmaier D.,59,93.0,0.4364,1.3,3.5,,,0.0,0.127,,no-bet baseline,0.0,,0,0,2025-01-06,1000000.0,0.0,1000000.0
2025-01-06,ASB Classic,1st Round,Hard,Bergs Z. vs Becroft I.,66,980.0,0.4095,1.03,17.0,1.03,23.4,0.0,0.181,,no-bet baseline,0.0,,0,0,2025-01-06,1000000.0,0.0,1000000.0
2025-01-06,ASB Classic,1st Round,Hard,Michelsen A. vs Nagal S.,41,96.0,0.7091,1.17,5.0,1.24,4.53,0.0,0.418,,no-bet baseline,0.0,,0,0,2025-01-06,1000000.0,0.0,1000000.0
2025-01-06,ASB Classic,1st Round,Hard,Nardi L. vs Cobolli F.,90,32.0,0.4232,2.75,1.44,2.71,1.52,0.0,0.154,,no-bet baseline,0.0,,0,0,2025-01-06,1000000.0,0.0,1000000.0
2025-01-06,ASB Classic,1st Round,Hard,Sonego L. vs Diallo G.,54,87.0,0.7179,2.0,1.8,1.98,1.91,0.0,0.436,,no-bet baseline,0.0,,0,0,2025-01-06,1000000.0,0.0,1000000.0
2025-01-06,ASB Classic,1st Round,Hard,Diaz Acosta F. vs Norrie C.,78,48.0,0.2705,4.5,1.2,4.29,1.26,0.0,0.459,,no-bet baseline,0.0,,0,0,2025-01-06,1000000.0,0.0,1000000.0
2025-01-07,Adelaide International,1st Round,Hard,Kecmanovic M. vs Bublik A.,55,33.0,0.3931,1.62,2.3,1.67,2.33,0.0,0.214,,no-bet baseline,0.0,,0,0,2025-01-06,1000000.0,0.0,1000000.0
2025-01-07,Adelaide International,1st Round,Hard,Guinard M. vs Safiullin R.,261,62.0,0.303,5.0,1.17,5.02,1.21,0.0,0.394,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-07,Adelaide International,1st Round,Hard,Cazaux A. vs Walton A.,80,91.0,0.4307,1.57,2.38,1.68,2.3,0.0,0.139,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-07,Adelaide International,1st Round,Hard,Tu L. vs Duckworth J.,179,94.0,0.4358,2.2,1.67,2.25,1.71,0.0,0.128,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-07,ASB Classic,1st Round,Hard,Mensik J. vs Carreno Busta P.,49,184.0,0.3279,1.25,4.0,,,0.0,0.344,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-07,Adelaide International,1st Round,Hard,Nakashima B. vs Hanfmann Y.,37,98.0,0.5643,1.3,3.5,1.32,3.65,0.0,0.129,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-07,Adelaide International,1st Round,Hard,Giron M. vs Vukic A.,45,67.0,0.5943,2.0,1.8,1.99,1.9,0.0,0.189,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-07,Adelaide International,1st Round,Hard,Etcheverry T. vs Schoolkate T.,39,173.0,0.667,1.3,3.5,1.38,3.26,0.0,0.334,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-07,ASB Classic,2nd Round,Hard,Basavareddy N. vs Tabilo A.,133,23.0,0.4691,1.8,2.0,1.82,2.11,0.0,0.062,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-07,ASB Classic,2nd Round,Hard,Bergs Z. vs Nardi L.,66,90.0,0.4915,1.62,2.3,1.65,2.4,0.0,0.017,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-07,ASB Classic,1st Round,Hard,Basavareddy N. vs Comesana F.,133,85.0,0.5253,1.22,4.33,1.28,4.03,0.0,0.051,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-07,ASB Classic,1st Round,Hard,Struff J.L. vs Bu Y.,42,65.0,0.688,1.8,2.0,1.71,2.25,0.0,0.376,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-07,ASB Classic,1st Round,Hard,Monfils G. vs Martinez P.,52,43.0,0.8853,1.25,4.0,1.28,3.99,0.0,0.771,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-07,Adelaide International,1st Round,Hard,Hijikata R. vs Goffin D.,79,53.0,0.5797,2.3,1.62,2.25,1.71,0.0,0.159,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-08,ASB Classic,2nd Round,Hard,Carballes Baena R. vs Cerundolo F.,59,31.0,0.202,2.63,1.5,2.68,1.54,0.0,0.596,,no-bet baseline,0.0,,0,0,2025-01-07,1000000.0,0.0,1000000.0
2025-01-08,ASB Classic,2nd Round,Hard,Monfils G. vs Struff J.L.,52,42.0,0.751,2.2,1.67,2.21,1.75,0.0,0.502,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-08,Adelaide International,2nd Round,Hard,Giron M. vs Shapovalov D.,45,58.0,0.4169,2.75,1.44,2.77,1.51,0.0,0.166,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-08,Adelaide International,2nd Round,Hard,Kecmanovic M. vs O Connell C.,55,64.0,0.5765,1.91,1.91,1.89,2.02,0.0,0.153,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-08,Adelaide International,2nd Round,Hard,Hijikata R. vs Nakashima B.,79,37.0,0.4951,3.0,1.4,3.18,1.41,0.0,0.01,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-08,Adelaide International,2nd Round,Hard,Bonzi B. vs Tu L.,70,179.0,0.6576,1.44,2.75,1.5,2.8,0.0,0.315,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-08,Adelaide International,2nd Round,Hard,Korda S. vs Davidovich Fokina A.,22,68.0,0.5729,2.2,1.67,2.26,1.71,0.0,0.146,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-08,ASB Classic,2nd Round,Hard,Diaz Acosta F. vs Baez S.,78,28.0,0.3664,1.8,2.0,1.84,2.08,0.0,0.267,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-08,Adelaide International,2nd Round,Hard,Kokkinakis T. vs Etcheverry T.,77,39.0,0.5275,1.57,2.38,1.61,2.48,0.0,0.055,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-08,ASB Classic,Quarterfinals,Hard,Basavareddy N. vs Michelsen A.,133,41.0,0.4801,2.5,1.53,2.63,1.55,0.0,0.04,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-08,ASB Classic,2nd Round,Hard,Mensik J. vs Shelton B.,49,21.0,0.2432,2.1,1.73,2.22,1.75,0.0,0.514,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-08,ASB Classic,2nd Round,Hard,Borges N. vs Navone M.,36,46.0,0.4346,1.4,3.0,1.47,2.89,0.0,0.131,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-08,Adelaide International,2nd Round,Hard,Auger-Aliassime F. vs Cazaux A.,29,80.0,0.8322,1.44,2.75,1.52,2.72,0.0,0.664,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-08,ASB Classic,2nd Round,Hard,Michelsen A. vs Sonego L.,41,54.0,0.321,1.57,2.38,1.59,2.53,0.0,0.358,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-08,Adelaide International,2nd Round,Hard,Paul T. vs Guinard M.,12,261.0,0.7688,1.07,9.0,1.08,10.77,0.0,0.538,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-09,Adelaide International,Quarterfinals,Hard,Paul T. vs Hijikata R.,12,79.0,0.7437,1.3,3.5,1.28,4.07,0.0,0.487,,no-bet baseline,0.0,,0,0,2025-01-08,1000000.0,0.0,1000000.0
2025-01-09,Adelaide International,Quarterfinals,Hard,Korda S. vs Kokkinakis T.,22,77.0,0.6897,1.67,2.2,1.67,2.35,0.0,0.379,,no-bet baseline,0.0,,0,0,2025-01-09,1000000.0,0.0,1000000.0
2025-01-09,Adelaide International,Quarterfinals,Hard,Kecmanovic M. vs Bonzi B.,55,70.0,0.5339,1.62,2.3,1.63,2.44,0.0,0.068,,no-bet baseline,0.0,,0,0,2025-01-09,1000000.0,0.0,1000000.0
2025-01-09,Adelaide International,Quarterfinals,Hard,Auger-Aliassime F. vs Giron M.,29,45.0,0.628,1.62,2.3,1.66,2.37,0.0,0.256,,no-bet baseline,0.0,,0,0,2025-01-09,1000000.0,0.0,1000000.0
2025-01-09,ASB Classic,Quarterfinals,Hard,Bergs Z. vs Carballes Baena R.,66,59.0,0.4982,1.62,2.3,1.66,2.37,0.0,0.004,,no-bet baseline,0.0,,0,0,2025-01-09,1000000.0,0.0,1000000.0
2025-01-09,ASB Classic,Quarterfinals,Hard,Monfils G. vs Diaz Acosta F.,52,78.0,0.8268,1.3,3.5,1.35,3.54,0.0,0.654,,no-bet baseline,0.0,,0,0,2025-01-09,1000000.0,0.0,1000000.0
2025-01-09,ASB Classic,Quarterfinals,Hard,Borges N. vs Mensik J.,36,49.0,0.3304,2.75,1.44,2.93,1.47,0.0,0.339,,no-bet baseline,0.0,,0,0,2025-01-09,1000000.0,0.0,1000000.0
2025-01-10,Adelaide International,Semifinals,Hard,Korda S. vs Kecmanovic M.,22,55.0,0.7268,1.8,2.0,1.8,2.13,0.0,0.454,,no-bet baseline,0.0,,0,0,2025-01-09,1000000.0,0.0,1000000.0
2025-01-10,Adelaide International,Semifinals,Hard,Auger-Aliassime F. vs Paul T.,29,12.0,0.4763,2.2,1.67,2.27,1.71,0.0,0.047,,no-bet baseline,0.0,,0,0,2025-01-10,1000000.0,0.0,1000000.0
2025-01-10,ASB Classic,Semifinals,Hard,Monfils G. vs Basavareddy N.,52,133.0,0.808,1.67,2.2,1.71,2.27,0.0,0.616,,no-bet baseline,0.0,,0,0,2025-01-10,1000000.0,0.0,1000000.0
2025-01-10,ASB Classic,Semifinals,Hard,Bergs Z. vs Borges N.,66,36.0,0.4579,1.91,1.91,1.92,1.99,0.0,0.084,,no-bet baseline,0.0,,0,0,2025-01-10,1000000.0,0.0,1000000.0
2025-01-11,Adelaide International,The Final,Hard,Auger-Aliassime F. vs Korda S.,29,22.0,0.4659,2.1,1.73,2.19,1.76,0.0,0.068,,no-bet baseline,0.0,,0,0,2025-01-10,1000000.0,0.0,1000000.0
2025-01-11,ASB Classic,The Final,Hard,Monfils G. vs Bergs Z.,52,66.0,0.8376,1.53,2.5,1.62,2.45,0.0,0.675,,no-bet baseline,0.0,,0,0,2025-01-11,1000000.0,0.0,1000000.0
2025-01-12,Australian Open,1st Round,Hard,Lehecka J. vs Tu L.,29,168.0,0.8545,1.07,9.0,1.11,8.2,0.0,0.709,,no-bet baseline,0.0,,0,0,2025-01-11,1000000.0,0.0,1000000.0
2025-01-12,Australian Open,1st Round,Hard,Gaston H. vs Jasika O.,81,179.0,0.4998,1.36,3.2,1.38,3.31,0.0,0.0,,no-bet baseline,0.0,,0,0,2025-01-12,1000000.0,0.0,1000000.0
2025-01-12,Australian Open,1st Round,Hard,Fils A. vs Virtanen O.,21,93.0,0.727,1.13,6.0,1.13,7.31,0.0,0.454,,no-bet baseline,0.0,,0,0,2025-01-12,1000000.0,0.0,1000000.0
2025-01-12,Australian Open,1st Round,Hard,Nishikori K. vs Monteiro T.,76,105.0,0.853,1.2,4.5,1.22,4.82,0.0,0.706,,no-bet baseline,0.0,,0,0,2025-01-12,1000000.0,0.0,1000000.0
2025-01-12,Australian Open,1st Round,Hard,Habib H. vs Bu Y.,219,67.0,0.5929,3.2,1.36,3.39,1.37,0.0,0.186,,no-bet baseline,0.0,,0,0,2025-01-12,1000000.0,0.0,1000000.0
