n_runs,mean_roi,median_roi,std_roi,min_roi,max_roi,mean_final_bankroll,median_final_bankroll,pct_profitable,worst_final,best_final,mean_max_drawdown,median_max_drawdown,mean_bets_per_run,mean_matches_evaluated
3,-16.91,-14.59,16.01,-33.95,-2.18,929000.0,925600.0,0.0,871000.0,990400.0,0.1029,0.0953,44.3,459.7
