bet_no,timestamp,kickoff,data_cutoff,league,league_code,match,home,away,prediction,prob_home,prob_draw,prob_away,odds_home,odds_draw,odds_away,sharp_home,sharp_draw,sharp_away,edge,threshold,confidence,rest_home,rest_away,league_roi,league_seen,decision,reason,stake,result,result_known_at_prediction,leak_flag,invalidated,bankroll_before,profit,bankroll_after
102.0,2025-01-12,2025-01-15,2024-11-10,Premier League,E0,Everton vs Aston Villa,Everton,Aston Villa,away_win,0.2917,0.2962,0.4121,3.25,3.2,2.3,,,,-0.0521,0.0,0.0,0,0,0.0,0,away_win,implied 41% >= 40%,10000.0,A,False,0,0,822500.0,13000.0,809100.0
103.0,2025-01-12,2025-01-15,2024-11-10,Premier League,E0,Leicester vs Crystal Palace,Leicester,Crystal Palace,away_win,0.2424,0.2626,0.495,3.9,3.6,1.91,,,,-0.0546,0.0,0.0,0,0,0.0,0,away_win,implied 49% >= 40%,10000.0,A,False,0,0,822500.0,9100.0,818200.0
104.0,2025-01-12,2025-01-15,2024-11-10,Premier League,E0,Arsenal vs Tottenham,Arsenal,Tottenham,home_win,0.6818,0.1818,0.1364,1.4,5.25,7.0,,,,-0.0455,0.0,0.0,0,0,0.0,0,home_win,implied 68% >= 40%,10000.0,H,False,0,0,822500.0,4000.0,822200.0
105.0,2025-01-13,2025-01-16,2024-11-10,Premier League,E0,Man United vs Southampton,Man United,Southampton,home_win,0.7403,0.1592,0.1005,1.29,6.0,9.5,,,,-0.045,0.0,0.0,0,0,0.0,0,home_win,implied 74% >= 40%,10000.0,H,False,0,0,832500.0,2900.0,825100.0
106.0,2025-01-13,2025-01-16,2024-11-10,Premier League,E0,Ipswich vs Brighton,Ipswich,Brighton,away_win,0.2441,0.2573,0.4985,3.9,3.7,1.91,,,,-0.0478,0.0,0.0,0,0,0.0,0,away_win,implied 50% >= 40%,10000.0,A,False,0,0,832500.0,9100.0,834200.0
107.0,2025-01-14,2025-01-17,2024-11-10,La Liga,SP1,Espanol vs Valladolid,Espanol,Valladolid,home_win,0.5411,0.2785,0.1804,1.75,3.4,5.25,,,,-0.0531,0.0,0.0,0,0,0.0,0,home_win,implied 54% >= 40%,10000.0,H,False,0,0,792500.0,7500.0,841700.0
108.0,2025-01-15,2025-01-18,2024-11-10,La Liga,SP1,Girona vs Sevilla,Girona,Sevilla,home_win,0.4943,0.2697,0.236,1.91,3.5,4.0,,,,-0.056,0.0,0.0,0,0,0.0,0,home_win,implied 49% >= 40%,10000.0,A,False,0,0,822200.0,-10000.0,831700.0
109.0,2025-01-15,2025-01-18,2024-11-10,La Liga,SP1,Getafe vs Barcelona,Getafe,Barcelona,away_win,0.1453,0.2249,0.6298,6.5,4.2,1.5,,,,-0.0554,0.0,0.0,0,0,0.0,0,away_win,implied 63% >= 40%,10000.0,D,False,0,0,822200.0,-10000.0,821700.0
110.0,2025-01-15,2025-01-18,2024-11-10,La Liga,SP1,Betis vs Alaves,Betis,Alaves,home_win,0.5392,0.2621,0.1987,1.75,3.6,4.75,,,,-0.0564,0.0,0.0,0,0,0.0,0,home_win,implied 54% >= 40%,10000.0,A,False,0,0,822200.0,-10000.0,811700.0
111.0,2025-01-15,2025-01-18,2024-11-10,La Liga,SP1,Leganes vs Ath Madrid,Leganes,Ath Madrid,away_win,0.1348,0.236,0.6292,7.0,4.0,1.5,,,,-0.0562,0.0,0.0,0,0,0.0,0,away_win,implied 63% >= 40%,10000.0,H,False,0,0,822200.0,-10000.0,801700.0
112.0,2025-01-15,2025-01-18,2024-11-10,Premier League,E0,Newcastle vs Bournemouth,Newcastle,Bournemouth,home_win,0.5849,0.2256,0.1895,1.62,4.2,5.0,,,,-0.0525,0.0,0.0,0,0,0.0,0,home_win,implied 58% >= 40%,10000.0,A,False,0,0,822200.0,-10000.0,791700.0
113.0,2025-01-15,2025-01-18,2024-11-10,Premier League,E0,Brentford vs Liverpool,Brentford,Liverpool,away_win,0.1454,0.189,0.6656,6.5,5.0,1.42,,,,-0.0549,0.0,0.0,0,0,0.0,0,away_win,implied 67% >= 40%,10000.0,A,False,0,0,822200.0,4200.0,795900.0
114.0,2025-01-15,2025-01-18,2024-11-10,Premier League,E0,Leicester vs Fulham,Leicester,Fulham,away_win,0.2185,0.2558,0.5257,4.33,3.7,1.8,,,,-0.0537,0.0,0.0,0,0,0.0,0,away_win,implied 53% >= 40%,10000.0,A,False,0,0,822200.0,8000.0,803900.0
115.0,2025-01-15,2025-01-18,2024-11-10,Premier League,E0,Arsenal vs Aston Villa,Arsenal,Aston Villa,home_win,0.6329,0.2315,0.1356,1.5,4.1,7.0,,,,-0.0507,0.0,0.0,0,0,0.0,0,home_win,implied 63% >= 40%,10000.0,D,False,0,0,822200.0,-10000.0,793900.0
116.0,2025-01-16,2025-01-19,2024-11-10,La Liga,SP1,Real Madrid vs Las Palmas,Real Madrid,Las Palmas,home_win,0.8203,0.1247,0.055,1.14,7.5,17.0,,,,-0.0649,0.0,0.0,0,0,0.0,0,home_win,implied 82% >= 40%,10000.0,H,False,0,0,834200.0,1400.0,795300.0
117.0,2025-01-16,2025-01-19,2024-11-10,La Liga,SP1,Osasuna vs Vallecano,Osasuna,Vallecano,home_win,0.4381,0.314,0.2479,2.15,3.0,3.8,,,,-0.058,0.0,0.0,0,0,0.0,0,home_win,implied 44% >= 40%,10000.0,D,False,0,0,834200.0,-10000.0,785300.0
118.0,2025-01-16,2025-01-19,2024-11-10,Premier League,E0,Man United vs Brighton,Man United,Brighton,home_win,0.4505,0.2628,0.2867,2.1,3.6,3.3,,,,-0.0539,0.0,0.0,0,0,0.0,0,home_win,implied 45% >= 40%,10000.0,A,False,0,0,834200.0,-10000.0,775300.0
119.0,2025-01-16,2025-01-19,2024-11-10,Premier League,E0,Ipswich vs Man City,Ipswich,Man City,away_win,0.1259,0.1798,0.6943,7.5,5.25,1.36,,,,-0.0558,0.0,0.0,0,0,0.0,0,away_win,implied 69% >= 40%,10000.0,A,False,0,0,834200.0,3600.0,778900.0
120.0,2025-01-16,2025-01-19,2024-11-10,Premier League,E0,Nott'm Forest vs Southampton,Nott'm Forest,Southampton,home_win,0.6835,0.1986,0.1179,1.38,4.75,8.0,,,,-0.0567,0.0,0.0,0,0,0.0,0,home_win,implied 68% >= 40%,10000.0,H,False,0,0,834200.0,3800.0,782700.0
121.0,2025-01-17,2025-01-20,2024-11-10,La Liga,SP1,Villarreal vs Mallorca,Villarreal,Mallorca,home_win,0.5483,0.271,0.1807,1.73,3.5,5.25,,,,-0.0514,0.0,0.0,0,0,0.0,0,home_win,implied 55% >= 40%,10000.0,H,False,0,0,841700.0,7300.0,790000.0
122.0,2025-01-17,2025-01-20,2024-11-10,Premier League,E0,Chelsea vs Wolves,Chelsea,Wolves,home_win,0.6917,0.1636,0.1447,1.36,5.75,6.5,,,,-0.0593,0.0,0.0,0,0,0.0,0,home_win,implied 69% >= 40%,10000.0,H,False,0,0,841700.0,3600.0,793600.0
123.0,2025-01-24,2025-01-25,2024-11-10,La Liga,SP1,Sevilla vs Espanol,Sevilla,Espanol,home_win,0.5539,0.2478,0.1983,1.7,3.8,4.75,,,,-0.0583,0.0,0.0,0,0,0.0,0,home_win,implied 55% >= 40%,10000.0,D,False,0,0,793600.0,-10000.0,783600.0
124.0,2025-01-24,2025-01-25,2024-11-10,Premier League,E0,Bournemouth vs Nott'm Forest,Bournemouth,Nott'm Forest,home_win,0.4636,0.2569,0.2795,2.05,3.7,3.4,,,,-0.0496,0.0,0.0,0,0,0.0,0,home_win,implied 46% >= 40%,10000.0,H,False,0,0,793600.0,10500.0,794100.0
125.0,2025-01-24,2025-01-25,2024-11-10,Premier League,E0,Brighton vs Everton,Brighton,Everton,home_win,0.5718,0.2546,0.1736,1.67,3.75,5.5,,,,-0.0452,0.0,0.0,0,0,0.0,0,home_win,implied 57% >= 40%,10000.0,A,False,0,0,793600.0,-10000.0,784100.0
126.0,2025-01-24,2025-01-25,2024-11-10,Premier League,E0,Liverpool vs Ipswich,Liverpool,Ipswich,home_win,0.8606,0.0775,0.062,1.08,12.0,15.0,,,,-0.0706,0.0,0.0,0,0,0.0,0,home_win,implied 86% >= 40%,10000.0,H,False,0,0,793600.0,800.0,784900.0
127.0,2025-01-24,2025-01-25,2024-11-10,La Liga,SP1,Valladolid vs Real Madrid,Valladolid,Real Madrid,away_win,0.0949,0.1581,0.747,10.0,6.0,1.27,,,,-0.0513,0.0,0.0,0,0,0.0,0,away_win,implied 75% >= 40%,10000.0,A,False,0,0,793600.0,2700.0,787600.0
128.0,2025-01-24,2025-01-25,2024-11-10,Premier League,E0,Southampton vs Newcastle,Southampton,Newcastle,away_win,0.1467,0.1817,0.6716,6.5,5.25,1.42,,,,-0.0463,0.0,0.0,0,0,0.0,0,away_win,implied 67% >= 40%,10000.0,A,False,0,0,793600.0,4200.0,791800.0
129.0,2025-01-24,2025-01-25,2024-11-10,La Liga,SP1,Mallorca vs Betis,Mallorca,Betis,home_win,0.4179,0.3134,0.2687,2.25,3.0,3.5,,,,-0.0597,0.0,0.0,0,0,0.0,0,home_win,implied 42% >= 40%,10000.0,A,False,0,0,793600.0,-10000.0,781800.0
130.0,2025-01-24,2025-01-25,2024-11-10,La Liga,SP1,Ath Madrid vs Villarreal,Ath Madrid,Villarreal,home_win,0.5609,0.2384,0.2007,1.7,4.0,4.75,,,,-0.0465,0.0,0.0,0,0,0.0,0,home_win,implied 56% >= 40%,10000.0,D,False,0,0,793600.0,-10000.0,771800.0
131.0,2025-01-24,2025-01-25,2024-11-10,Premier League,E0,Wolves vs Arsenal,Wolves,Arsenal,away_win,0.1354,0.2107,0.6539,7.0,4.5,1.45,,,,-0.0519,0.0,0.0,0,0,0.0,0,away_win,implied 65% >= 40%,10000.0,A,False,0,0,793600.0,4500.0,776300.0
132.0,2025-01-24,2025-01-25,2024-11-10,Premier League,E0,Man City vs Chelsea,Man City,Chelsea,home_win,0.4687,0.2402,0.2911,2.05,4.0,3.3,,,,-0.0392,0.0,0.0,0,0,0.0,0,home_win,implied 47% >= 40%,10000.0,H,False,0,0,793600.0,10500.0,786800.0
133.0,2025-01-24,2025-01-26,2024-11-10,La Liga,SP1,Barcelona vs Valencia,Barcelona,Valencia,home_win,0.7784,0.1266,0.095,1.22,7.5,10.0,,,,-0.0503,0.0,0.0,0,0,0.0,0,home_win,implied 78% >= 40%,10000.0,H,False,0,0,793600.0,2200.0,789000.0
134.0,2025-01-24,2025-01-26,2024-11-10,La Liga,SP1,Ath Bilbao vs Leganes,Ath Bilbao,Leganes,home_win,0.6849,0.189,0.126,1.38,5.0,7.5,,,,-0.0548,0.0,0.0,0,0,0.0,0,home_win,implied 68% >= 40%,10000.0,D,False,0,0,793600.0,-10000.0,779000.0
135.0,2025-01-24,2025-01-26,2024-11-10,La Liga,SP1,Sociedad vs Getafe,Sociedad,Getafe,home_win,0.5456,0.2808,0.1736,1.75,3.4,5.5,,,,-0.0452,0.0,0.0,0,0,0.0,0,home_win,implied 55% >= 40%,10000.0,A,False,0,0,793600.0,-10000.0,769000.0
136.0,2025-01-24,2025-01-26,2024-11-10,Premier League,E0,Fulham vs Man United,Fulham,Man United,home_win,0.4135,0.2797,0.3068,2.3,3.4,3.1,,,,-0.049,0.0,0.0,0,0,0.0,0,home_win,implied 41% >= 40%,10000.0,A,False,0,0,793600.0,-10000.0,759000.0
137.0,2025-01-24,2025-01-26,2024-11-10,Premier League,E0,Aston Villa vs West Ham,Aston Villa,West Ham,home_win,0.6175,0.2182,0.1643,1.53,4.33,5.75,,,,-0.0552,0.0,0.0,0,0,0.0,0,home_win,implied 62% >= 40%,10000.0,D,False,0,0,793600.0,-10000.0,749000.0
138.0,2025-01-24,2025-01-26,2024-11-10,Premier League,E0,Crystal Palace vs Brentford,Crystal Palace,Brentford,home_win,0.4613,0.2522,0.2866,2.05,3.75,3.3,,,,-0.0544,0.0,0.0,0,0,0.0,0,home_win,implied 46% >= 40%,10000.0,A,False,0,0,793600.0,-10000.0,739000.0
139.0,2025-01-24,2025-01-26,2024-11-10,Premier League,E0,Tottenham vs Leicester,Tottenham,Leicester,home_win,0.6548,0.1726,0.1726,1.45,5.5,5.5,,,,-0.0506,0.0,0.0,0,0,0.0,0,home_win,implied 65% >= 40%,10000.0,A,False,0,0,793600.0,-10000.0,729000.0
140.0,2025-01-31,2025-02-01,2024-11-10,La Liga,SP1,Espanol vs Real Madrid,Espanol,Real Madrid,away_win,0.1054,0.165,0.7296,9.0,5.75,1.3,,,,-0.0515,0.0,0.0,0,0,0.0,0,away_win,implied 73% >= 40%,10000.0,H,False,0,0,729000.0,-10000.0,719000.0
141.0,2025-01-31,2025-02-01,2024-11-10,La Liga,SP1,Ath Madrid vs Mallorca,Ath Madrid,Mallorca,home_win,0.672,0.2173,0.1107,1.4,4.33,8.5,,,,-0.0592,0.0,0.0,0,0,0.0,0,home_win,implied 67% >= 40%,10000.0,H,False,0,0,729000.0,4000.0,723000.0
142.0,2025-01-31,2025-02-01,2024-11-10,La Liga,SP1,Villarreal vs Valladolid,Villarreal,Valladolid,home_win,0.7714,0.1345,0.0941,1.22,7.0,10.0,,,,-0.0588,0.0,0.0,0,0,0.0,0,home_win,implied 77% >= 40%,10000.0,H,False,0,0,729000.0,2200.0,725200.0
143.0,2025-01-31,2025-02-01,2024-11-10,Premier League,E0,Wolves vs Aston Villa,Wolves,Aston Villa,away_win,0.2867,0.2628,0.4505,3.3,3.6,2.1,,,,-0.0539,0.0,0.0,0,0,0.0,0,away_win,implied 45% >= 40%,10000.0,H,False,0,0,729000.0,-10000.0,715200.0
144.0,2025-01-31,2025-02-01,2024-11-10,Premier League,E0,Newcastle vs Fulham,Newcastle,Fulham,home_win,0.5609,0.2384,0.2007,1.7,4.0,4.75,,,,-0.0465,0.0,0.0,0,0,0.0,0,home_win,implied 56% >= 40%,10000.0,A,False,0,0,729000.0,-10000.0,705200.0
145.0,2025-01-31,2025-02-01,2024-11-10,Premier League,E0,Bournemouth vs Liverpool,Bournemouth,Liverpool,away_win,0.2112,0.2195,0.5692,4.5,4.33,1.67,,,,-0.0494,0.0,0.0,0,0,0.0,0,away_win,implied 57% >= 40%,10000.0,A,False,0,0,729000.0,6700.0,711900.0
146.0,2025-01-31,2025-02-01,2024-11-10,Premier League,E0,Everton vs Leicester,Everton,Leicester,home_win,0.5389,0.2515,0.2096,1.75,3.75,4.5,,,,-0.0569,0.0,0.0,0,0,0.0,0,home_win,implied 54% >= 40%,10000.0,H,False,0,0,729000.0,7500.0,719400.0
147.0,2025-01-31,2025-02-01,2024-11-10,Premier League,E0,Ipswich vs Southampton,Ipswich,Southampton,home_win,0.4867,0.2636,0.2497,1.95,3.6,3.8,,,,-0.051,0.0,0.0,0,0,0.0,0,home_win,implied 49% >= 40%,10000.0,A,False,0,0,729000.0,-10000.0,709400.0
148.0,2025-01-31,2025-02-02,2024-11-10,Premier League,E0,Brentford vs Tottenham,Brentford,Tottenham,home_win,0.4556,0.2453,0.299,2.1,3.9,3.2,,,,-0.0432,0.0,0.0,0,0,0.0,0,home_win,implied 46% >= 40%,10000.0,A,False,0,0,729000.0,-10000.0,699400.0
149.0,2025-01-31,2025-02-02,2024-11-10,La Liga,SP1,Valencia vs Celta,Valencia,Celta,home_win,0.4082,0.3029,0.2889,2.3,3.1,3.25,,,,-0.0611,0.0,0.0,0,0,0.0,0,home_win,implied 41% >= 40%,10000.0,H,False,0,0,729000.0,13000.0,712400.0
150.0,2025-01-31,2025-02-02,2024-11-10,La Liga,SP1,Barcelona vs Alaves,Barcelona,Alaves,home_win,0.7985,0.1278,0.0737,1.2,7.5,13.0,,,,-0.0418,0.0,0.0,0,0,0.0,0,home_win,implied 80% >= 40%,10000.0,H,False,0,0,729000.0,2000.0,714400.0
151.0,2025-01-31,2025-02-02,2024-11-10,Premier League,E0,Man United vs Crystal Palace,Man United,Crystal Palace,home_win,0.4767,0.2724,0.2509,2.0,3.5,3.8,,,,-0.0466,0.0,0.0,0,0,0.0,0,home_win,implied 48% >= 40%,10000.0,A,False,0,0,729000.0,-10000.0,704400.0
152.0,2025-01-31,2025-02-02,2024-11-10,Premier League,E0,Arsenal vs Man City,Arsenal,Man City,home_win,0.4891,0.2725,0.2384,1.95,3.5,4.0,,,,-0.0463,0.0,0.0,0,0,0.0,0,home_win,implied 49% >= 40%,10000.0,H,False,0,0,729000.0,9500.0,713900.0
153.0,2025-01-31,2025-02-03,2024-11-10,Premier League,E0,Chelsea vs West Ham,Chelsea,West Ham,home_win,0.6867,0.1966,0.1167,1.36,4.75,8.0,,,,-0.0661,0.0,0.0,0,0,0.0,0,home_win,implied 69% >= 40%,10000.0,H,False,0,0,729000.0,3600.0,717500.0
154.0,2025-01-31,2025-02-03,2024-11-10,La Liga,SP1,Girona vs Las Palmas,Girona,Las Palmas,home_win,0.5879,0.224,0.1881,1.6,4.2,5.0,,,,-0.0594,0.0,0.0,0,0,0.0,0,home_win,implied 59% >= 40%,10000.0,H,False,0,0,729000.0,6000.0,723500.0
155.0,2025-02-07,2025-02-08,2024-11-10,La Liga,SP1,Ath Bilbao vs Girona,Ath Bilbao,Girona,home_win,0.5739,0.2367,0.1894,1.65,4.0,5.0,,,,-0.0531,0.0,0.0,0,0,0.0,0,home_win,implied 57% >= 40%,10000.0,H,False,0,0,723500.0,6500.0,730000.0
156.0,2025-02-07,2025-02-08,2024-11-10,La Liga,SP1,Celta vs Betis,Celta,Betis,home_win,0.4229,0.2798,0.2973,2.25,3.4,3.2,,,,-0.0486,0.0,0.0,0,0,0.0,0,home_win,implied 42% >= 40%,10000.0,H,False,0,0,723500.0,12500.0,742500.0
157.0,2025-02-07,2025-02-08,2024-11-10,La Liga,SP1,Real Madrid vs Ath Madrid,Real Madrid,Ath Madrid,home_win,0.5117,0.2629,0.2254,1.85,3.6,4.2,,,,-0.0534,0.0,0.0,0,0,0.0,0,home_win,implied 51% >= 40%,10000.0,D,False,0,0,723500.0,-10000.0,732500.0
158.0,2025-02-07,2025-02-08,2024-11-10,La Liga,SP1,Las Palmas vs Villarreal,Las Palmas,Villarreal,away_win,0.1995,0.243,0.5575,4.75,3.9,1.7,,,,-0.0523,0.0,0.0,0,0,0.0,0,away_win,implied 56% >= 40%,10000.0,A,False,0,0,723500.0,7000.0,739500.0
159.0,2025-02-07,2025-02-09,2024-11-10,La Liga,SP1,Valencia vs Leganes,Valencia,Leganes,home_win,0.5484,0.2791,0.1725,1.73,3.4,5.5,,,,-0.0512,0.0,0.0,0,0,0.0,0,home_win,implied 55% >= 40%,10000.0,H,False,0,0,723500.0,7300.0,746800.0
160.0,2025-02-07,2025-02-09,2024-11-10,La Liga,SP1,Alaves vs Getafe,Alaves,Getafe,home_win,0.4112,0.3261,0.2627,2.3,2.9,3.6,,,,-0.0543,0.0,0.0,0,0,0.0,0,home_win,implied 41% >= 40%,10000.0,A,False,0,0,723500.0,-10000.0,736800.0
161.0,2025-02-07,2025-02-09,2024-11-10,La Liga,SP1,Sociedad vs Espanol,Sociedad,Espanol,home_win,0.5922,0.243,0.1648,1.6,3.9,5.75,,,,-0.0524,0.0,0.0,0,0,0.0,0,home_win,implied 59% >= 40%,10000.0,H,False,0,0,723500.0,6000.0,742800.0
162.0,2025-02-07,2025-02-09,2024-11-10,La Liga,SP1,Sevilla vs Barcelona,Sevilla,Barcelona,away_win,0.1801,0.2101,0.6099,5.25,4.5,1.55,,,,-0.0547,0.0,0.0,0,0,0.0,0,away_win,implied 61% >= 40%,10000.0,A,False,0,0,723500.0,5500.0,748300.0
163.0,2025-02-07,2025-02-10,2024-11-10,La Liga,SP1,Mallorca vs Osasuna,Mallorca,Osasuna,home_win,0.4698,0.3132,0.217,2.0,3.0,4.33,,,,-0.0604,0.0,0.0,0,0,0.0,0,home_win,implied 47% >= 40%,10000.0,D,False,0,0,723500.0,-10000.0,738300.0
164.0,2025-02-09,2025-02-12,2024-11-10,Premier League,E0,Everton vs Liverpool,Everton,Liverpool,away_win,0.127,0.2116,0.6614,7.5,4.5,1.44,,,,-0.0476,0.0,0.0,0,0,0.0,0,away_win,implied 66% >= 40%,10000.0,D,False,0,0,748300.0,-10000.0,728300.0
165.0,2025-02-12,2025-02-14,2024-11-10,La Liga,SP1,Girona vs Getafe,Girona,Getafe,home_win,0.4877,0.2926,0.2196,1.95,3.25,4.33,,,,-0.0489,0.0,0.0,0,0,0.0,0,home_win,implied 49% >= 40%,10000.0,A,False,0,0,728300.0,-10000.0,718300.0
166.0,2025-02-12,2025-02-15,2024-11-10,La Liga,SP1,Villarreal vs Valencia,Villarreal,Valencia,home_win,0.6226,0.2075,0.1698,1.5,4.5,5.5,,,,-0.066,0.0,0.0,0,0,0.0,0,home_win,implied 62% >= 40%,10000.0,D,False,0,0,728300.0,-10000.0,708300.0
167.0,2025-02-12,2025-02-15,2024-11-10,Premier League,E0,Leicester vs Arsenal,Leicester,Arsenal,away_win,0.11,0.187,0.703,8.5,5.0,1.33,,,,-0.065,0.0,0.0,0,0,0.0,0,away_win,implied 70% >= 40%,10000.0,A,False,0,0,728300.0,3300.0,711600.0
168.0,2025-02-12,2025-02-15,2024-11-10,La Liga,SP1,Ath Madrid vs Celta,Ath Madrid,Celta,home_win,0.6745,0.2083,0.1172,1.39,4.5,8.0,,,,-0.0625,0.0,0.0,0,0,0.0,0,home_win,implied 67% >= 40%,10000.0,D,False,0,0,728300.0,-10000.0,701600.0
169.0,2025-02-12,2025-02-15,2024-11-10,Premier League,E0,Aston Villa vs Ipswich,Aston Villa,Ipswich,home_win,0.669,0.1972,0.1338,1.4,4.75,7.0,,,,-0.0634,0.0,0.0,0,0,0.0,0,home_win,implied 67% >= 40%,10000.0,D,False,0,0,728300.0,-10000.0,691600.0
170.0,2025-02-12,2025-02-15,2024-11-10,Premier League,E0,Crystal Palace vs Everton,Crystal Palace,Everton,home_win,0.5293,0.2802,0.1905,1.8,3.4,5.0,,,,-0.0473,0.0,0.0,0,0,0.0,0,home_win,implied 53% >= 40%,10000.0,A,False,0,0,728300.0,-10000.0,681600.0
171.0,2025-02-12,2025-02-15,2024-11-10,Premier League,E0,West Ham vs Brentford,West Ham,Brentford,home_win,0.4051,0.2644,0.3305,2.35,3.6,2.88,,,,-0.0481,0.0,0.0,0,0,0.0,0,home_win,implied 41% >= 40%,10000.0,A,False,0,0,728300.0,-10000.0,671600.0
172.0,2025-02-12,2025-02-15,2024-11-10,Premier League,E0,Southampton vs Bournemouth,Southampton,Bournemouth,away_win,0.1579,0.2105,0.6316,6.0,4.5,1.5,,,,-0.0526,0.0,0.0,0,0,0.0,0,away_win,implied 63% >= 40%,10000.0,A,False,0,0,728300.0,5000.0,676600.0
173.0,2025-02-12,2025-02-15,2024-11-10,Premier League,E0,Man City vs Newcastle,Man City,Newcastle,home_win,0.4866,0.2259,0.2875,1.95,4.2,3.3,,,,-0.0512,0.0,0.0,0,0,0.0,0,home_win,implied 49% >= 40%,10000.0,H,False,0,0,728300.0,9500.0,686100.0
174.0,2025-02-12,2025-02-15,2024-11-10,Premier League,E0,Fulham vs Nott'm Forest,Fulham,Nott'm Forest,home_win,0.4322,0.2797,0.2881,2.2,3.4,3.3,,,,-0.0492,0.0,0.0,0,0,0.0,0,home_win,implied 43% >= 40%,10000.0,H,False,0,0,728300.0,12000.0,698100.0
175.0,2025-02-12,2025-02-15,2024-11-10,La Liga,SP1,Osasuna vs Real Madrid,Osasuna,Real Madrid,away_win,0.1649,0.2312,0.6039,5.75,4.1,1.57,,,,-0.0519,0.0,0.0,0,0,0.0,0,away_win,implied 60% >= 40%,10000.0,D,False,0,0,728300.0,-10000.0,688100.0
176.0,2025-02-14,2025-02-16,2024-11-10,La Liga,SP1,Valladolid vs Sevilla,Valladolid,Sevilla,away_win,0.2365,0.2783,0.4852,4.0,3.4,1.95,,,,-0.0539,0.0,0.0,0,0,0.0,0,away_win,implied 49% >= 40%,10000.0,A,False,0,0,718300.0,9500.0,697600.0
177.0,2025-02-14,2025-02-16,2024-11-10,La Liga,SP1,Espanol vs Ath Bilbao,Espanol,Ath Bilbao,away_win,0.1725,0.2791,0.5484,5.5,3.4,1.73,,,,-0.0512,0.0,0.0,0,0,0.0,0,away_win,implied 55% >= 40%,10000.0,D,False,0,0,718300.0,-10000.0,687600.0
178.0,2025-02-14,2025-02-16,2024-11-10,Premier League,E0,Liverpool vs Wolves,Liverpool,Wolves,home_win,0.8067,0.116,0.0773,1.15,8.0,12.0,,,,-0.0723,0.0,0.0,0,0,0.0,0,home_win,implied 81% >= 40%,10000.0,H,False,0,0,718300.0,1500.0,689100.0
179.0,2025-02-14,2025-02-16,2024-11-10,La Liga,SP1,Mallorca vs Las Palmas,Mallorca,Las Palmas,home_win,0.5483,0.271,0.1807,1.73,3.5,5.25,,,,-0.0514,0.0,0.0,0,0,0.0,0,home_win,implied 55% >= 40%,10000.0,H,False,0,0,718300.0,7300.0,696400.0
180.0,2025-02-14,2025-02-17,2024-11-10,La Liga,SP1,Barcelona vs Vallecano,Barcelona,Vallecano,home_win,0.7781,0.1356,0.0863,1.22,7.0,11.0,,,,-0.0507,0.0,0.0,0,0,0.0,0,home_win,implied 78% >= 40%,10000.0,H,False,0,0,718300.0,2200.0,698600.0
181.0,2025-02-16,2025-02-19,2024-11-10,Premier League,E0,Aston Villa vs Liverpool,Aston Villa,Liverpool,away_win,0.2435,0.2374,0.519,3.9,4.0,1.83,,,,-0.0502,0.0,0.0,0,0,0.0,0,away_win,implied 52% >= 40%,10000.0,D,False,0,0,696400.0,-10000.0,688600.0
182.0,2025-02-19,2025-02-21,2024-11-10,La Liga,SP1,Celta vs Osasuna,Celta,Osasuna,home_win,0.5671,0.2525,0.1804,1.67,3.75,5.25,,,,-0.053,0.0,0.0,0,0,0.0,0,home_win,implied 57% >= 40%,10000.0,H,False,0,0,688600.0,6700.0,695300.0
183.0,2025-02-19,2025-02-21,2024-11-10,Premier League,E0,Leicester vs Brentford,Leicester,Brentford,away_win,0.2609,0.2472,0.4918,3.6,3.8,1.91,,,,-0.0606,0.0,0.0,0,0,0.0,0,away_win,implied 49% >= 40%,10000.0,A,False,0,0,688600.0,9100.0,704400.0
184.0,2025-02-19,2025-02-22,2024-11-10,Premier League,E0,Fulham vs Crystal Palace,Fulham,Crystal Palace,home_win,0.4636,0.2795,0.2569,2.05,3.4,3.7,,,,-0.0496,0.0,0.0,0,0,0.0,0,home_win,implied 46% >= 40%,10000.0,A,False,0,0,688600.0,-10000.0,694400.0
185.0,2025-02-19,2025-02-22,2024-11-10,Premier League,E0,Ipswich vs Tottenham,Ipswich,Tottenham,away_win,0.2327,0.2651,0.5022,4.1,3.6,1.9,,,,-0.0458,0.0,0.0,0,0,0.0,0,away_win,implied 50% >= 40%,10000.0,A,False,0,0,688600.0,9000.0,703400.0
186.0,2025-02-19,2025-02-22,2024-11-10,Premier League,E0,Southampton vs Brighton,Southampton,Brighton,away_win,0.1579,0.231,0.6111,6.0,4.1,1.55,,,,-0.0528,0.0,0.0,0,0,0.0,0,away_win,implied 61% >= 40%,10000.0,A,False,0,0,688600.0,5500.0,708900.0
187.0,2025-02-19,2025-02-22,2024-11-10,La Liga,SP1,Valencia vs Ath Madrid,Valencia,Ath Madrid,away_win,0.2255,0.2786,0.4959,4.2,3.4,1.91,,,,-0.0528,0.0,0.0,0,0,0.0,0,away_win,implied 50% >= 40%,10000.0,A,False,0,0,688600.0,9100.0,718000.0
188.0,2025-02-19,2025-02-22,2024-11-10,La Liga,SP1,Alaves vs Espanol,Alaves,Espanol,home_win,0.5272,0.292,0.1808,1.8,3.25,5.25,,,,-0.051,0.0,0.0,0,0,0.0,0,home_win,implied 53% >= 40%,10000.0,A,False,0,0,688600.0,-10000.0,708000.0
